"","miR200","ZEB","GRHL2","Ecad","miR34","NRF2","SNAIL","OVOL2","KEAP1"
"NRF2",0.152885246886233,-0.0987799957775372,0.0971497670400167,0.0971497670400167,0.133909477122302,0.0181858369664606,-0.0811196294157091,-0.132936243216987,-0.155181877064382
"miR34",0.152885246886233,-0.0987799957775372,0.0971497670400167,0.0971497670400167,0.133909477122302,0.0181858369664606,-0.0811196294157091,-0.132936243216987,-0.155181877064382
"OVOL2",-0.106209829533711,-0.090721936093212,0.0903592031739573,0.0903592031739573,0.0919202328851917,-0.0971378171001144,-0.0557201905765037,0.107456953280427,0.107518177638716
"ZEB",-0.15037853584027,-0.058457621874061,-0.0421792785439049,-0.0421792785439049,-0.0421490305137473,0.0126136128549411,0.0530327888912323,0.150834591319155,0.151725849668558
"miR200",0.16126014427912,-0.0517702899857938,0.0507414643300333,0.0507414643300333,0.054939658355727,0.0869838851035878,-0.0511866038292998,-0.157130480481381,-0.258758964477327
"GRHL2",0.151725849668558,-0.0421792785439049,0.0415549079497458,0.0415549079497458,0.0440399339453868,-0.0109799399739109,-0.0468813693328726,-0.150389187081066,-0.148734907949194
"Ecad",0.0965940735349444,-0.0197207091257999,0.0186358335674081,0.0186358335674081,0.0250720771235813,-0.112389688362275,0.0583508004030392,-0.124394440695442,-0.0951185083528678
"KEAP1",-0.155181877064382,0.0971497670400167,-0.0999893679609683,-0.0999893679609683,-0.138198149112838,-0.122947741728365,0.0732170236916596,0.133863122722651,0.150885002064382
"SNAIL",-0.154851578757784,0.0981010837028985,-0.0987799957775372,-0.0987799957775372,-0.136971696743914,-0.021565846623631,-0.024453956022417,0.133724579234619,0.152885246886233
