"","NRF2","ZEB","miR200","miR34","OVOL2","GRHL2","Ecad","KEAP1","SNAIL"
"NRF2",0.105490117739561,-0.0992101044207237,0.112340577746034,0.132694077461047,0.0711006167081781,0.0906545629067594,0.0906545629067594,-0.123866656303664,-0.0932459542135095
"miR34",0.105490117739561,-0.0992101044207237,0.112340577746034,0.132694077461047,0.0711006167081781,0.0906545629067594,0.0906545629067594,-0.123866656303664,-0.0932459542135095
"ZEB",-0.121519469114269,-0.0626911231170077,-0.0422101409627358,-0.0408274742097048,-0.0348247551116569,-0.0299115439034925,-0.0299115439034925,0.0543472400100327,0.102510009442569
"miR200",0.230143767180712,-0.0408140736964812,0.0597689666062925,0.0619025183196054,0.0503932625521498,0.0486275874605001,0.0486275874605001,-0.146287764781532,-0.0834181710441677
"Ecad",0.23923118343678,-0.0407494511583347,0.11572148592405,0.149724372177447,0.0516145405596339,0.0507366879164713,0.0507366879164713,-0.100004686140647,-0.133543689066077
"OVOL2",-0.0110273092845161,-0.0374082338094058,-0.0441507998110851,0.0517752147115185,-0.0455786081287155,0.049279041262822,0.049279041262822,0.0635059108096501,-0.0540535222354553
"GRHL2",-0.120962098366623,0.0299115439034925,-0.0543472400100327,-0.0517137865589383,-0.0464457565963377,-0.039659781567138,-0.039659781567138,0.0382987012987013,0.0908380851523483
"KEAP1",-0.202339934589378,0.0906545629067594,-0.123866656303664,-0.142306618129489,-0.0838709565639969,-0.101552490765547,-0.101552490765547,0.109413531303664,0.0864539849695966
"SNAIL",-0.103993256319957,0.0927500269497753,-0.121761995202534,-0.140846993396292,-0.0810438226079832,-0.0992101044207237,-0.0992101044207237,0.112340577746034,-0.0129767069971579
