"","miR200","ZEB","GRHL2","Ecad","miR34","NRF2","OVOL2","SNAIL","KEAP1"
"ZEB",-0.0953571873853558,-0.0905414116033496,-0.00937234146505087,-0.00937234146505087,-0.00426134329125793,0.010016700740057,0.025838837039685,0.0337031020701557,0.0953966484598245
"OVOL2",-0.017698345563673,-0.073862197246482,0.0740361102899602,0.0740361102899602,0.0707325770836989,-0.0509271952752675,-0.0888980655654956,-0.0583317985978098,0.0178587237184801
"KEAP1",-0.0101792316634846,-0.068190802820818,0.0681140568499815,0.0681140568499815,0.084512668224265,-0.143974046429503,-0.0618600581062424,0.0121413582235684,0.00952818999681796
"SNAIL",-0.00982995931597979,-0.0681581925718822,0.068253989981187,0.068253989981187,0.0845441663095449,-0.0447765820557953,-0.0616952027043515,-0.0885165900072049,0.00994312949563745
"Ecad",0.081016421522694,-0.0184981551936536,0.0186736497692758,0.0186736497692758,0.0990970525570319,-0.118501564429606,-0.0297378276442122,0.038965147062162,-0.0810299588179424
"GRHL2",0.0953966484598245,-0.00937234146505087,0.00961403330795117,0.00961403330795117,0.00425356179565447,-0.00976684488766416,-0.0262842412777738,-0.0334777753464063,-0.0952428285999714
"miR200",-0.0922651632278269,0.0157571195520243,-0.0159517622436546,-0.0159517622436546,-0.0165172793084644,0.115441495671622,0.0296504328886032,-0.0234168266889795,-0.0078134902250597
"NRF2",0.00994312949563745,0.068253989981187,-0.068190802820818,-0.068190802820818,-0.0847197075617392,0.0444868669423235,0.061551098271021,-0.0111588721065244,-0.0101792316634846
"miR34",0.00994312949563745,0.068253989981187,-0.068190802820818,-0.068190802820818,-0.0847197075617392,0.0444868669423235,0.061551098271021,-0.0111588721065244,-0.0101792316634846
