"","NRF2","ZEB","SNAIL","OVOL2","miR200","GRHL2","Ecad","miR34","KEAP1"
"ZEB",-0.108569897780943,-0.0724269478132358,-0.0362366977966395,-0.0348753939148922,-0.0271612318642739,-0.0263456920063091,-0.0263456920063091,0.0254575618978632,0.0283845251728031
"OVOL2",-0.014031708987991,-0.0400544130323868,0.059501811136107,-0.0491742887221993,-0.0554503740866031,0.0454655931566104,0.0454655931566104,-0.0497981627849563,0.061401247725499
"SNAIL",-0.0163568034442094,-0.0387970486850138,-0.0432008113833242,0.0519225616645007,-0.0533021149590742,0.0470981024565161,0.0470981024565161,-0.106063916519106,0.0626528010532884
"KEAP1",-0.117890206464817,-0.0344480329506397,0.0513252435365895,0.0590493626534585,-0.0482505688146106,0.0531740498347533,0.0531740498347533,-0.111941338085845,0.0697349438146106
"miR200",0.208927008118364,-0.024120303810415,-0.0404622078607335,0.0396881064399383,0.0329456458023691,0.0285600109195076,0.0285600109195076,-0.0126204987817744,-0.128053401032824
"Ecad",0.209239321120532,-0.0198736774219428,-0.0670788257728556,0.0287917639311349,0.0808938400990034,0.0179591911424278,0.0179591911424278,-0.0218820002763069,-0.0832899413579718
"GRHL2",-0.107512815328512,0.0263456920063091,-0.0281925337587846,-0.0387625581745763,-0.0283845251728031,-0.0288431743829455,-0.0288431743829455,0.0301809297291603,0.0257695875553018
"NRF2",0.0125422211168314,0.0470981024565161,-0.07622913076427,-0.0357743884001114,0.0626528010532884,-0.0344480329506397,-0.0344480329506397,0.090616286326011,-0.0482505688146106
"miR34",0.0125422211168314,0.0470981024565161,-0.07622913076427,-0.0357743884001114,0.0626528010532884,-0.0344480329506397,-0.0344480329506397,0.090616286326011,-0.0482505688146106
