"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.89544688994474,-1,-1,-1,-1,-0.89544688994474,-1,-1,-1,-0.906262141414557,-0.902658857636871,1,0.906262141414557,0.89544688994474,0.913473966125702,0.89544688994474,0.0547856511850179,0.204604027738519,0.970358378849875,0.0129289746373562
"FOXC2",-1,1,0.89544688994474,1,1,1,1,0.89544688994474,1,1,1,0.906262141414557,0.902658857636871,-1,-0.906262141414557,-0.89544688994474,-0.913473966125702,-0.89544688994474,-0.0547856511850179,-0.204604027738519,-0.970358378849875,-0.0129289746373562
"GSC",-0.89544688994474,0.89544688994474,1,0.89544688994474,0.89544688994474,0.89544688994474,0.89544688994474,1,0.89544688994474,0.89544688994474,0.89544688994474,0.989183837135946,0.992789242825391,-0.89544688994474,-0.989183837135947,-1,-0.981972918756269,-1,-0.152926284706997,-0.168157892499685,-0.925087581699682,-0.0485634598016393
"KLF8",-1,1,0.89544688994474,1,1,1,1,0.89544688994474,1,1,1,0.906262141414557,0.902658857636871,-1,-0.906262141414557,-0.89544688994474,-0.913473966125702,-0.89544688994474,-0.0547856511850179,-0.204604027738519,-0.970358378849875,-0.0129289746373562
"SNAI1",-1,1,0.89544688994474,1,1,1,1,0.89544688994474,1,1,1,0.906262141414557,0.902658857636871,-1,-0.906262141414557,-0.89544688994474,-0.913473966125702,-0.89544688994474,-0.0547856511850179,-0.204604027738519,-0.970358378849875,-0.0129289746373562
"SNAI2",-1,1,0.89544688994474,1,1,1,1,0.89544688994474,1,1,1,0.906262141414557,0.902658857636871,-1,-0.906262141414557,-0.89544688994474,-0.913473966125702,-0.89544688994474,-0.0547856511850179,-0.204604027738519,-0.970358378849875,-0.0129289746373562
"TCF3",-1,1,0.89544688994474,1,1,1,1,0.89544688994474,1,1,1,0.906262141414557,0.902658857636871,-1,-0.906262141414557,-0.89544688994474,-0.913473966125702,-0.89544688994474,-0.0547856511850179,-0.204604027738519,-0.970358378849875,-0.0129289746373562
"TGF-beta",-0.89544688994474,0.89544688994474,1,0.89544688994474,0.89544688994474,0.89544688994474,0.89544688994474,1,0.89544688994474,0.89544688994474,0.89544688994474,0.989183837135946,0.992789242825391,-0.89544688994474,-0.989183837135947,-1,-0.981972918756269,-1,-0.152926284706997,-0.168157892499685,-0.925087581699682,-0.0485634598016393
"TWIST1",-1,1,0.89544688994474,1,1,1,1,0.89544688994474,1,1,1,0.906262141414557,0.902658857636871,-1,-0.906262141414557,-0.89544688994474,-0.913473966125702,-0.89544688994474,-0.0547856511850179,-0.204604027738519,-0.970358378849875,-0.0129289746373562
"TWIST2",-1,1,0.89544688994474,1,1,1,1,0.89544688994474,1,1,1,0.906262141414557,0.902658857636871,-1,-0.906262141414557,-0.89544688994474,-0.913473966125702,-0.89544688994474,-0.0547856511850179,-0.204604027738519,-0.970358378849875,-0.0129289746373562
"VIM",-1,1,0.89544688994474,1,1,1,1,0.89544688994474,1,1,1,0.906262141414557,0.902658857636871,-1,-0.906262141414557,-0.89544688994474,-0.913473966125702,-0.89544688994474,-0.0547856511850179,-0.204604027738519,-0.970358378849875,-0.0129289746373562
"ZEB1",-0.906262141414557,0.906262141414557,0.989183837135946,0.906262141414557,0.906262141414557,0.906262141414557,0.906262141414557,0.989183837135946,0.906262141414557,0.906262141414557,0.906262141414557,1,0.981973236826908,-0.906262141414557,-1,-0.989183837135946,-0.992789251504236,-0.989183837135946,-0.142110943154111,-0.157340278030763,-0.935903777994053,-0.0377497787324412
"ZEB2",-0.902658857636871,0.902658857636871,0.992789242825391,0.902658857636871,0.902658857636871,0.902658857636871,0.902658857636871,0.992789242825391,0.902658857636871,0.902658857636871,0.902658857636871,0.981973236826908,1,-0.902658857636871,-0.981973236826908,-0.992789242825391,-0.989183824117582,-0.992789242825391,-0.145714534117431,-0.175370114959371,-0.917876937673995,-0.0521661500984973
"miR-101",1,-1,-0.89544688994474,-1,-1,-1,-1,-0.89544688994474,-1,-1,-1,-0.906262141414557,-0.902658857636871,1,0.906262141414557,0.89544688994474,0.913473966125702,0.89544688994474,0.0547856511850179,0.204604027738519,0.970358378849875,0.0129289746373562
"miR-141",0.906262141414557,-0.906262141414557,-0.989183837135947,-0.906262141414557,-0.906262141414557,-0.906262141414557,-0.906262141414557,-0.989183837135947,-0.906262141414557,-0.906262141414557,-0.906262141414557,-1,-0.981973236826908,0.906262141414557,1,0.989183837135946,0.992789251504236,0.989183837135946,0.142110943154111,0.157340278030763,0.935903777994053,0.0377497787324412
"miR-200a",0.89544688994474,-0.89544688994474,-1,-0.89544688994474,-0.89544688994474,-0.89544688994474,-0.89544688994474,-1,-0.89544688994474,-0.89544688994474,-0.89544688994474,-0.989183837135946,-0.992789242825391,0.89544688994474,0.989183837135946,1,0.981972918756268,1,0.152926284706997,0.168157892499686,0.925087581699682,0.0485634598016393
"miR-200b",0.913473966125702,-0.913473966125702,-0.981972918756269,-0.913473966125702,-0.913473966125702,-0.913473966125702,-0.913473966125702,-0.981972918756269,-0.913473966125702,-0.913473966125702,-0.913473966125702,-0.992789251504236,-0.989183824117582,0.913473966125702,0.992789251504236,0.981972918756268,1,0.981972918756268,0.134899167300507,0.16455246294301,0.928692996067972,0.0413524531385125
"miR-200c",0.89544688994474,-0.89544688994474,-1,-0.89544688994474,-0.89544688994474,-0.89544688994474,-0.89544688994474,-1,-0.89544688994474,-0.89544688994474,-0.89544688994474,-0.989183837135946,-0.992789242825391,0.89544688994474,0.989183837135946,1,0.981972918756268,1,0.152926284706997,0.168157892499686,0.925087581699682,0.0485634598016393
"miR-205",0.0547856511850179,-0.0547856511850179,-0.152926284706997,-0.0547856511850179,-0.0547856511850179,-0.0547856511850179,-0.0547856511850179,-0.152926284706997,-0.0547856511850179,-0.0547856511850179,-0.0547856511850179,-0.142110943154111,-0.145714534117431,0.0547856511850179,0.142110943154111,0.152926284706997,0.134899167300507,0.152926284706997,1,0.00852061022776146,0.0780145591392137,0.00428877818694457
"miR-30c",0.204604027738519,-0.204604027738519,-0.168157892499685,-0.204604027738519,-0.204604027738519,-0.204604027738519,-0.204604027738519,-0.168157892499685,-0.204604027738519,-0.204604027738519,-0.204604027738519,-0.157340278030763,-0.175370114959371,0.204604027738519,0.157340278030763,0.168157892499686,0.16455246294301,0.168157892499686,0.00852061022776146,1,0.174966813336688,-0.00368359303642076
"miR-34a",0.970358378849875,-0.970358378849875,-0.925087581699682,-0.970358378849875,-0.970358378849875,-0.970358378849875,-0.970358378849875,-0.925087581699682,-0.970358378849875,-0.970358378849875,-0.970358378849875,-0.935903777994053,-0.917876937673995,0.970358378849875,0.935903777994053,0.925087581699682,0.928692996067972,0.925087581699682,0.0780145591392137,0.174966813336688,1,0.021725327838834
"miR-9",0.0129289746373562,-0.0129289746373562,-0.0485634598016393,-0.0129289746373562,-0.0129289746373562,-0.0129289746373562,-0.0129289746373562,-0.0485634598016393,-0.0129289746373562,-0.0129289746373562,-0.0129289746373562,-0.0377497787324412,-0.0521661500984973,0.0129289746373562,0.0377497787324412,0.0485634598016393,0.0413524531385125,0.0485634598016393,0.00428877818694457,-0.00368359303642076,0.021725327838834,1
