"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.844906485483993,-1,-1,-1,-1,-0.844906485483993,-1,-1,-1,-0.898408785512949,-0.840898311763521,1,0.898408785512949,0.837292644414631,0.902014443128496,0.837292644414631,0.0582098768728605,0.218117531292884,0.962931013374302,0.00390997650312852
"FOXC2",-1,1,0.844906485483994,1,1,1,1,0.844906485483994,1,1,1,0.898408785512949,0.840898311763521,-1,-0.898408785512949,-0.837292644414631,-0.902014443128496,-0.837292644414631,-0.0582098768728605,-0.218117531292884,-0.962931013374302,-0.00390997650312852
"GSC",-0.844906485483993,0.844906485483994,1,0.844906485483994,0.844906485483994,0.844906485483994,0.844906485483994,1,0.844906485483994,0.844906485483994,0.844906485483994,0.946497816448199,0.988778664614941,-0.844906485483993,-0.946497816448199,-0.992385529274184,-0.942891219927129,-0.992385529274184,-0.163609511744032,-0.179617548950917,-0.881974706548459,-0.0536094015862554
"KLF8",-1,1,0.844906485483994,1,1,1,1,0.844906485483994,1,1,1,0.898408785512949,0.840898311763521,-1,-0.898408785512949,-0.837292644414631,-0.902014443128496,-0.837292644414631,-0.0582098768728605,-0.218117531292884,-0.962931013374302,-0.00390997650312852
"SNAI1",-1,1,0.844906485483994,1,1,1,1,0.844906485483994,1,1,1,0.898408785512949,0.840898311763521,-1,-0.898408785512949,-0.837292644414631,-0.902014443128496,-0.837292644414631,-0.0582098768728605,-0.218117531292884,-0.962931013374302,-0.00390997650312852
"SNAI2",-1,1,0.844906485483994,1,1,1,1,0.844906485483994,1,1,1,0.898408785512949,0.840898311763521,-1,-0.898408785512949,-0.837292644414631,-0.902014443128496,-0.837292644414631,-0.0582098768728605,-0.218117531292884,-0.962931013374302,-0.00390997650312852
"TCF3",-1,1,0.844906485483994,1,1,1,1,0.844906485483994,1,1,1,0.898408785512949,0.840898311763521,-1,-0.898408785512949,-0.837292644414631,-0.902014443128496,-0.837292644414631,-0.0582098768728605,-0.218117531292884,-0.962931013374302,-0.00390997650312852
"TGF-beta",-0.844906485483993,0.844906485483994,1,0.844906485483994,0.844906485483994,0.844906485483994,0.844906485483994,1,0.844906485483994,0.844906485483994,0.844906485483994,0.946497816448199,0.988778664614941,-0.844906485483993,-0.946497816448199,-0.992385529274184,-0.942891219927129,-0.992385529274184,-0.163609511744032,-0.179617548950917,-0.881974706548459,-0.0536094015862554
"TWIST1",-1,1,0.844906485483994,1,1,1,1,0.844906485483994,1,1,1,0.898408785512949,0.840898311763521,-1,-0.898408785512949,-0.837292644414631,-0.902014443128496,-0.837292644414631,-0.0582098768728605,-0.218117531292884,-0.962931013374302,-0.00390997650312852
"TWIST2",-1,1,0.844906485483994,1,1,1,1,0.844906485483994,1,1,1,0.898408785512949,0.840898311763521,-1,-0.898408785512949,-0.837292644414631,-0.902014443128496,-0.837292644414631,-0.0582098768728605,-0.218117531292884,-0.962931013374302,-0.00390997650312852
"VIM",-1,1,0.844906485483994,1,1,1,1,0.844906485483994,1,1,1,0.898408785512949,0.840898311763521,-1,-0.898408785512949,-0.837292644414631,-0.902014443128496,-0.837292644414631,-0.0582098768728605,-0.218117531292884,-0.962931013374302,-0.00390997650312852
"ZEB1",-0.898408785512949,0.898408785512949,0.946497816448199,0.898408785512949,0.898408785512949,0.898408785512949,0.898408785512949,0.946497816448199,0.898408785512949,0.898408785512949,0.898408785512949,1,0.935276616459926,-0.898408785512949,-1,-0.938883189631005,-0.996393437175407,-0.938883189631005,-0.143771671398341,-0.157371123774287,-0.935476862357931,-0.016138398213298
"ZEB2",-0.840898311763521,0.840898311763521,0.988778664614941,0.840898311763521,0.840898311763521,0.840898311763521,0.840898311763521,0.988778664614941,0.840898311763521,0.840898311763521,0.840898311763521,0.935276616459926,1,-0.840898311763521,-0.935276616459927,-0.996393432831381,-0.938883484111561,-0.996393432831381,-0.167617232416982,-0.190844492679983,-0.870753435047884,-0.0628259871247511
"miR-101",1,-1,-0.844906485483993,-1,-1,-1,-1,-0.844906485483993,-1,-1,-1,-0.898408785512949,-0.840898311763521,1,0.898408785512949,0.837292644414631,0.902014443128496,0.837292644414631,0.0582098768728605,0.218117531292884,0.962931013374302,0.00390997650312852
