"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.896622480830194,-1,-1,-1,-0.00312482044439954,-0.896622480830194,-1,-1,-1,-0.906863141025287,-0.902646147578422,1,0.906863141025287,0.896622480830194,0.912887729695669,0.896622480830194,0.0447197255076614,0.226435577436096,0.972702366027052,0.0198931970323167
"FOXC2",-1,1,0.896622480830194,1,1,1,0.00312482044439954,0.896622480830194,1,1,1,0.906863141025287,0.902646147578422,-1,-0.906863141025287,-0.896622480830194,-0.912887729695669,-0.896622480830194,-0.0447197255076614,-0.226435577436096,-0.972702366027052,-0.0198931970323167
"GSC",-0.896622480830194,0.896622480830194,1,0.896622480830194,0.896622480830194,0.896622480830194,0.00333641527386491,1,0.896622480830194,0.896622480830194,0.896622480830194,0.989763720192629,0.993978379118551,-0.896622480830194,-0.989763720192629,-1,-0.983743317087395,-1,-0.142480581788737,-0.182874319599552,-0.923923381059968,-0.0502003918222435
"KLF8",-1,1,0.896622480830194,1,1,1,0.00312482044439954,0.896622480830194,1,1,1,0.906863141025287,0.902646147578422,-1,-0.906863141025287,-0.896622480830194,-0.912887729695669,-0.896622480830194,-0.0447197255076614,-0.226435577436096,-0.972702366027052,-0.0198931970323167
"SNAI1",-1,1,0.896622480830194,1,1,1,0.00312482044439954,0.896622480830194,1,1,1,0.906863141025287,0.902646147578422,-1,-0.906863141025287,-0.896622480830194,-0.912887729695669,-0.896622480830194,-0.0447197255076614,-0.226435577436096,-0.972702366027052,-0.0198931970323167
"SNAI2",-1,1,0.896622480830194,1,1,1,0.00312482044439954,0.896622480830194,1,1,1,0.906863141025287,0.902646147578422,-1,-0.906863141025287,-0.896622480830194,-0.912887729695669,-0.896622480830194,-0.0447197255076614,-0.226435577436096,-0.972702366027052,-0.0198931970323167
"TCF3",-0.00312482044439954,0.00312482044439954,0.00333641527386491,0.00312482044439954,0.00312482044439954,0.00312482044439954,1,0.00333641527386491,0.00312482044439954,0.00312482044439954,0.00312482044439954,0.00355235378618868,0.003746577313505,-0.00312482044439954,-0.00355235378618868,-0.00333641527386491,-0.00396251550388095,-0.00333641527386491,-0.00736853513003216,0.00399728690573273,-0.00234358228373532,0.00378568142613596
"TGF-beta",-0.896622480830194,0.896622480830194,1,0.896622480830194,0.896622480830194,0.896622480830194,0.00333641527386491,1,0.896622480830194,0.896622480830194,0.896622480830194,0.989763720192629,0.993978379118551,-0.896622480830194,-0.989763720192629,-1,-0.983743317087395,-1,-0.142480581788737,-0.182874319599552,-0.923923381059968,-0.0502003918222435
"TWIST1",-1,1,0.896622480830194,1,1,1,0.00312482044439954,0.896622480830194,1,1,1,0.906863141025287,0.902646147578422,-1,-0.906863141025287,-0.896622480830194,-0.912887729695669,-0.896622480830194,-0.0447197255076614,-0.226435577436096,-0.972702366027052,-0.0198931970323167
"TWIST2",-1,1,0.896622480830194,1,1,1,0.00312482044439954,0.896622480830194,1,1,1,0.906863141025287,0.902646147578422,-1,-0.906863141025287,-0.896622480830194,-0.912887729695669,-0.896622480830194,-0.0447197255076614,-0.226435577436096,-0.972702366027052,-0.0198931970323167
"VIM",-1,1,0.896622480830194,1,1,1,0.00312482044439954,0.896622480830194,1,1,1,0.906863141025287,0.902646147578422,-1,-0.906863141025287,-0.896622480830194,-0.912887729695669,-0.896622480830194,-0.0447197255076614,-0.226435577436096,-0.972702366027052,-0.0198931970323167
"ZEB1",-0.906863141025287,0.906863141025287,0.989763720192629,0.906863141025287,0.906863141025287,0.906863141025287,0.00355235378618868,0.989763720192629,0.906863141025287,0.906863141025287,0.906863141025287,1,0.983741079054677,-0.906863141025287,-1,-0.989763720192629,-0.993978479313264,-0.989763720192629,-0.13224976623795,-0.172633411111677,-0.934160833818502,-0.0399592302118744
"ZEB2",-0.902646147578422,0.902646147578422,0.993978379118551,0.902646147578422,0.902646147578422,0.902646147578422,0.003746577313505,0.993978379118551,0.902646147578422,0.902646147578422,0.902646147578422,0.983741079054677,1,-0.902646147578422,-0.983741079054677,-0.993978379118551,-0.989763817516348,-0.993978379118551,-0.136462292380795,-0.18889386008292,-0.917901398356781,-0.0550154818253392
"miR-101",1,-1,-0.896622480830194,-1,-1,-1,-0.00312482044439954,-0.896622480830194,-1,-1,-1,-0.906863141025287,-0.902646147578422,1,0.906863141025287,0.896622480830194,0.912887729695669,0.896622480830194,0.0447197255076614,0.226435577436096,0.972702366027052,0.0198931970323167
"miR-141",0.906863141025287,-0.906863141025287,-0.989763720192629,-0.906863141025287,-0.906863141025287,-0.906863141025287,-0.00355235378618868,-0.989763720192629,-0.906863141025287,-0.906863141025287,-0.906863141025287,-1,-0.983741079054677,0.906863141025287,1,0.989763720192629,0.993978479313264,0.989763720192629,0.13224976623795,0.172633411111677,0.934160833818502,0.0399592302118744
"miR-200a",0.896622480830194,-0.896622480830194,-1,-0.896622480830194,-0.896622480830194,-0.896622480830194,-0.00333641527386491,-1,-0.896622480830194,-0.896622480830194,-0.896622480830194,-0.989763720192629,-0.993978379118551,0.896622480830194,0.989763720192629,1,0.983743317087395,1,0.142480581788737,0.182874319599552,0.923923381059968,0.0502003918222435
"miR-200b",0.912887729695669,-0.912887729695669,-0.983743317087395,-0.912887729695669,-0.912887729695669,-0.912887729695669,-0.00396251550388095,-0.983743317087395,-0.912887729695669,-0.912887729695669,-0.912887729695669,-0.993978479313264,-0.989763817516348,0.912887729695669,0.993978479313264,0.983743317087395,1,0.983743317087395,0.126231727120759,0.1786531541347,0.928139897276719,0.0447743824171999
"miR-200c",0.896622480830194,-0.896622480830194,-1,-0.896622480830194,-0.896622480830194,-0.896622480830194,-0.00333641527386491,-1,-0.896622480830194,-0.896622480830194,-0.896622480830194,-0.989763720192629,-0.993978379118551,0.896622480830194,0.989763720192629,1,0.983743317087395,1,0.142480581788737,0.182874319599552,0.923923381059968,0.0502003918222435
"miR-205",0.0447197255076614,-0.0447197255076614,-0.142480581788737,-0.0447197255076614,-0.0447197255076614,-0.0447197255076614,-0.00736853513003216,-0.142480581788737,-0.0447197255076614,-0.0447197255076614,-0.0447197255076614,-0.13224976623795,-0.136462292380795,0.0447197255076614,0.13224976623795,0.142480581788737,0.126231727120759,0.142480581788737,1,0.0038224930354254,0.0664087257650994,0.00443011900773057
"miR-30c",0.226435577436096,-0.226435577436096,-0.182874319599552,-0.226435577436096,-0.226435577436096,-0.226435577436096,0.00399728690573273,-0.182874319599552,-0.226435577436096,-0.226435577436096,-0.226435577436096,-0.172633411111677,-0.18889386008292,0.226435577436096,0.172633411111677,0.182874319599552,0.1786531541347,0.182874319599552,0.0038224930354254,1,0.199130357103035,-0.000606360764712931
"miR-34a",0.972702366027052,-0.972702366027052,-0.923923381059968,-0.972702366027052,-0.972702366027052,-0.972702366027052,-0.00234358228373532,-0.923923381059968,-0.972702366027052,-0.972702366027052,-0.972702366027052,-0.934160833818502,-0.917901398356781,0.972702366027052,0.934160833818502,0.923923381059968,0.928139897276719,0.923923381059968,0.0664087257650994,0.199130357103035,1,0.0259094864632002
"miR-9",0.0198931970323167,-0.0198931970323167,-0.0502003918222435,-0.0198931970323167,-0.0198931970323167,-0.0198931970323167,0.00378568142613596,-0.0502003918222435,-0.0198931970323167,-0.0198931970323167,-0.0198931970323167,-0.0399592302118744,-0.0550154818253392,0.0198931970323167,0.0399592302118744,0.0502003918222435,0.0447743824171999,0.0502003918222435,0.00443011900773057,-0.000606360764712931,0.0259094864632002,1
