"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.891338277858804,-1,-1,-1,-1,-0.891338277858804,-1,-1,-1,-0.938052591999777,-0.895749018738378,1,0.121305494944603,0.894947065851183,0.942463328890481,0.894346199173705,0.0559356192226419,0.228383628425908,0.979950919755328,0.0130344104818233
"FOXC2",-1,1,0.891338277858804,1,1,1,1,0.891338277858804,1,1,1,0.938052591999777,0.895749018738378,-1,-0.121305494944603,-0.894947065851183,-0.942463328890481,-0.894346199173705,-0.0559356192226419,-0.228383628425908,-0.979950919755328,-0.0130344104818233
"GSC",-0.891338277858804,0.891338277858804,1,0.891338277858804,0.891338277858804,0.891338277858804,0.891338277858804,1,0.891338277858804,0.891338277858804,0.891338277858804,0.953286960069643,0.995589320815455,-0.891338277858804,-0.206304962288218,-0.996391262485372,-0.948876284873912,-0.996992741554621,-0.142944582999326,-0.223960119744257,-0.911387888684943,-0.0647579555039881
"KLF8",-1,1,0.891338277858804,1,1,1,1,0.891338277858804,1,1,1,0.938052591999777,0.895749018738378,-1,-0.121305494944603,-0.894947065851183,-0.942463328890481,-0.894346199173705,-0.0559356192226419,-0.228383628425908,-0.979950919755328,-0.0130344104818233
"SNAI1",-1,1,0.891338277858804,1,1,1,1,0.891338277858804,1,1,1,0.938052591999777,0.895749018738378,-1,-0.121305494944603,-0.894947065851183,-0.942463328890481,-0.894346199173705,-0.0559356192226419,-0.228383628425908,-0.979950919755328,-0.0130344104818233
"SNAI2",-1,1,0.891338277858804,1,1,1,1,0.891338277858804,1,1,1,0.938052591999777,0.895749018738378,-1,-0.121305494944603,-0.894947065851183,-0.942463328890481,-0.894346199173705,-0.0559356192226419,-0.228383628425908,-0.979950919755328,-0.0130344104818233
"TCF3",-1,1,0.891338277858804,1,1,1,1,0.891338277858804,1,1,1,0.938052591999777,0.895749018738378,-1,-0.121305494944603,-0.894947065851183,-0.942463328890481,-0.894346199173705,-0.0559356192226419,-0.228383628425908,-0.979950919755328,-0.0130344104818233
"TGF-beta",-0.891338277858804,0.891338277858804,1,0.891338277858804,0.891338277858804,0.891338277858804,0.891338277858804,1,0.891338277858804,0.891338277858804,0.891338277858804,0.953286960069643,0.995589320815455,-0.891338277858804,-0.206304962288218,-0.996391262485372,-0.948876284873912,-0.996992741554621,-0.142944582999326,-0.223960119744257,-0.911387888684943,-0.0647579555039881
"TWIST1",-1,1,0.891338277858804,1,1,1,1,0.891338277858804,1,1,1,0.938052591999777,0.895749018738378,-1,-0.121305494944603,-0.894947065851183,-0.942463328890481,-0.894346199173705,-0.0559356192226419,-0.228383628425908,-0.979950919755328,-0.0130344104818233
"TWIST2",-1,1,0.891338277858804,1,1,1,1,0.891338277858804,1,1,1,0.938052591999777,0.895749018738378,-1,-0.121305494944603,-0.894947065851183,-0.942463328890481,-0.894346199173705,-0.0559356192226419,-0.228383628425908,-0.979950919755328,-0.0130344104818233
"VIM",-1,1,0.891338277858804,1,1,1,1,0.891338277858804,1,1,1,0.938052591999777,0.895749018738378,-1,-0.121305494944603,-0.894947065851183,-0.942463328890481,-0.894346199173705,-0.0559356192226419,-0.228383628425908,-0.979950919755328,-0.0130344104818233
"ZEB1",-0.938052591999777,0.938052591999777,0.953286960069643,0.938052591999777,0.938052591999777,0.938052591999777,0.938052591999777,0.953286960069643,0.938052591999777,0.938052591999777,0.938052591999777,1,0.948876284873912,-0.938052591999777,-0.179239200211209,-0.956895694320697,-0.995589328793078,-0.956294258040504,-0.113473437320354,-0.19328495172518,-0.95810240027727,-0.0280694054249612
"ZEB2",-0.895749018738378,0.895749018738378,0.995589320815455,0.895749018738378,0.895749018738378,0.895749018738378,0.895749018738378,0.995589320815455,0.895749018738378,0.895749018738378,0.895749018738378,0.948876284873912,1,-0.895749018738378,-0.201894324320892,-0.991980583300827,-0.953286960069643,-0.992582066358889,-0.138533950704816,-0.228370787494232,-0.906977135040557,-0.066762788526288
"miR-101",1,-1,-0.891338277858804,-1,-1,-1,-1,-0.891338277858804,-1,-1,-1,-0.938052591999777,-0.895749018738378,1,0.121305494944603,0.894947065851183,0.942463328890481,0.894346199173705,0.0559356192226419,0.228383628425908,0.979950919755328,0.0130344104818233
"miR-141",0.121305494944603,-0.121305494944603,-0.206304962288218,-0.121305494944603,-0.121305494944603,-0.121305494944603,-0.121305494944603,-0.206304962288218,-0.121305494944603,-0.121305494944603,-0.121305494944603,-0.179239200211209,-0.201894324320892,0.121305494944603,1,0.202696258496769,0.174828566232659,0.203297203730573,0.00681636802921708,0.0064090258841605,0.137345443385913,-0.000401605941453122
