"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.895811123022721,-1,-1,-1,-1,-0.895811123022721,-1,-1,-1,-0.907432038577712,-0.904226436836942,1,0.907432038577712,0.895811123022721,0.91584730779792,0.895811123022721,0.0715475729958532,0.21120435174665,0.969544771351183,0.00679862616783579
"FOXC2",-1,1,0.895811123022721,1,1,1,1,0.895811123022721,1,1,1,0.907432038577712,0.904226436836942,-1,-0.907432038577712,-0.895811123022721,-0.91584730779792,-0.895811123022721,-0.0715475729958533,-0.21120435174665,-0.969544771351183,-0.00679862616783579
"GSC",-0.895811123022721,0.895811123022721,1,0.895811123022721,0.895811123022721,0.895811123022721,0.895811123022721,1,0.895811123022721,0.895811123022721,0.895811123022721,0.988379574979148,0.991584641591531,-0.895811123022721,-0.988379574979148,-1,-0.979964261164927,-1,-0.168129562114435,-0.17474514321001,-0.926266024584523,-0.0412570146388606
"KLF8",-1,1,0.895811123022721,1,1,1,1,0.895811123022721,1,1,1,0.907432038577712,0.904226436836942,-1,-0.907432038577712,-0.895811123022721,-0.91584730779792,-0.895811123022721,-0.0715475729958533,-0.21120435174665,-0.969544771351183,-0.00679862616783579
"SNAI1",-1,1,0.895811123022721,1,1,1,1,0.895811123022721,1,1,1,0.907432038577712,0.904226436836942,-1,-0.907432038577712,-0.895811123022721,-0.91584730779792,-0.895811123022721,-0.0715475729958533,-0.21120435174665,-0.969544771351183,-0.00679862616783579
"SNAI2",-1,1,0.895811123022721,1,1,1,1,0.895811123022721,1,1,1,0.907432038577712,0.904226436836942,-1,-0.907432038577712,-0.895811123022721,-0.91584730779792,-0.895811123022721,-0.0715475729958533,-0.21120435174665,-0.969544771351183,-0.00679862616783579
"TCF3",-1,1,0.895811123022721,1,1,1,1,0.895811123022721,1,1,1,0.907432038577712,0.904226436836942,-1,-0.907432038577712,-0.895811123022721,-0.91584730779792,-0.895811123022721,-0.0715475729958533,-0.21120435174665,-0.969544771351183,-0.00679862616783579
"TGF-beta",-0.895811123022721,0.895811123022721,1,0.895811123022721,0.895811123022721,0.895811123022721,0.895811123022721,1,0.895811123022721,0.895811123022721,0.895811123022721,0.988379574979148,0.991584641591531,-0.895811123022721,-0.988379574979148,-1,-0.979964261164927,-1,-0.168129562114435,-0.17474514321001,-0.926266024584523,-0.0412570146388606
"TWIST1",-1,1,0.895811123022721,1,1,1,1,0.895811123022721,1,1,1,0.907432038577712,0.904226436836942,-1,-0.907432038577712,-0.895811123022721,-0.91584730779792,-0.895811123022721,-0.0715475729958533,-0.21120435174665,-0.969544771351183,-0.00679862616783579
"TWIST2",-1,1,0.895811123022721,1,1,1,1,0.895811123022721,1,1,1,0.907432038577712,0.904226436836942,-1,-0.907432038577712,-0.895811123022721,-0.91584730779792,-0.895811123022721,-0.0715475729958533,-0.21120435174665,-0.969544771351183,-0.00679862616783579
"VIM",-1,1,0.895811123022721,1,1,1,1,0.895811123022721,1,1,1,0.907432038577712,0.904226436836942,-1,-0.907432038577712,-0.895811123022721,-0.91584730779792,-0.895811123022721,-0.0715475729958533,-0.21120435174665,-0.969544771351183,-0.00679862616783579
"ZEB1",-0.907432038577712,0.907432038577712,0.988379574979148,0.907432038577712,0.907432038577712,0.907432038577712,0.907432038577712,0.988379574979148,0.907432038577712,0.907432038577712,0.907432038577712,1,0.979964261164927,-0.907432038577712,-1,-0.988379574979148,-0.991584730779792,-0.988379574979148,-0.156502005891301,-0.163116795009195,-0.937887279163366,-0.0296400542302041
"ZEB2",-0.904226436836942,0.904226436836942,0.991584641591531,0.904226436836942,0.904226436836942,0.904226436836942,0.904226436836942,0.991584641591531,0.904226436836942,0.904226436836942,0.904226436836942,0.979964261164927,1,-0.904226436836942,-0.979964261164927,-0.991584641591531,-0.988379574979148,-0.991584641591531,-0.159714219922138,-0.183160510233359,-0.917850697256969,-0.0456650328868407
"miR-101",1,-1,-0.895811123022721,-1,-1,-1,-1,-0.895811123022721,-1,-1,-1,-0.907432038577712,-0.904226436836942,1,0.907432038577712,0.895811123022721,0.91584730779792,0.895811123022721,0.0715475729958532,0.21120435174665,0.969544771351183,0.00679862616783579
