"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.814422623506238,-1,-1,-0.999799395861389,-1,-0.814422623506238,-1,-0.992576932229263,-1,-0.812616829843973,-0.859763611983139,1,0.812616829843973,0.814623715549027,0.865180477645938,0.814221908604898,0.0498441374527027,0.222797104748333,0.937004452160254,0.0125452710739021
"FOXC2",-1,1,0.814422623506238,1,1,0.999799395861389,1,0.814422623506238,1,0.992576932229263,1,0.812616829843973,0.859763611983139,-1,-0.812616829843973,-0.814623715549027,-0.865180477645938,-0.814221908604898,-0.0498441374527027,-0.222797104748333,-0.937004452160254,-0.0125452710739021
"GSC",-0.814422623506238,0.814422623506238,1,0.814422623506238,0.814422623506238,0.81422160950421,0.814422623506238,1,0.814422623506238,0.80699991516933,0.814422623506238,0.986959500588596,0.954658915397745,-0.814422623506238,-0.986959500588596,-0.992576982386981,-0.948840990553253,-0.992978103066305,-0.155970530367991,-0.147967577786602,-0.862571071968162,-0.0492623059086207
"KLF8",-1,1,0.814422623506238,1,1,0.999799395861389,1,0.814422623506238,1,0.992576932229263,1,0.812616829843973,0.859763611983139,-1,-0.812616829843973,-0.814623715549027,-0.865180477645938,-0.814221908604898,-0.0498441374527027,-0.222797104748333,-0.937004452160254,-0.0125452710739021
"SNAI1",-1,1,0.814422623506238,1,1,0.999799395861389,1,0.814422623506238,1,0.992576932229263,1,0.812616829843973,0.859763611983139,-1,-0.812616829843973,-0.814623715549027,-0.865180477645938,-0.814221908604898,-0.0498441374527027,-0.222797104748333,-0.937004452160254,-0.0125452710739021
"SNAI2",-0.999799395861389,0.999799395861389,0.81422160950421,0.999799395861389,0.999799395861389,1,0.999799395861389,0.81422160950421,0.999799395861389,0.992777611659608,0.999799395861389,0.812817185613483,0.859562790701997,-0.999799395861389,-0.812817185613483,-0.814422580326173,-0.865380949567535,-0.814020934901953,-0.0500441317030688,-0.222998182458336,-0.937204812887404,-0.012345038499146
"TCF3",-1,1,0.814422623506238,1,1,0.999799395861389,1,0.814422623506238,1,0.992576932229263,1,0.812616829843973,0.859763611983139,-1,-0.812616829843973,-0.814623715549027,-0.865180477645938,-0.814221908604898,-0.0498441374527027,-0.222797104748333,-0.937004452160254,-0.0125452710739021
"TGF-beta",-0.814422623506238,0.814422623506238,1,0.814422623506238,0.814422623506238,0.81422160950421,0.814422623506238,1,0.814422623506238,0.80699991516933,0.814422623506238,0.986959500588596,0.954658915397745,-0.814422623506238,-0.986959500588596,-0.992576982386981,-0.948840990553253,-0.992978103066305,-0.155970530367991,-0.147967577786602,-0.862571071968162,-0.0492623059086207
"TWIST1",-1,1,0.814422623506238,1,1,0.999799395861389,1,0.814422623506238,1,0.992576932229263,1,0.812616829843973,0.859763611983139,-1,-0.812616829843973,-0.814623715549027,-0.865180477645938,-0.814221908604898,-0.0498441374527027,-0.222797104748333,-0.937004452160254,-0.0125452710739021
"TWIST2",-0.992576932229263,0.992576932229263,0.80699991516933,0.992576932229263,0.992576932229263,0.992777611659608,0.992576932229263,0.80699991516933,0.992576932229263,1,0.992576932229263,0.820040241648437,0.8523407391401,-0.992576932229263,-0.820040241648437,-0.814423631826668,-0.858158815300644,-0.814021664929411,-0.0572678573671166,-0.21697858877065,-0.944427877208447,-0.011541764313503
