"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.899218227529771,-1,-1,-1,-1,-0.899218227529771,-1,-1,-1,-0.910438520491764,-0.906431273005338,1,0.910438520491764,0.899218227529771,0.917651565967331,0.899218227529771,0.0639555616801691,0.213879608076213,0.970145779436223,0.0155131144480598
"FOXC2",-1,1,0.899218227529771,1,1,1,1,0.899218227529771,1,1,1,0.910438520491764,0.906431273005338,-1,-0.910438520491764,-0.899218227529771,-0.917651565967331,-0.899218227529771,-0.0639555616801691,-0.213879608076213,-0.970145779436223,-0.0155131144480598
"GSC",-0.899218227529771,0.899218227529771,1,0.899218227529771,0.899218227529771,0.899218227529771,0.899218227529771,1,0.899218227529771,0.899218227529771,0.899218227529771,0.988779824138944,0.992787029803607,-0.899218227529771,-0.988779824138944,-1,-0.981566853942552,-1,-0.159128008467359,-0.174007337334906,-0.929072194394606,-0.050575612170984
"KLF8",-1,1,0.899218227529771,1,1,1,1,0.899218227529771,1,1,1,0.910438520491764,0.906431273005338,-1,-0.910438520491764,-0.899218227529771,-0.917651565967331,-0.899218227529771,-0.0639555616801691,-0.213879608076213,-0.970145779436223,-0.0155131144480598
"SNAI1",-1,1,0.899218227529771,1,1,1,1,0.899218227529771,1,1,1,0.910438520491764,0.906431273005338,-1,-0.910438520491764,-0.899218227529771,-0.917651565967331,-0.899218227529771,-0.0639555616801691,-0.213879608076213,-0.970145779436223,-0.0155131144480598
"SNAI2",-1,1,0.899218227529771,1,1,1,1,0.899218227529771,1,1,1,0.910438520491764,0.906431273005338,-1,-0.910438520491764,-0.899218227529771,-0.917651565967331,-0.899218227529771,-0.0639555616801691,-0.213879608076213,-0.970145779436223,-0.0155131144480598
"TCF3",-1,1,0.899218227529771,1,1,1,1,0.899218227529771,1,1,1,0.910438520491764,0.906431273005338,-1,-0.910438520491764,-0.899218227529771,-0.917651565967331,-0.899218227529771,-0.0639555616801691,-0.213879608076213,-0.970145779436223,-0.0155131144480598
"TGF-beta",-0.899218227529771,0.899218227529771,1,0.899218227529771,0.899218227529771,0.899218227529771,0.899218227529771,1,0.899218227529771,0.899218227529771,0.899218227529771,0.988779824138944,0.992787029803607,-0.899218227529771,-0.988779824138944,-1,-0.981566853942552,-1,-0.159128008467359,-0.174007337334906,-0.929072194394606,-0.050575612170984
"TWIST1",-1,1,0.899218227529771,1,1,1,1,0.899218227529771,1,1,1,0.910438520491764,0.906431273005338,-1,-0.910438520491764,-0.899218227529771,-0.917651565967331,-0.899218227529771,-0.0639555616801691,-0.213879608076213,-0.970145779436223,-0.0155131144480598
"TWIST2",-1,1,0.899218227529771,1,1,1,1,0.899218227529771,1,1,1,0.910438520491764,0.906431273005338,-1,-0.910438520491764,-0.899218227529771,-0.917651565967331,-0.899218227529771,-0.0639555616801691,-0.213879608076213,-0.970145779436223,-0.0155131144480598
"VIM",-1,1,0.899218227529771,1,1,1,1,0.899218227529771,1,1,1,0.910438520491764,0.906431273005338,-1,-0.910438520491764,-0.899218227529771,-0.917651565967331,-0.899218227529771,-0.0639555616801691,-0.213879608076213,-0.970145779436223,-0.0155131144480598
"ZEB1",-0.910438520491764,0.910438520491764,0.988779824138944,0.910438520491764,0.910438520491764,0.910438520491764,0.910438520491764,0.988779824138944,0.910438520491764,0.910438520491764,0.910438520491764,1,0.981566853942552,-0.910438520491764,-1,-0.988779824138944,-0.992787029803607,-0.988779824138944,-0.147908226218734,-0.16278771269978,-0.940292463035334,-0.039355978529551
"ZEB2",-0.906431273005338,0.906431273005338,0.992787029803607,0.906431273005338,0.906431273005338,0.906431273005338,0.906431273005338,0.992787029803607,0.906431273005338,0.906431273005338,0.906431273005338,0.981566853942552,1,-0.906431273005338,-0.981566853942552,-0.992787029803607,-0.988779824138944,-0.992787029803607,-0.151915291307529,-0.181219953171773,-0.921859164554138,-0.053781221782822
"miR-101",1,-1,-0.899218227529771,-1,-1,-1,-1,-0.899218227529771,-1,-1,-1,-0.910438520491764,-0.906431273005338,1,0.910438520491764,0.899218227529771,0.917651565967331,0.899218227529771,0.0639555616801691,0.213879608076213,0.970145779436223,0.0155131144480598
"miR-141",0.910438520491764,-0.910438520491764,-0.988779824138944,-0.910438520491764,-0.910438520491764,-0.910438520491764,-0.910438520491764,-0.988779824138944,-0.910438520491764,-0.910438520491764,-0.910438520491764,-1,-0.981566853942552,0.910438520491764,1,0.988779824138944,0.992787029803607,0.988779824138944,0.147908226218734,0.16278771269978,0.940292463035334,0.039355978529551
"miR-200a",0.899218227529771,-0.899218227529771,-1,-0.899218227529771,-0.899218227529771,-0.899218227529771,-0.899218227529771,-1,-0.899218227529771,-0.899218227529771,-0.899218227529771,-0.988779824138944,-0.992787029803607,0.899218227529771,0.988779824138944,1,0.981566853942552,1,0.159128008467359,0.174007337334906,0.929072194394606,0.050575612170984
"miR-200b",0.917651565967331,-0.917651565967331,-0.981566853942552,-0.917651565967331,-0.917651565967331,-0.917651565967331,-0.917651565967331,-0.981566853942552,-0.917651565967331,-0.917651565967331,-0.917651565967331,-0.992787029803607,-0.988779824138944,0.917651565967331,0.992787029803607,0.981566853942552,1,0.981566853942552,0.140695509058903,0.170000328536647,0.933079433194866,0.042561588141389
"miR-200c",0.899218227529771,-0.899218227529771,-1,-0.899218227529771,-0.899218227529771,-0.899218227529771,-0.899218227529771,-1,-0.899218227529771,-0.899218227529771,-0.899218227529771,-0.988779824138944,-0.992787029803607,0.899218227529771,0.988779824138944,1,0.981566853942552,1,0.159128008467359,0.174007337334906,0.929072194394606,0.050575612170984
