"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.902563471334128,-1,-1,-0.989574546614023,-1,-0.902563471334128,-1,-1,-0.99619085636364,-0.917198527753922,-0.907576371380372,1,0.917198527753922,0.903565534233849,0.915595345644526,0.902563471334128,0.060482896884617,0.209126811594178,0.977945924184271,0.0226390988717183
"FOXC2",-1,1,0.902563471334129,1,1,0.989574546614023,1,0.902563471334129,1,1,0.99619085636364,0.917198527753922,0.907576371380372,-1,-0.917198527753922,-0.903565534233849,-0.915595345644526,-0.902563471334129,-0.060482896884617,-0.209126811594178,-0.977945924184271,-0.0226390988717183
"GSC",-0.902563471334128,0.902563471334129,1,0.902563471334129,0.902563471334129,0.912990941029471,0.902563471334129,1,0.902563471334129,0.902563471334129,0.906375419405165,0.985363555007106,0.994987435881485,-0.902563471334128,-0.985363555007106,-0.998997507447777,-0.986967355613511,-1,-0.149076278420654,-0.179067180470757,-0.924618171243402,-0.052305560745868
"KLF8",-1,1,0.902563471334129,1,1,0.989574546614023,1,0.902563471334129,1,1,0.99619085636364,0.917198527753922,0.907576371380372,-1,-0.917198527753922,-0.903565534233849,-0.915595345644526,-0.902563471334129,-0.060482896884617,-0.209126811594178,-0.977945924184271,-0.0226390988717183
"SNAI1",-1,1,0.902563471334129,1,1,0.989574546614023,1,0.902563471334129,1,1,0.99619085636364,0.917198527753922,0.907576371380372,-1,-0.917198527753922,-0.903565534233849,-0.915595345644526,-0.902563471334129,-0.060482896884617,-0.209126811594178,-0.977945924184271,-0.0226390988717183
"SNAI2",-0.989574546614023,0.989574546614023,0.912990941029471,0.989574546614023,0.989574546614023,1,0.989574546614023,0.912990941029471,0.989574546614023,0.989574546614023,0.993383843493298,0.914392949453263,0.918003929374091,-0.989574546614023,-0.914392949453264,-0.911987936199485,-0.926022676690025,-0.912990941029471,-0.0661002661536648,-0.219550475803709,-0.967520532850154,-0.027451590633413
"TCF3",-1,1,0.902563471334129,1,1,0.989574546614023,1,0.902563471334129,1,1,0.99619085636364,0.917198527753922,0.907576371380372,-1,-0.917198527753922,-0.903565534233849,-0.915595345644526,-0.902563471334129,-0.060482896884617,-0.209126811594178,-0.977945924184271,-0.0226390988717183
"TGF-beta",-0.902563471334128,0.902563471334129,1,0.902563471334129,0.902563471334129,0.912990941029471,0.902563471334129,1,0.902563471334129,0.902563471334129,0.906375419405165,0.985363555007106,0.994987435881485,-0.902563471334128,-0.985363555007106,-0.998997507447777,-0.986967355613511,-1,-0.149076278420654,-0.179067180470757,-0.924618171243402,-0.052305560745868
"TWIST1",-1,1,0.902563471334129,1,1,0.989574546614023,1,0.902563471334129,1,1,0.99619085636364,0.917198527753922,0.907576371380372,-1,-0.917198527753922,-0.903565534233849,-0.915595345644526,-0.902563471334129,-0.060482896884617,-0.209126811594178,-0.977945924184271,-0.0226390988717183
"TWIST2",-1,1,0.902563471334129,1,1,0.989574546614023,1,0.902563471334129,1,1,0.99619085636364,0.917198527753922,0.907576371380372,-1,-0.917198527753922,-0.903565534233849,-0.915595345644526,-0.902563471334129,-0.060482896884617,-0.209126811594178,-0.977945924184271,-0.0226390988717183
"VIM",-0.99619085636364,0.99619085636364,0.906375419405165,0.99619085636364,0.99619085636364,0.993383843493298,0.99619085636364,0.906375419405165,0.99619085636364,0.99619085636364,1,0.921010029944677,0.911388427237075,-0.99619085636364,-0.921010029944677,-0.907377349650099,-0.919407111015142,-0.906375419405165,-0.0642975795160958,-0.212933612287277,-0.974136872295833,-0.0232417891709898
"ZEB1",-0.917198527753922,0.917198527753922,0.985363555007106,0.917198527753922,0.917198527753922,0.914392949453263,0.917198527753922,0.985363555007106,0.917198527753922,0.917198527753922,0.921010029944677,1,0.980351111129601,-0.917198527753922,-1,-0.986365991352084,-0.988371004447594,-0.985363555007106,-0.139256449269245,-0.164428642170275,-0.939253093354499,-0.0400765983362976
