"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.795521797198007,-1,-1,-0.998995698999923,-1,-0.795521797198007,-1,-0.991965433206945,-1,-0.791705716822121,-0.845135527792169,1,0.791705716822121,0.79612357759726,0.848349351008412,0.796125489541991,0.0408959392507003,0.222658464159966,0.933714823957292,0.0246041836129574
"FOXC2",-1,1,0.795521797198007,1,1,0.998995698999923,1,0.795521797198007,1,0.991965433206945,1,0.791705716822121,0.845135527792169,-1,-0.791705716822121,-0.79612357759726,-0.848349351008412,-0.796125489541991,-0.0408959392507003,-0.222658464159966,-0.933714823957292,-0.0246041836129574
"GSC",-0.795521797198007,0.795521797198007,1,0.795521797198007,0.795521797198007,0.794517754103592,0.795521797198007,1,0.795521797198007,0.787487239481562,0.795521797198007,0.987747333003006,0.950386680320371,-0.795521797198007,-0.987747333003006,-0.991363040724813,-0.945164223493766,-0.993371677325635,-0.157386058320409,-0.143918819498159,-0.845737782925785,-0.0675907922903431
"KLF8",-1,1,0.795521797198007,1,1,0.998995698999923,1,0.795521797198007,1,0.991965433206945,1,0.791705716822121,0.845135527792169,-1,-0.791705716822121,-0.79612357759726,-0.848349351008412,-0.796125489541991,-0.0408959392507003,-0.222658464159966,-0.933714823957292,-0.0246041836129574
"SNAI1",-1,1,0.795521797198007,1,1,0.998995698999923,1,0.795521797198007,1,0.991965433206945,1,0.791705716822121,0.845135527792169,-1,-0.791705716822121,-0.79612357759726,-0.848349351008412,-0.796125489541991,-0.0408959392507003,-0.222658464159966,-0.933714823957292,-0.0246041836129574
"SNAI2",-0.998995698999923,0.998995698999923,0.794517754103592,0.998995698999923,0.998995698999923,1,0.998995698999923,0.794517754103592,0.998995698999923,0.992969771960139,0.998995698999923,0.792710352960242,0.844131541017387,-0.998995698999923,-0.792710352960242,-0.795119413536637,-0.849354005429441,-0.795121567438213,-0.041902659543015,-0.223662957053624,-0.934719143908894,-0.024001377261818
"TCF3",-1,1,0.795521797198007,1,1,0.998995698999923,1,0.795521797198007,1,0.991965433206945,1,0.791705716822121,0.845135527792169,-1,-0.791705716822121,-0.79612357759726,-0.848349351008412,-0.796125489541991,-0.0408959392507003,-0.222658464159966,-0.933714823957292,-0.0246041836129574
"TGF-beta",-0.795521797198007,0.795521797198007,1,0.795521797198007,0.795521797198007,0.794517754103592,0.795521797198007,1,0.795521797198007,0.787487239481562,0.795521797198007,0.987747333003006,0.950386680320371,-0.795521797198007,-0.987747333003006,-0.991363040724813,-0.945164223493766,-0.993371677325635,-0.157386058320409,-0.143918819498159,-0.845737782925785,-0.0675907922903431
"TWIST1",-1,1,0.795521797198007,1,1,0.998995698999923,1,0.795521797198007,1,0.991965433206945,1,0.791705716822121,0.845135527792169,-1,-0.791705716822121,-0.79612357759726,-0.848349351008412,-0.796125489541991,-0.0408959392507003,-0.222658464159966,-0.933714823957292,-0.0246041836129574
"TWIST2",-0.991965433206945,0.991965433206945,0.787487239481562,0.991965433206945,0.991965433206945,0.992969771960139,0.991965433206945,0.787487239481562,0.991965433206945,1,0.991965433206945,0.799740274862729,0.83710096975156,-0.991965433206945,-0.799740274862729,-0.79612357759726,-0.842323432477956,-0.794116849626634,-0.048931032864062,-0.216632545143263,-0.941749390750347,-0.0221938148392842
"VIM",-1,1,0.795521797198007,1,1,0.998995698999923,1,0.795521797198007,1,0.991965433206945,1,0.791705716822121,0.845135527792169,-1,-0.791705716822121,-0.79612357759726,-0.848349351008412,-0.796125489541991,-0.0408959392507003,-0.222658464159966,-0.933714823957292,-0.0246041836129574
"ZEB1",-0.791705716822121,0.791705716822121,0.987747333003006,0.791705716822121,0.791705716822121,0.792710352960242,0.791705716822121,0.987747333003006,0.791705716822121,0.799740274862729,0.791705716822121,1,0.938133970481081,-0.791705716822121,-1,-0.987145042871513,-0.943356427518392,-0.987144799238122,-0.161200409915837,-0.133674673270109,-0.857990820657143,-0.0609625100149596
"ZEB2",-0.845135527792169,0.845135527792169,0.950386680320371,0.845135527792169,0.845135527792169,0.844131541017387,0.845135527792169,0.950386680320371,0.845135527792169,0.83710096975156,0.845135527792169,0.938133970481081,1,-0.845135527792169,-0.938133970481081,-0.950989568157267,-0.994777542962689,-0.950989320147662,-0.135086384119729,-0.191925160309727,-0.825049132690647,-0.0878782653336296
"miR-101",1,-1,-0.795521797198007,-1,-1,-0.998995698999923,-1,-0.795521797198007,-1,-0.991965433206945,-1,-0.791705716822121,-0.845135527792169,1,0.791705716822121,0.79612357759726,0.848349351008412,0.796125489541991,0.0408959392507003,0.222658464159966,0.933714823957292,0.0246041836129574
"miR-141",0.791705716822121,-0.791705716822121,-0.987747333003006,-0.791705716822121,-0.791705716822121,-0.792710352960242,-0.791705716822121,-0.987747333003006,-0.791705716822121,-0.799740274862729,-0.791705716822121,-1,-0.938133970481081,0.791705716822121,1,0.987145042871513,0.943356427518392,0.987144799238122,0.161200409915837,0.133674673270109,0.857990820657143,0.0609625100149596
"miR-200a",0.79612357759726,-0.79612357759726,-0.991363040724813,-0.79612357759726,-0.79612357759726,-0.795119413536637,-0.79612357759726,-0.991363040724813,-0.79612357759726,-0.79612357759726,-0.79612357759726,-0.987145042871513,-0.950989568157267,0.79612357759726,0.987145042871513,1,0.945767110698543,0.984735078273541,0.156790406147131,0.144521730808584,0.845134385599776,0.0673892708962646
"miR-200b",0.848349351008412,-0.848349351008412,-0.945164223493766,-0.848349351008412,-0.848349351008412,-0.849354005429441,-0.848349351008412,-0.945164223493766,-0.848349351008412,-0.842323432477956,-0.848349351008412,-0.943356427518392,-0.994777542962689,0.848349351008412,0.943356427518392,0.945767110698543,1,0.945766862056818,0.131872350175593,0.188711340335128,0.830271595417043,0.0830575330377484
"miR-200c",0.796125489541991,-0.796125489541991,-0.993371677325635,-0.796125489541991,-0.796125489541991,-0.795121567438213,-0.796125489541991,-0.993371677325635,-0.796125489541991,-0.794116849626634,-0.796125489541991,-0.987144799238122,-0.950989320147662,0.796125489541991,0.987144799238122,0.984735078273541,0.945766862056818,1,0.156776504743024,0.144521143107613,0.845136303476714,0.0665871549350326
"miR-205",0.0408959392507003,-0.0408959392507003,-0.157386058320409,-0.0408959392507003,-0.0408959392507003,-0.041902659543015,-0.0408959392507003,-0.157386058320409,-0.0408959392507003,-0.048931032864062,-0.0408959392507003,-0.161200409915837,-0.135086384119729,0.0408959392507003,0.161200409915837,0.156790406147131,0.131872350175593,0.156776504743024,1,-0.00291851865529854,0.072232804342811,0.00714390219619692
"miR-30c",0.222658464159966,-0.222658464159966,-0.143918819498159,-0.222658464159966,-0.222658464159966,-0.223662957053624,-0.222658464159966,-0.143918819498159,-0.222658464159966,-0.216632545143263,-0.222658464159966,-0.133674673270109,-0.191925160309727,0.222658464159966,0.133674673270109,0.144521730808584,0.188711340335128,0.144521143107613,-0.00291851865529854,1,0.158381994648469,0.00853726889056435
"miR-34a",0.933714823957292,-0.933714823957292,-0.845737782925785,-0.933714823957292,-0.933714823957292,-0.934719143908894,-0.933714823957292,-0.845737782925785,-0.933714823957292,-0.941749390750347,-0.933714823957292,-0.857990820657143,-0.825049132690647,0.933714823957292,0.857990820657143,0.845134385599776,0.830271595417043,0.845136303476714,0.072232804342811,0.158381994648469,1,0.0233989992261208
"miR-9",0.0246041836129574,-0.0246041836129574,-0.0675907922903431,-0.0246041836129574,-0.0246041836129574,-0.024001377261818,-0.0246041836129574,-0.0675907922903431,-0.0246041836129574,-0.0221938148392842,-0.0246041836129574,-0.0609625100149596,-0.0878782653336296,0.0246041836129574,0.0609625100149596,0.0673892708962646,0.0830575330377484,0.0665871549350326,0.00714390219619692,0.00853726889056435,0.0233989992261208,1
