"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-0.997591378367266,-0.888409929973176,-0.969491823849334,-0.997591378367266,-0.877762688951348,-0.997591378367266,-0.888409929973176,-0.997591378367266,-0.877762688951348,-0.997591378367266,-0.900849822109056,-0.887607076762313,0.969491823849334,0.900849822109056,0.885398400796822,0.90004696317377,0.885000507938569,0.0590905405417903,0.218158211395492,0.971497977345985,0.00855442617601367
"FOXC2",-0.997591378367266,1,0.890818489605765,0.967083226376851,1,0.875354071587948,1,0.890818489605765,1,0.875354071587948,1,0.899244104238483,0.889212783184039,-0.967083226376851,-0.899244104238483,-0.887004108964966,-0.897638386367911,-0.88740906029446,-0.0566820096275201,-0.219763956304425,-0.969892229590829,-0.0109629605829975
"GSC",-0.888409929973176,0.890818489605765,1,0.857899307612648,0.890818489605765,0.766175238071472,0.890818489605765,1,0.890818489605765,0.766175238071472,0.890818489605765,0.986753893679908,0.984746181651075,-0.857899307612648,-0.986753893679908,-0.996186561407053,-0.971499966569743,-0.996588153269289,-0.157843858395343,-0.176774186685983,-0.916108365747953,-0.0426644431992896
"KLF8",-0.969491823849334,0.967083226376851,0.857899307612648,1,0.967083226376851,0.908273245765206,0.967083226376851,0.857899307612648,0.967083226376851,0.908273245765206,0.967083226376851,0.871143158576345,0.865124914031532,-1,-0.871143158576345,-0.858099401292676,-0.87836881651452,-0.856897815028333,-0.0514655475772861,-0.247851491767167,-0.941792952915772,-0.00774824071059615
"SNAI1",-0.997591378367266,1,0.890818489605765,0.967083226376851,1,0.875354071587948,1,0.890818489605765,1,0.875354071587948,1,0.899244104238483,0.889212783184039,-0.967083226376851,-0.899244104238483,-0.887004108964966,-0.897638386367911,-0.88740906029446,-0.0566820096275201,-0.219763956304425,-0.969892229590829,-0.0109629605829975
"SNAI2",-0.877762688951348,0.875354071587948,0.766175238071472,0.908273245765206,0.875354071587948,1,0.875354071587948,0.766175238071472,0.875354071587948,1,0.875354071587948,0.779417335838519,0.781429422039451,-0.908273245765206,-0.779417335838519,-0.769987869190509,-0.794671628570346,-0.769590290097244,-0.0404247772755931,-0.339590315820378,-0.850063589272252,-0.00594462620782625
"TCF3",-0.997591378367266,1,0.890818489605765,0.967083226376851,1,0.875354071587948,1,0.890818489605765,1,0.875354071587948,1,0.899244104238483,0.889212783184039,-0.967083226376851,-0.899244104238483,-0.887004108964966,-0.897638386367911,-0.88740906029446,-0.0566820096275201,-0.219763956304425,-0.969892229590829,-0.0109629605829975
"TGF-beta",-0.888409929973176,0.890818489605765,1,0.857899307612648,0.890818489605765,0.766175238071472,0.890818489605765,1,0.890818489605765,0.766175238071472,0.890818489605765,0.986753893679908,0.984746181651075,-0.857899307612648,-0.986753893679908,-0.996186561407053,-0.971499966569743,-0.996588153269289,-0.157843858395343,-0.176774186685983,-0.916108365747953,-0.0426644431992896
"TWIST1",-0.997591378367266,1,0.890818489605765,0.967083226376851,1,0.875354071587948,1,0.890818489605765,1,0.875354071587948,1,0.899244104238483,0.889212783184039,-0.967083226376851,-0.899244104238483,-0.887004108964966,-0.897638386367911,-0.88740906029446,-0.0566820096275201,-0.219763956304425,-0.969892229590829,-0.0109629605829975
"TWIST2",-0.877762688951348,0.875354071587948,0.766175238071472,0.908273245765206,0.875354071587948,1,0.875354071587948,0.766175238071472,0.875354071587948,1,0.875354071587948,0.779417335838519,0.781429422039451,-0.908273245765206,-0.779417335838519,-0.769987869190509,-0.794671628570346,-0.769590290097244,-0.0404247772755931,-0.339590315820378,-0.850063589272252,-0.00594462620782625
