"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.892639388365176,-1,-1,-1,-1,-0.892639388365176,-1,-1,-0.911469991595725,-0.904056369396042,-0.900053204274828,1,0.904056369396042,0.892639388365176,0.911469991595725,0.892639388365176,0.04577527470078,0.219822619869501,0.970155668199325,0.0283371580218616
"FOXC2",-1,1,0.892639388365176,1,1,1,1,0.892639388365176,1,1,0.911469991595725,0.904056369396042,0.900053204274828,-1,-0.904056369396042,-0.892639388365176,-0.911469991595725,-0.892639388365176,-0.04577527470078,-0.219822619869501,-0.970155668199325,-0.0283371580218616
"GSC",-0.892639388365176,0.892639388365176,1,0.892639388365176,0.892639388365176,0.892639388365176,0.892639388365176,1,0.892639388365176,0.892639388365176,0.981172155567174,0.988582761877202,0.992589731536758,-0.892639388365176,-0.988582761877202,-1,-0.981172155567174,-1,-0.145932156557405,-0.178951477275012,-0.922486608082065,-0.0595798208676658
"KLF8",-1,1,0.892639388365176,1,1,1,1,0.892639388365176,1,1,0.911469991595725,0.904056369396042,0.900053204274828,-1,-0.904056369396042,-0.892639388365176,-0.911469991595725,-0.892639388365176,-0.04577527470078,-0.219822619869501,-0.970155668199325,-0.0283371580218616
"SNAI1",-1,1,0.892639388365176,1,1,1,1,0.892639388365176,1,1,0.911469991595725,0.904056369396042,0.900053204274828,-1,-0.904056369396042,-0.892639388365176,-0.911469991595725,-0.892639388365176,-0.04577527470078,-0.219822619869501,-0.970155668199325,-0.0283371580218616
"SNAI2",-1,1,0.892639388365176,1,1,1,1,0.892639388365176,1,1,0.911469991595725,0.904056369396042,0.900053204274828,-1,-0.904056369396042,-0.892639388365176,-0.911469991595725,-0.892639388365176,-0.04577527470078,-0.219822619869501,-0.970155668199325,-0.0283371580218616
"TCF3",-1,1,0.892639388365176,1,1,1,1,0.892639388365176,1,1,0.911469991595725,0.904056369396042,0.900053204274828,-1,-0.904056369396042,-0.892639388365176,-0.911469991595725,-0.892639388365176,-0.04577527470078,-0.219822619869501,-0.970155668199325,-0.0283371580218616
"TGF-beta",-0.892639388365176,0.892639388365176,1,0.892639388365176,0.892639388365176,0.892639388365176,0.892639388365176,1,0.892639388365176,0.892639388365176,0.981172155567174,0.988582761877202,0.992589731536758,-0.892639388365176,-0.988582761877202,-1,-0.981172155567174,-1,-0.145932156557405,-0.178951477275012,-0.922486608082065,-0.0595798208676658
"TWIST1",-1,1,0.892639388365176,1,1,1,1,0.892639388365176,1,1,0.911469991595725,0.904056369396042,0.900053204274828,-1,-0.904056369396042,-0.892639388365176,-0.911469991595725,-0.892639388365176,-0.04577527470078,-0.219822619869501,-0.970155668199325,-0.0283371580218616
"TWIST2",-1,1,0.892639388365176,1,1,1,1,0.892639388365176,1,1,0.911469991595725,0.904056369396042,0.900053204274828,-1,-0.904056369396042,-0.892639388365176,-0.911469991595725,-0.892639388365176,-0.04577527470078,-0.219822619869501,-0.970155668199325,-0.0283371580218616
"VIM",-0.911469991595725,0.911469991595725,0.981172155567174,0.911469991595725,0.911469991595725,0.911469991595725,0.911469991595725,0.981172155567174,0.911469991595725,0.911469991595725,1,0.992589743724736,0.988582630410401,-0.911469991595725,-0.992589743724736,-0.981172155567174,-1,-0.981172155567174,-0.127108294908845,-0.174938890000602,-0.92649613221366,-0.052766304877835
