"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.894050845669279,-1,-1,-1,-1,-0.894050845669279,-1,-1,-0.912075444686538,-0.904664987888896,-0.901462255370203,1,0.904664987888896,0.894050845669279,0.912075444686538,0.894050845669279,0.0550807764895381,0.220123883457135,0.968555573001259,0.0122496850998387
"FOXC2",-1,1,0.894050845669279,1,1,1,1,0.894050845669279,1,1,0.912075444686538,0.904664987888896,0.901462255370203,-1,-0.904664987888896,-0.894050845669279,-0.912075444686538,-0.894050845669279,-0.0550807764895381,-0.220123883457135,-0.968555573001259,-0.0122496850998387
"GSC",-0.894050845669279,0.894050845669279,1,0.894050845669279,0.894050845669279,0.894050845669279,0.894050845669279,1,0.894050845669279,0.894050845669279,0.981975245936605,0.98938659326108,0.992589751140952,-0.894050845669279,-0.98938659326108,-1,-0.981975245936605,-1,-0.153818491698991,-0.179062025285949,-0.925495850905253,-0.0484936973432561
"KLF8",-1,1,0.894050845669279,1,1,1,1,0.894050845669279,1,1,0.912075444686538,0.904664987888896,0.901462255370203,-1,-0.904664987888896,-0.894050845669279,-0.912075444686538,-0.894050845669279,-0.0550807764895381,-0.220123883457135,-0.968555573001259,-0.0122496850998387
"SNAI1",-1,1,0.894050845669279,1,1,1,1,0.894050845669279,1,1,0.912075444686538,0.904664987888896,0.901462255370203,-1,-0.904664987888896,-0.894050845669279,-0.912075444686538,-0.894050845669279,-0.0550807764895381,-0.220123883457135,-0.968555573001259,-0.0122496850998387
"SNAI2",-1,1,0.894050845669279,1,1,1,1,0.894050845669279,1,1,0.912075444686538,0.904664987888896,0.901462255370203,-1,-0.904664987888896,-0.894050845669279,-0.912075444686538,-0.894050845669279,-0.0550807764895381,-0.220123883457135,-0.968555573001259,-0.0122496850998387
"TCF3",-1,1,0.894050845669279,1,1,1,1,0.894050845669279,1,1,0.912075444686538,0.904664987888896,0.901462255370203,-1,-0.904664987888896,-0.894050845669279,-0.912075444686538,-0.894050845669279,-0.0550807764895381,-0.220123883457135,-0.968555573001259,-0.0122496850998387
"TGF-beta",-0.894050845669279,0.894050845669279,1,0.894050845669279,0.894050845669279,0.894050845669279,0.894050845669279,1,0.894050845669279,0.894050845669279,0.981975245936605,0.98938659326108,0.992589751140952,-0.894050845669279,-0.98938659326108,-1,-0.981975245936605,-1,-0.153818491698991,-0.179062025285949,-0.925495850905253,-0.0484936973432561
"TWIST1",-1,1,0.894050845669279,1,1,1,1,0.894050845669279,1,1,0.912075444686538,0.904664987888896,0.901462255370203,-1,-0.904664987888896,-0.894050845669279,-0.912075444686538,-0.894050845669279,-0.0550807764895381,-0.220123883457135,-0.968555573001259,-0.0122496850998387
"TWIST2",-1,1,0.894050845669279,1,1,1,1,0.894050845669279,1,1,0.912075444686538,0.904664987888896,0.901462255370203,-1,-0.904664987888896,-0.894050845669279,-0.912075444686538,-0.894050845669279,-0.0550807764895381,-0.220123883457135,-0.968555573001259,-0.0122496850998387
"VIM",-0.912075444686538,0.912075444686538,0.981975245936605,0.912075444686538,0.912075444686538,0.912075444686538,0.912075444686538,0.981975245936605,0.912075444686538,0.912075444686538,1,0.992589654835022,0.989386639233223,-0.912075444686538,-0.992589654835022,-0.981975245936605,-1,-0.981975245936605,-0.135794720227648,-0.175862120767563,-0.928698873355188,-0.0412931454700744
