"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-0.998197303763238,-0.910064833474974,-0.998998511006425,-0.998197303763238,-0.998998511006425,-0.998197303763238,-0.910064833474974,-0.998197303763238,-0.998998511006425,-0.998197303763238,-0.923484748183543,-0.913870253221084,0.998998511006425,0.923484748183543,0.910064833474974,0.927290763329517,0.910064833474974,0.0650219836414417,0.124074609029794,0.983376631279757,0.0133360845792801
"FOXC2",-0.998197303763238,1,0.911867640900701,0.997195773186256,1,0.997195773186256,1,0.911867640900701,1,0.997195773186256,1,0.921682012038936,0.915672866367298,-0.997195773186256,-0.921682012038936,-0.911867640900701,-0.925487823140707,-0.911867640900701,-0.0632209837798286,-0.125876308410165,-0.981574292665527,-0.0151401018834069
"GSC",-0.910064833474974,0.911867640900701,1,0.909063419262272,0.911867640900701,0.909063419262272,0.911867640900701,1,0.911867640900701,0.909063419262272,0.911867640900701,0.984576969575866,0.996194770005229,-0.909063419262272,-0.984576969575866,-1,-0.980772287658749,-1,-0.147744037836769,-0.111458612058518,-0.92468759785718,-0.0431776907264265
"KLF8",-0.998998511006425,0.997195773186256,0.909063419262272,1,0.997195773186256,1,0.997195773186256,0.909063419262272,0.997195773186256,1,0.997195773186256,0.924486237390089,0.912868637978452,-1,-0.924486237390089,-0.909063419262272,-0.928292056929921,-0.909063419262272,-0.0660253067921456,-0.123072049306308,-0.984378509916212,-0.014338881203334
"SNAI1",-0.998197303763238,1,0.911867640900701,0.997195773186256,1,0.997195773186256,1,0.911867640900701,1,0.997195773186256,1,0.921682012038936,0.915672866367298,-0.997195773186256,-0.921682012038936,-0.911867640900701,-0.925487823140707,-0.911867640900701,-0.0632209837798286,-0.125876308410165,-0.981574292665527,-0.0151401018834069
"SNAI2",-0.998998511006425,0.997195773186256,0.909063419262272,1,0.997195773186256,1,0.997195773186256,0.909063419262272,0.997195773186256,1,0.997195773186256,0.924486237390089,0.912868637978452,-1,-0.924486237390089,-0.909063419262272,-0.928292056929921,-0.909063419262272,-0.0660253067921456,-0.123072049306308,-0.984378509916212,-0.014338881203334
"TCF3",-0.998197303763238,1,0.911867640900701,0.997195773186256,1,0.997195773186256,1,0.911867640900701,1,0.997195773186256,1,0.921682012038936,0.915672866367298,-0.997195773186256,-0.921682012038936,-0.911867640900701,-0.925487823140707,-0.911867640900701,-0.0632209837798286,-0.125876308410165,-0.981574292665527,-0.0151401018834069
"TGF-beta",-0.910064833474974,0.911867640900701,1,0.909063419262272,0.911867640900701,0.909063419262272,0.911867640900701,1,0.911867640900701,0.909063419262272,0.911867640900701,0.984576969575866,0.996194770005229,-0.909063419262272,-0.984576969575866,-1,-0.980772287658749,-1,-0.147744037836769,-0.111458612058518,-0.92468759785718,-0.0431776907264265
"TWIST1",-0.998197303763238,1,0.911867640900701,0.997195773186256,1,0.997195773186256,1,0.911867640900701,1,0.997195773186256,1,0.921682012038936,0.915672866367298,-0.997195773186256,-0.921682012038936,-0.911867640900701,-0.925487823140707,-0.911867640900701,-0.0632209837798286,-0.125876308410165,-0.981574292665527,-0.0151401018834069
"TWIST2",-0.998998511006425,0.997195773186256,0.909063419262272,1,0.997195773186256,1,0.997195773186256,0.909063419262272,0.997195773186256,1,0.997195773186256,0.924486237390089,0.912868637978452,-1,-0.924486237390089,-0.909063419262272,-0.928292056929921,-0.909063419262272,-0.0660253067921456,-0.123072049306308,-0.984378509916212,-0.014338881203334
"VIM",-0.998197303763238,1,0.911867640900701,0.997195773186256,1,0.997195773186256,1,0.911867640900701,1,0.997195773186256,1,0.921682012038936,0.915672866367298,-0.997195773186256,-0.921682012038936,-0.911867640900701,-0.925487823140707,-0.911867640900701,-0.0632209837798286,-0.125876308410165,-0.981574292665527,-0.0151401018834069
"ZEB1",-0.923484748183543,0.921682012038936,0.984576969575866,0.924486237390089,0.921682012038936,0.924486237390089,0.921682012038936,0.984576969575866,0.921682012038936,0.924486237390089,0.921682012038936,1,0.980771095604553,-0.924486237390089,-1,-0.984576969575866,-0.996194757640722,-0.984576969575866,-0.137934343932988,-0.096032032617309,-0.940111587691965,-0.0297610999540257
"ZEB2",-0.913870253221084,0.915672866367298,0.996194770005229,0.912868637978452,0.915672866367298,0.912868637978452,0.915672866367298,0.996194770005229,0.915672866367298,0.912868637978452,0.915672866367298,0.980771095604553,1,-0.912868637978452,-0.980771095604553,-0.996194770005229,-0.984576886041183,-0.996194770005229,-0.14394725093509,-0.115259146071322,-0.920883396139131,-0.0453874718680588
