"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.872408823683214,-1,-1,-1,-1,-0.872408823683214,-1,-1,-1,-0.88322440883575,-0.879621668675153,1,0.88322440883575,0.872408823683214,0.890436958773966,0.872408823683214,0.0560269816222427,0.240467387730068,0.957135927657256,0.0121629800877519
"FOXC2",-1,1,0.872408823683214,1,1,1,1,0.872408823683214,1,1,1,0.88322440883575,0.879621668675153,-1,-0.88322440883575,-0.872408823683214,-0.890436958773966,-0.872408823683214,-0.0560269816222427,-0.240467387730068,-0.957135927657256,-0.0121629800877519
"GSC",-0.872408823683214,0.872408823683214,1,0.872408823683214,0.872408823683214,0.872408823683214,0.872408823683214,1,0.872408823683214,0.872408823683214,0.872408823683214,0.989183787665996,0.992789477473577,-0.872408823683214,-0.989183787665996,-1,-0.981972959218513,-1,-0.170787023375371,-0.186182413423071,-0.915277101600674,-0.050002650178052
"KLF8",-1,1,0.872408823683214,1,1,1,1,0.872408823683214,1,1,1,0.88322440883575,0.879621668675153,-1,-0.88322440883575,-0.872408823683214,-0.890436958773966,-0.872408823683214,-0.0560269816222427,-0.240467387730068,-0.957135927657256,-0.0121629800877519
"SNAI1",-1,1,0.872408823683214,1,1,1,1,0.872408823683214,1,1,1,0.88322440883575,0.879621668675153,-1,-0.88322440883575,-0.872408823683214,-0.890436958773966,-0.872408823683214,-0.0560269816222427,-0.240467387730068,-0.957135927657256,-0.0121629800877519
"SNAI2",-1,1,0.872408823683214,1,1,1,1,0.872408823683214,1,1,1,0.88322440883575,0.879621668675153,-1,-0.88322440883575,-0.872408823683214,-0.890436958773966,-0.872408823683214,-0.0560269816222427,-0.240467387730068,-0.957135927657256,-0.0121629800877519
"TCF3",-1,1,0.872408823683214,1,1,1,1,0.872408823683214,1,1,1,0.88322440883575,0.879621668675153,-1,-0.88322440883575,-0.872408823683214,-0.890436958773966,-0.872408823683214,-0.0560269816222427,-0.240467387730068,-0.957135927657256,-0.0121629800877519
"TGF-beta",-0.872408823683214,0.872408823683214,1,0.872408823683214,0.872408823683214,0.872408823683214,0.872408823683214,1,0.872408823683214,0.872408823683214,0.872408823683214,0.989183787665996,0.992789477473577,-0.872408823683214,-0.989183787665996,-1,-0.981972959218513,-1,-0.170787023375371,-0.186182413423071,-0.915277101600674,-0.050002650178052
"TWIST1",-1,1,0.872408823683214,1,1,1,1,0.872408823683214,1,1,1,0.88322440883575,0.879621668675153,-1,-0.88322440883575,-0.872408823683214,-0.890436958773966,-0.872408823683214,-0.0560269816222427,-0.240467387730068,-0.957135927657256,-0.0121629800877519
"TWIST2",-1,1,0.872408823683214,1,1,1,1,0.872408823683214,1,1,1,0.88322440883575,0.879621668675153,-1,-0.88322440883575,-0.872408823683214,-0.890436958773966,-0.872408823683214,-0.0560269816222427,-0.240467387730068,-0.957135927657256,-0.0121629800877519
"VIM",-1,1,0.872408823683214,1,1,1,1,0.872408823683214,1,1,1,0.88322440883575,0.879621668675153,-1,-0.88322440883575,-0.872408823683214,-0.890436958773966,-0.872408823683214,-0.0560269816222427,-0.240467387730068,-0.957135927657256,-0.0121629800877519
"ZEB1",-0.88322440883575,0.88322440883575,0.989183787665996,0.88322440883575,0.88322440883575,0.88322440883575,0.88322440883575,0.989183787665996,0.88322440883575,0.88322440883575,0.88322440883575,1,0.981973595362676,-0.88322440883575,-1,-0.989183787665996,-0.992789465323947,-0.989183787665996,-0.159974312243537,-0.175366771047497,-0.92609217285824,-0.0391901084899001
"ZEB2",-0.879621668675153,0.879621668675153,0.992789477473577,0.879621668675153,0.879621668675153,0.879621668675153,0.879621668675153,0.992789477473577,0.879621668675153,0.879621668675153,0.879621668675153,0.981973595362676,1,-0.879621668675153,-0.981973595362676,-0.992789477473577,-0.989183824117582,-0.992789477473577,-0.163567814650982,-0.193392075663136,-0.908069338126886,-0.0544008556288335
"miR-101",1,-1,-0.872408823683214,-1,-1,-1,-1,-0.872408823683214,-1,-1,-1,-0.88322440883575,-0.879621668675153,1,0.88322440883575,0.872408823683214,0.890436958773966,0.872408823683214,0.0560269816222427,0.240467387730068,0.957135927657256,0.0121629800877519
"miR-141",0.88322440883575,-0.88322440883575,-0.989183787665996,-0.88322440883575,-0.88322440883575,-0.88322440883575,-0.88322440883575,-0.989183787665996,-0.88322440883575,-0.88322440883575,-0.88322440883575,-1,-0.981973595362676,0.88322440883575,1,0.989183787665996,0.992789465323947,0.989183787665996,0.159974312243537,0.175366771047497,0.92609217285824,0.0391901084899001
"miR-200a",0.872408823683214,-0.872408823683214,-1,-0.872408823683214,-0.872408823683214,-0.872408823683214,-0.872408823683214,-1,-0.872408823683214,-0.872408823683214,-0.872408823683214,-0.989183787665996,-0.992789477473577,0.872408823683214,0.989183787665996,1,0.981972959218513,1,0.170787023375371,0.186182413423071,0.915277101600674,0.050002650178052
"miR-200b",0.890436958773966,-0.890436958773966,-0.981972959218513,-0.890436958773966,-0.890436958773966,-0.890436958773966,-0.890436958773966,-0.981972959218513,-0.890436958773966,-0.890436958773966,-0.890436958773966,-0.992789465323947,-0.989183824117582,0.890436958773966,0.992789465323947,0.981972959218513,1,0.981972959218513,0.152755063733968,0.182576398407578,0.918884090736934,0.0435883208463549
"miR-200c",0.872408823683214,-0.872408823683214,-1,-0.872408823683214,-0.872408823683214,-0.872408823683214,-0.872408823683214,-1,-0.872408823683214,-0.872408823683214,-0.872408823683214,-0.989183787665996,-0.992789477473577,0.872408823683214,0.989183787665996,1,0.981972959218513,1,0.170787023375371,0.186182413423071,0.915277101600674,0.050002650178052
"miR-205",0.0560269816222427,-0.0560269816222427,-0.170787023375371,-0.0560269816222427,-0.0560269816222427,-0.0560269816222427,-0.0560269816222427,-0.170787023375371,-0.0560269816222427,-0.0560269816222427,-0.0560269816222427,-0.159974312243537,-0.163567814650982,0.0560269816222427,0.159974312243537,0.170787023375371,0.152755063733968,0.170787023375371,1,0.00109100254031633,0.0860899648670161,0.000196369144952659
"miR-30c",0.240467387730068,-0.240467387730068,-0.186182413423071,-0.240467387730068,-0.240467387730068,-0.240467387730068,-0.240467387730068,-0.186182413423071,-0.240467387730068,-0.240467387730068,-0.240467387730068,-0.175366771047497,-0.193392075663136,0.240467387730068,0.175366771047497,0.186182413423071,0.182576398407578,0.186182413423071,0.00109100254031633,1,0.197606023141604,0.00249209484903038
"miR-34a",0.957135927657256,-0.957135927657256,-0.915277101600674,-0.957135927657256,-0.957135927657256,-0.957135927657256,-0.957135927657256,-0.915277101600674,-0.957135927657256,-0.957135927657256,-0.957135927657256,-0.92609217285824,-0.908069338126886,0.957135927657256,0.92609217285824,0.915277101600674,0.918884090736934,0.915277101600674,0.0860899648670161,0.197606023141604,1,0.0258016831832127
"miR-9",0.0121629800877519,-0.0121629800877519,-0.050002650178052,-0.0121629800877519,-0.0121629800877519,-0.0121629800877519,-0.0121629800877519,-0.050002650178052,-0.0121629800877519,-0.0121629800877519,-0.0121629800877519,-0.0391901084899001,-0.0544008556288335,0.0121629800877519,0.0391901084899001,0.050002650178052,0.0435883208463549,0.050002650178052,0.000196369144952659,0.00249209484903038,0.0258016831832127,1
