"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.896613914761566,-1,-1,-1,-1,-0.896613914761566,-1,-1,-1,-0.908835849676092,-0.904829619784516,1,0.908835849676092,0.896613914761566,0.917051370554374,0.896613914761566,0.0601112715090859,0.220804107175674,0.969144494485951,0.0138200470540525
"FOXC2",-1,1,0.896613914761566,1,1,1,1,0.896613914761566,1,1,1,0.908835849676092,0.904829619784516,-1,-0.908835849676092,-0.896613914761566,-0.917051370554374,-0.896613914761566,-0.0601112715090859,-0.220804107175674,-0.969144494485951,-0.0138200470540525
"GSC",-0.896613914761566,0.896613914761566,1,0.896613914761566,0.896613914761566,0.896613914761566,0.896613914761566,1,0.896613914761566,0.896613914761566,0.896613914761566,0.987778014339874,0.991785713045544,-0.896613914761566,-0.987778014339874,-1,-0.979563530837895,-1,-0.157085081387267,-0.184336270889664,-0.927469681717543,-0.0458801616943205
"KLF8",-1,1,0.896613914761566,1,1,1,1,0.896613914761566,1,1,1,0.908835849676092,0.904829619784516,-1,-0.908835849676092,-0.896613914761566,-0.917051370554374,-0.896613914761566,-0.0601112715090859,-0.220804107175674,-0.969144494485951,-0.0138200470540525
"SNAI1",-1,1,0.896613914761566,1,1,1,1,0.896613914761566,1,1,1,0.908835849676092,0.904829619784516,-1,-0.908835849676092,-0.896613914761566,-0.917051370554374,-0.896613914761566,-0.0601112715090859,-0.220804107175674,-0.969144494485951,-0.0138200470540525
"SNAI2",-1,1,0.896613914761566,1,1,1,1,0.896613914761566,1,1,1,0.908835849676092,0.904829619784516,-1,-0.908835849676092,-0.896613914761566,-0.917051370554374,-0.896613914761566,-0.0601112715090859,-0.220804107175674,-0.969144494485951,-0.0138200470540525
"TCF3",-1,1,0.896613914761566,1,1,1,1,0.896613914761566,1,1,1,0.908835849676092,0.904829619784516,-1,-0.908835849676092,-0.896613914761566,-0.917051370554374,-0.896613914761566,-0.0601112715090859,-0.220804107175674,-0.969144494485951,-0.0138200470540525
"TGF-beta",-0.896613914761566,0.896613914761566,1,0.896613914761566,0.896613914761566,0.896613914761566,0.896613914761566,1,0.896613914761566,0.896613914761566,0.896613914761566,0.987778014339874,0.991785713045544,-0.896613914761566,-0.987778014339874,-1,-0.979563530837895,-1,-0.157085081387267,-0.184336270889664,-0.927469681717543,-0.0458801616943205
"TWIST1",-1,1,0.896613914761566,1,1,1,1,0.896613914761566,1,1,1,0.908835849676092,0.904829619784516,-1,-0.908835849676092,-0.896613914761566,-0.917051370554374,-0.896613914761566,-0.0601112715090859,-0.220804107175674,-0.969144494485951,-0.0138200470540525
"TWIST2",-1,1,0.896613914761566,1,1,1,1,0.896613914761566,1,1,1,0.908835849676092,0.904829619784516,-1,-0.908835849676092,-0.896613914761566,-0.917051370554374,-0.896613914761566,-0.0601112715090859,-0.220804107175674,-0.969144494485951,-0.0138200470540525
"VIM",-1,1,0.896613914761566,1,1,1,1,0.896613914761566,1,1,1,0.908835849676092,0.904829619784516,-1,-0.908835849676092,-0.896613914761566,-0.917051370554374,-0.896613914761566,-0.0601112715090859,-0.220804107175674,-0.969144494485951,-0.0138200470540525
"ZEB1",-0.908835849676092,0.908835849676092,0.987778014339874,0.908835849676092,0.908835849676092,0.908835849676092,0.908835849676092,0.987778014339874,0.908835849676092,0.908835849676092,0.908835849676092,1,0.97956392817992,-0.908835849676092,-1,-0.987778014339874,-0.991785712386068,-0.987778014339874,-0.144863613874504,-0.172115057713124,-0.939691546566244,-0.0336570076642303
"ZEB2",-0.904829619784516,0.904829619784516,0.991785713045544,0.904829619784516,0.904829619784516,0.904829619784516,0.904829619784516,0.991785713045544,0.904829619784516,0.904829619784516,0.904829619784516,0.97956392817992,1,-0.904829619784516,-0.97956392817992,-0.991785713045544,-0.987778019246308,-0.991785713045544,-0.148867435909627,-0.192546703546178,-0.91925619833587,-0.0500928019576955
"miR-101",1,-1,-0.896613914761566,-1,-1,-1,-1,-0.896613914761566,-1,-1,-1,-0.908835849676092,-0.904829619784516,1,0.908835849676092,0.896613914761566,0.917051370554374,0.896613914761566,0.0601112715090859,0.220804107175674,0.969144494485951,0.0138200470540525
"miR-141",0.908835849676092,-0.908835849676092,-0.987778014339874,-0.908835849676092,-0.908835849676092,-0.908835849676092,-0.908835849676092,-0.987778014339874,-0.908835849676092,-0.908835849676092,-0.908835849676092,-1,-0.97956392817992,0.908835849676092,1,0.987778014339874,0.991785712386068,0.987778014339874,0.144863613874504,0.172115057713124,0.939691546566244,0.0336570076642303
"miR-200a",0.896613914761566,-0.896613914761566,-1,-0.896613914761566,-0.896613914761566,-0.896613914761566,-0.896613914761566,-1,-0.896613914761566,-0.896613914761566,-0.896613914761566,-0.987778014339874,-0.991785713045544,0.896613914761566,0.987778014339874,1,0.979563530837895,1,0.157085081387267,0.184336270889664,0.927469681717543,0.0458801616943205
"miR-200b",0.917051370554374,-0.917051370554374,-0.979563530837895,-0.917051370554374,-0.917051370554374,-0.917051370554374,-0.917051370554374,-0.979563530837895,-0.917051370554374,-0.917051370554374,-0.917051370554374,-0.991785712386068,-0.987778019246308,0.917051370554374,0.991785712386068,0.979563530837895,1,0.979563530837895,0.136645941040949,0.18032545655449,0.931477873835802,0.0378696421449608
"miR-200c",0.896613914761566,-0.896613914761566,-1,-0.896613914761566,-0.896613914761566,-0.896613914761566,-0.896613914761566,-1,-0.896613914761566,-0.896613914761566,-0.896613914761566,-0.987778014339874,-0.991785713045544,0.896613914761566,0.987778014339874,1,0.979563530837895,1,0.157085081387267,0.184336270889664,0.927469681717543,0.0458801616943205
"miR-205",0.0601112715090859,-0.0601112715090859,-0.157085081387267,-0.0601112715090859,-0.0601112715090859,-0.0601112715090859,-0.0601112715090859,-0.157085081387267,-0.0601112715090859,-0.0601112715090859,-0.0601112715090859,-0.144863613874504,-0.148867435909627,0.0601112715090859,0.144863613874504,0.157085081387267,0.136645941040949,0.157085081387267,1,0.000989452278946291,0.0845565439223501,0.00482278559262571
"miR-30c",0.220804107175674,-0.220804107175674,-0.184336270889664,-0.220804107175674,-0.220804107175674,-0.220804107175674,-0.220804107175674,-0.184336270889664,-0.220804107175674,-0.220804107175674,-0.220804107175674,-0.172115057713124,-0.192546703546178,0.220804107175674,0.172115057713124,0.184336270889664,0.18032545655449,0.184336270889664,0.000989452278946291,1,0.189950109832426,-0.00238230140585923
"miR-34a",0.969144494485951,-0.969144494485951,-0.927469681717543,-0.969144494485951,-0.969144494485951,-0.969144494485951,-0.969144494485951,-0.927469681717543,-0.969144494485951,-0.969144494485951,-0.969144494485951,-0.939691546566244,-0.91925619833587,0.969144494485951,0.939691546566244,0.927469681717543,0.931477873835802,0.927469681717543,0.0845565439223501,0.189950109832426,1,0.0222333075778304
"miR-9",0.0138200470540525,-0.0138200470540525,-0.0458801616943205,-0.0138200470540525,-0.0138200470540525,-0.0138200470540525,-0.0138200470540525,-0.0458801616943205,-0.0138200470540525,-0.0138200470540525,-0.0138200470540525,-0.0336570076642303,-0.0500928019576955,0.0138200470540525,0.0336570076642303,0.0458801616943205,0.0378696421449608,0.0458801616943205,0.00482278559262571,-0.00238230140585923,0.0222333075778304,1
