"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.816067106697212,-1,-1,-1,-1,-0.816067106697212,-1,-1,-1,-0.82187768323944,-0.834901611050344,1,0.82187768323944,0.816067106697212,0.840712000602777,0.816067106697212,0.0360674999869191,0.222589424766794,0.98938098759393,0.020021934846269
"FOXC2",-1,1,0.816067106697212,1,1,1,1,0.816067106697212,1,1,1,0.82187768323944,0.834901611050344,-1,-0.82187768323944,-0.816067106697212,-0.840712000602777,-0.816067106697212,-0.0360674999869191,-0.222589424766794,-0.98938098759393,-0.020021934846269
"GSC",-0.816067106697212,0.816067106697212,1,0.816067106697212,0.816067106697212,0.816067106697212,0.816067106697212,1,0.816067106697212,0.816067106697212,0.816067106697212,0.99418949768343,0.981166512360484,-0.816067106697212,-0.99418949768343,-1,-0.975355759589349,-1,-0.163498020480514,-0.184117753046144,-0.826687033969503,-0.0701110655988976
"KLF8",-1,1,0.816067106697212,1,1,1,1,0.816067106697212,1,1,1,0.82187768323944,0.834901611050344,-1,-0.82187768323944,-0.816067106697212,-0.840712000602777,-0.816067106697212,-0.0360674999869191,-0.222589424766794,-0.98938098759393,-0.020021934846269
"SNAI1",-1,1,0.816067106697212,1,1,1,1,0.816067106697212,1,1,1,0.82187768323944,0.834901611050344,-1,-0.82187768323944,-0.816067106697212,-0.840712000602777,-0.816067106697212,-0.0360674999869191,-0.222589424766794,-0.98938098759393,-0.020021934846269
"SNAI2",-1,1,0.816067106697212,1,1,1,1,0.816067106697212,1,1,1,0.82187768323944,0.834901611050344,-1,-0.82187768323944,-0.816067106697212,-0.840712000602777,-0.816067106697212,-0.0360674999869191,-0.222589424766794,-0.98938098759393,-0.020021934846269
"TCF3",-1,1,0.816067106697212,1,1,1,1,0.816067106697212,1,1,1,0.82187768323944,0.834901611050344,-1,-0.82187768323944,-0.816067106697212,-0.840712000602777,-0.816067106697212,-0.0360674999869191,-0.222589424766794,-0.98938098759393,-0.020021934846269
"TGF-beta",-0.816067106697212,0.816067106697212,1,0.816067106697212,0.816067106697212,0.816067106697212,0.816067106697212,1,0.816067106697212,0.816067106697212,0.816067106697212,0.99418949768343,0.981166512360484,-0.816067106697212,-0.99418949768343,-1,-0.975355759589349,-1,-0.163498020480514,-0.184117753046144,-0.826687033969503,-0.0701110655988976
"TWIST1",-1,1,0.816067106697212,1,1,1,1,0.816067106697212,1,1,1,0.82187768323944,0.834901611050344,-1,-0.82187768323944,-0.816067106697212,-0.840712000602777,-0.816067106697212,-0.0360674999869191,-0.222589424766794,-0.98938098759393,-0.020021934846269
"TWIST2",-1,1,0.816067106697212,1,1,1,1,0.816067106697212,1,1,1,0.82187768323944,0.834901611050344,-1,-0.82187768323944,-0.816067106697212,-0.840712000602777,-0.816067106697212,-0.0360674999869191,-0.222589424766794,-0.98938098759393,-0.020021934846269
"VIM",-1,1,0.816067106697212,1,1,1,1,0.816067106697212,1,1,1,0.82187768323944,0.834901611050344,-1,-0.82187768323944,-0.816067106697212,-0.840712000602777,-0.816067106697212,-0.0360674999869191,-0.222589424766794,-0.98938098759393,-0.020021934846269
"ZEB1",-0.82187768323944,0.82187768323944,0.99418949768343,0.82187768323944,0.82187768323944,0.82187768323944,0.82187768323944,0.99418949768343,0.82187768323944,0.82187768323944,0.82187768323944,1,0.975356235400727,-0.82187768323944,-1,-0.99418949768343,-0.981166541846108,-0.99418949768343,-0.15768726105359,-0.178308073138263,-0.832497473595013,-0.0643014267768371
"ZEB2",-0.834901611050344,0.834901611050344,0.981166512360484,0.834901611050344,0.834901611050344,0.834901611050344,0.834901611050344,0.981166512360484,0.834901611050344,0.834901611050344,0.834901611050344,0.975356235400727,1,-0.834901611050344,-0.975356235400727,-0.981166512360484,-0.994189443099885,-0.981166512360484,-0.144665664538973,-0.19853891912136,-0.845522281476187,-0.0805246072803382
"miR-101",1,-1,-0.816067106697212,-1,-1,-1,-1,-0.816067106697212,-1,-1,-1,-0.82187768323944,-0.834901611050344,1,0.82187768323944,0.816067106697212,0.840712000602777,0.816067106697212,0.0360674999869191,0.222589424766794,0.98938098759393,0.020021934846269
"miR-141",0.82187768323944,-0.82187768323944,-0.99418949768343,-0.82187768323944,-0.82187768323944,-0.82187768323944,-0.82187768323944,-0.99418949768343,-0.82187768323944,-0.82187768323944,-0.82187768323944,-1,-0.975356235400727,0.82187768323944,1,0.99418949768343,0.981166541846108,0.99418949768343,0.15768726105359,0.178308073138263,0.832497473595013,0.0643014267768371
"miR-200a",0.816067106697212,-0.816067106697212,-1,-0.816067106697212,-0.816067106697212,-0.816067106697212,-0.816067106697212,-1,-0.816067106697212,-0.816067106697212,-0.816067106697212,-0.99418949768343,-0.981166512360484,0.816067106697212,0.99418949768343,1,0.975355759589349,1,0.163498020480514,0.184117753046144,0.826687033969503,0.0701110655988976
"miR-200b",0.840712000602777,-0.840712000602777,-0.975355759589349,-0.840712000602777,-0.840712000602777,-0.840712000602777,-0.840712000602777,-0.975355759589349,-0.840712000602777,-0.840712000602777,-0.840712000602777,-0.981166541846108,-0.994189443099885,0.840712000602777,0.981166541846108,0.975355759589349,1,0.975355759589349,0.138854856147062,0.192729155249869,0.851332531552537,0.0747149155760846
"miR-200c",0.816067106697212,-0.816067106697212,-1,-0.816067106697212,-0.816067106697212,-0.816067106697212,-0.816067106697212,-1,-0.816067106697212,-0.816067106697212,-0.816067106697212,-0.99418949768343,-0.981166512360484,0.816067106697212,0.99418949768343,1,0.975355759589349,1,0.163498020480514,0.184117753046144,0.826687033969503,0.0701110655988976
"miR-205",0.0360674999869191,-0.0360674999869191,-0.163498020480514,-0.0360674999869191,-0.0360674999869191,-0.0360674999869191,-0.0360674999869191,-0.163498020480514,-0.0360674999869191,-0.0360674999869191,-0.0360674999869191,-0.15768726105359,-0.144665664538973,0.0360674999869191,0.15768726105359,0.163498020480514,0.138854856147062,0.163498020480514,1,-0.00400325005161935,0.0466861081219482,-0.000597235182918677
"miR-30c",0.222589424766794,-0.222589424766794,-0.184117753046144,-0.222589424766794,-0.222589424766794,-0.222589424766794,-0.222589424766794,-0.184117753046144,-0.222589424766794,-0.222589424766794,-0.222589424766794,-0.178308073138263,-0.19853891912136,0.222589424766794,0.178308073138263,0.184117753046144,0.192729155249869,0.184117753046144,-0.00400325005161935,1,0.211972795423104,0.00278102949597979
"miR-34a",0.98938098759393,-0.98938098759393,-0.826687033969503,-0.98938098759393,-0.98938098759393,-0.98938098759393,-0.98938098759393,-0.826687033969503,-0.98938098759393,-0.98938098759393,-0.98938098759393,-0.832497473595013,-0.845522281476187,0.98938098759393,0.832497473595013,0.826687033969503,0.851332531552537,0.826687033969503,0.0466861081219482,0.211972795423104,1,0.0230302459036602
"miR-9",0.020021934846269,-0.020021934846269,-0.0701110655988976,-0.020021934846269,-0.020021934846269,-0.020021934846269,-0.020021934846269,-0.0701110655988976,-0.020021934846269,-0.020021934846269,-0.020021934846269,-0.0643014267768371,-0.0805246072803382,0.020021934846269,0.0643014267768371,0.0701110655988976,0.0747149155760846,0.0701110655988976,-0.000597235182918677,0.00278102949597979,0.0230302459036602,1
