"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.892640609652316,-1,-1,-1,-1,-0.892640609652316,-1,-1,-1,-0.903850946885624,-0.899848711165863,1,0.903850946885624,0.892640609652316,0.911060420942042,0.892640609652316,0.0452781420248336,0.211339054150483,0.968755024839487,0.0200355983511074
"FOXC2",-1,1,0.892640609652316,1,1,1,1,0.892640609652316,1,1,1,0.903850946885624,0.899848711165863,-1,-0.903850946885624,-0.892640609652316,-0.911060420942042,-0.892640609652316,-0.0452781420248336,-0.211339054150483,-0.968755024839487,-0.0200355983511074
"GSC",-0.892640609652316,0.892640609652316,1,0.892640609652316,0.892640609652316,0.892640609652316,0.892640609652316,1,0.892640609652316,0.892640609652316,0.892640609652316,0.988783900644241,0.992788653796856,-0.892640609652316,-0.988783900644241,-1,-0.981574219918748,-1,-0.145003424098859,-0.166062049950256,-0.923879145511921,-0.0496558208486654
"KLF8",-1,1,0.892640609652316,1,1,1,1,0.892640609652316,1,1,1,0.903850946885624,0.899848711165863,-1,-0.903850946885624,-0.892640609652316,-0.911060420942042,-0.892640609652316,-0.0452781420248336,-0.211339054150483,-0.968755024839487,-0.0200355983511074
"SNAI1",-1,1,0.892640609652316,1,1,1,1,0.892640609652316,1,1,1,0.903850946885624,0.899848711165863,-1,-0.903850946885624,-0.892640609652316,-0.911060420942042,-0.892640609652316,-0.0452781420248336,-0.211339054150483,-0.968755024839487,-0.0200355983511074
"SNAI2",-1,1,0.892640609652316,1,1,1,1,0.892640609652316,1,1,1,0.903850946885624,0.899848711165863,-1,-0.903850946885624,-0.892640609652316,-0.911060420942042,-0.892640609652316,-0.0452781420248336,-0.211339054150483,-0.968755024839487,-0.0200355983511074
"TCF3",-1,1,0.892640609652316,1,1,1,1,0.892640609652316,1,1,1,0.903850946885624,0.899848711165863,-1,-0.903850946885624,-0.892640609652316,-0.911060420942042,-0.892640609652316,-0.0452781420248336,-0.211339054150483,-0.968755024839487,-0.0200355983511074
"TGF-beta",-0.892640609652316,0.892640609652316,1,0.892640609652316,0.892640609652316,0.892640609652316,0.892640609652316,1,0.892640609652316,0.892640609652316,0.892640609652316,0.988783900644241,0.992788653796856,-0.892640609652316,-0.988783900644241,-1,-0.981574219918748,-1,-0.145003424098859,-0.166062049950256,-0.923879145511921,-0.0496558208486654
"TWIST1",-1,1,0.892640609652316,1,1,1,1,0.892640609652316,1,1,1,0.903850946885624,0.899848711165863,-1,-0.903850946885624,-0.892640609652316,-0.911060420942042,-0.892640609652316,-0.0452781420248336,-0.211339054150483,-0.968755024839487,-0.0200355983511074
"TWIST2",-1,1,0.892640609652316,1,1,1,1,0.892640609652316,1,1,1,0.903850946885624,0.899848711165863,-1,-0.903850946885624,-0.892640609652316,-0.911060420942042,-0.892640609652316,-0.0452781420248336,-0.211339054150483,-0.968755024839487,-0.0200355983511074
"VIM",-1,1,0.892640609652316,1,1,1,1,0.892640609652316,1,1,1,0.903850946885624,0.899848711165863,-1,-0.903850946885624,-0.892640609652316,-0.911060420942042,-0.892640609652316,-0.0452781420248336,-0.211339054150483,-0.968755024839487,-0.0200355983511074
"ZEB1",-0.903850946885624,0.903850946885624,0.988783900644241,0.903850946885624,0.903850946885624,0.903850946885624,0.903850946885624,0.988783900644241,0.903850946885624,0.903850946885624,0.903850946885624,1,0.981571039163739,-0.903850946885624,-1,-0.988783900644241,-0.992788746394546,-0.988783900644241,-0.133798929743657,-0.154845263304831,-0.935095713685792,-0.0384481461716195
