states,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'1000000000000111111110',0.07783333333333332,0.002684937408746969,0.024691358024691357,0.06636666666666667,0.0008956685895029598,0.024691358024691357,0.07146666666666666,0.003652700675147389,0.024691358024691357
'1000000000000111111111',0.07919999999999999,0.0029427877939124315,0.024691358024691357,0.0725,0.001232882800593791,0.024691358024691357,0.08066666666666666,0.0002624669291337281,0.024691358024691357
'1000000000000111110110',0.06163333333333334,0.0008993825042154672,0.04938271604938271,0.0657,0.0020607442021431666,0.04938271604938271,0.046566666666666666,0.003015883876338005,0.04938271604938271
'1000000000000111110010',0.040233333333333336,0.0003299831645537204,0.08641975308641975,0.05986666666666666,0.0023683092891108783,0.08641975308641975,0.03233333333333333,0.0018785337071473827,0.08641975308641975
'0111111111111000001001',0.0597,0.0029028721409436326,0.04938271604938271,0.06753333333333333,0.0008653836657164794,0.04938271604938271,0.04683333333333334,0.000169967317119758,0.04938271604938271
'1000000000000111110011',0.04663333333333333,0.0011671427600007719,0.08641975308641975,0.056133333333333334,0.0004921607686744465,0.08641975308641975,0.036033333333333334,0.002023747898221406,0.08641975308641975
'0111111111111000000000',0.07836666666666667,0.0014817407180595212,0.024691358024691357,0.06443333333333333,0.0021013223349965996,0.024691358024691357,0.08183333333333333,0.001575506973079534,0.024691358024691357
'1000000000000111111011',0.0547,0.00453725320724628,0.06172839506172839,0.05963333333333334,0.001517307556898805,0.06172839506172839,0.05383333333333334,0.0008178562764256873,0.06172839506172839
'0111111111111000001000',0.06723333333333333,0.004428945196720722,0.04938271604938271,0.06709999999999999,0.001019803902718558,0.04938271604938271,0.05673333333333333,0.002332857094256358,0.04938271604938271
'1010000100011100000110',0.005666666666666666,0.0005557777333511022,0.2839506172839506,,,,0.019333333333333334,0.0016110727964792773,0.2839506172839506
'0111111111111000000001',0.07793333333333334,0.0010780641085864177,0.024691358024691357,0.0704,0.0019252705437591505,0.024691358024691357,0.07206666666666667,0.002163844315615664,0.024691358024691357
'1010000100011100000011',0.002433333333333333,0.0004109609335312651,0.32098765432098764,,,,0.009633333333333332,0.0010873004286866728,0.32098765432098764
'0101111011100011111001',0.006333333333333333,0.0008259674462242577,0.2839506172839506,,,,0.02,0.0008640987597877153,0.2839506172839506
'0111111111111000001101',0.038933333333333334,0.0013912424503139472,0.08641975308641975,0.056466666666666665,0.0011671427600007751,0.08641975308641975,0.03203333333333333,0.0016996731711975948,0.08641975308641975
'1010000100011100000010',0.0034000000000000002,0.0007483314773547884,0.2962962962962963,,,,0.0111,0.0008485281374238568,0.2962962962962963
'1000000000000111110111',0.0651,0.0004898979485566326,0.04938271604938271,0.06943333333333333,0.0018116904322268265,0.04938271604938271,0.05406666666666667,0.001960158723731889,0.04938271604938271
'1000000000000111111010',0.049766666666666674,0.0011145502331533638,0.06172839506172839,0.056499999999999995,0.0019304576314093686,0.06172839506172839,0.0482,0.0022226110770892874,0.06172839506172839
'0111111111111000000101',0.05216666666666667,0.0019223827807061632,0.06172839506172839,0.05636666666666667,0.0010208928554075684,0.06172839506172839,0.04873333333333333,0.002989239962859382,0.06172839506172839
'0111111111111000000100',0.0536,0.0009416297927883691,0.06172839506172839,0.05553333333333333,0.0010530379332620856,0.06172839506172839,0.051666666666666666,0.0017594190960528863,0.06172839506172839
'0101111011100011111000',0.004,0.0004966554808583781,0.30864197530864196,,,,0.011133333333333334,0.0002867441755680872,0.30864197530864196
'0101111011100011111100',0.0026666666666666666,0.0001247219128924647,0.32098765432098764,,,,0.01,0.0006480740698407858,0.32098765432098764
'0101111011100011111101',0.002466666666666667,0.0002494438257849294,0.2962962962962963,,,,0.012433333333333333,0.0015755069730795299,0.2962962962962963
'0111111111111000001100',0.04546666666666666,0.001643843734125062,0.08641975308641975,0.05603333333333333,0.0009672412085697937,0.08641975308641975,0.03456666666666667,0.0006128258770283424,0.08641975308641975
'0101111011110001011101',0.0029999999999999996,0.0007788880963698617,0.30864197530864196,,,,0.0008333333333333334,4.714045207910314e-5,0.30864197530864196
'1010000100011100000111',0.0034000000000000002,0.00014142135623730948,0.30864197530864196,,,,0.012333333333333333,0.00040276819911981907,0.30864197530864196
'1010000100001110100010',0.0031000000000000003,0.0004242640687119286,0.30864197530864196,,,,0.0009000000000000001,0.0004546060565661952,0.30864197530864196
'0101111011100011111011',0.0033000000000000004,0.0005887840577551897,0.30864197530864196,,,,,,
'0101111011100011110011',0.001,0.00028284271247461896,0.3333333333333333,,,,,,
'0101111011100011111010',0.0010333333333333334,9.428090415820637e-5,0.3333333333333333,,,,,,
'1010000100011100000100',0.0032333333333333333,0.0004109609335312651,0.30864197530864196,,,,,,
'1010000100010100100101',0.0018333333333333333,0.0005792715732327589,0.345679012345679,,,,,,
'0101111011101011011010',0.0012666666666666666,4.714045207910318e-5,0.345679012345679,,,,,,
'1010000100010100100100',0.0005333333333333333,0.0001699673171197595,0.345679012345679,,,,,,
'0101111011101011011011',0.0003666666666666666,9.428090415820635e-5,0.345679012345679,,,,,,
'1010000100011100000101',0.0012666666666666666,0.00026246692913372703,0.3333333333333333,,,,,,
'1010000100011100001100',0.0012,0.000282842712474619,0.3333333333333333,,,,,,
'0101111011100011110001',,,,,,,0.007133333333333333,0.0006342099196813484,0.30864197530864196
'0111111110101011001011',,,,,,,0.0007666666666666667,0.00012472191289246472,0.345679012345679
'1010000100011100001110',,,,,,,0.0068000000000000005,0.0005715476066494083,0.30864197530864196
'1000000001010100110100',,,,,,,0.0004333333333333333,9.428090415820635e-5,0.345679012345679
'1010000100011100001011',,,,,,,0.0032333333333333333,0.00012472191289246464,0.345679012345679
'1000000000001110100010',,,,,,,0.0006,0.00016329931618554522,0.24691358024691357
'1000000001010100110101',,,,,,,0.0016666666666666668,0.00016996731711975947,0.345679012345679
'1000000001010101100101',,,,,,,0.0013666666666666664,0.0004109609335312651,0.345679012345679
'0111111110101010011011',,,,,,,0.0008333333333333334,0.00024944382578492944,0.345679012345679
'0101111011100011110100',,,,,,,0.0030666666666666668,0.00016996731711975955,0.345679012345679
'0101111011101011011000',,,,,,,0.0030666666666666668,0.0003299831645537222,0.32098765432098764
'1010000100010100100111',,,,,,,0.0031666666666666666,0.0005557777333511023,0.32098765432098764
'1010000100011100001010',,,,,,,0.004066666666666666,0.00040276819911981907,0.32098765432098764
'0101111011100011110101',,,,,,,0.004166666666666667,0.000524933858267454,0.32098765432098764
'0111111110101011001010',,,,,,,0.0017333333333333333,0.0004714045207910316,0.345679012345679
'0111111110101010011010',,,,,,,0.0012666666666666666,0.00020548046676563254,0.345679012345679
'1000000001010101100100',,,,,,,0.0005,0.0001414213562373095,0.345679012345679
'0111111111110001011101',,,,,,,0.0007999999999999999,0.000282842712474619,0.24691358024691357
