"Network","JSD"
"FOXC2_ZEB1_1_0",0.0189667303440883
"FOXC2_ZEB1_1_2",0.0159420727443209
"GSC_FOXC2_1_0",0.000416495202128576
"GSC_FOXC2_1_2",0.000502875851231262
"GSC_SNAI1_1_0",0.00146323033928739
"GSC_SNAI1_1_2",0.0111694522674865
"GSC_TWIST1_1_0",0.00679154983365114
"GSC_TWIST1_1_2",0.013734989490454
"GSC_ZEB1_1_0",0.00434538598133934
"GSC_ZEB1_1_2",0.0235816131779745
"GSC_ZEB2_1_0",0.00310337720465548
"GSC_ZEB2_1_2",0.011882479452399
"KLF8_CDH1_2_0",0.000451967768265873
"KLF8_CDH1_2_1",0.000397240354656162
"miR-101_KLF8_2_0",0.308082321774863
"miR-101_KLF8_2_1",1
"miR-101_SNAI1_2_0",0.0163010225007767
"miR-101_SNAI1_2_1",0.0166385553563801
"miR-101_ZEB1_2_0",0.0204939736247692
"miR-101_ZEB1_2_1",0.0185594426778499
"miR-101_ZEB2_2_0",0.0147323765212623
"miR-101_ZEB2_2_1",0.0147096260927104
"miR-141_TGF-beta_2_0",0.00030272855785727
"miR-141_TGF-beta_2_1",0.00148343600553952
"miR-141_ZEB1_2_0",0.000332420804555716
"miR-141_ZEB1_2_1",0.0209157750933645
"miR-141_ZEB2_2_0",0.0113517460603209
"miR-141_ZEB2_2_1",0.0161000128577106
"miR-200a_TGF-beta_2_0",0.00364229418582381
"miR-200a_TGF-beta_2_1",0.00516586017790076
"miR-200a_ZEB1_2_0",0.00282815995662436
"miR-200a_ZEB1_2_1",0.0242390109658756
"miR-200a_ZEB2_2_0",0.000417731704097919
"miR-200a_ZEB2_2_1",0.0112766625735414
"miR-200b_TGF-beta_2_0",0.000410878201602847
"miR-200b_TGF-beta_2_1",0.000285141479521888
"miR-200b_ZEB1_2_0",0.010621990677573
"miR-200b_ZEB1_2_1",0.0278984034393511
"miR-200b_ZEB2_2_0",0.0111854201367807
"miR-200b_ZEB2_2_1",0.0169848939664811
"miR-200c_TGF-beta_2_0",0.00372796447267926
"miR-200c_TGF-beta_2_1",0.00508771857092868
"miR-200c_ZEB1_2_0",0.00281395905429647
"miR-200c_ZEB1_2_1",0.0239675507994797
"miR-200c_ZEB2_2_0",0.000615220308970092
"miR-200c_ZEB2_2_1",0.0113126723322184
"miR-205_ZEB1_2_0",0.0123360078088815
"miR-205_ZEB1_2_1",0.0355865463880555
"miR-205_ZEB2_2_0",0.00698084659416408
"miR-205_ZEB2_2_1",0.0180374009560368
"miR-30c_SNAI1_2_0",0.0115343799482598
"miR-30c_SNAI1_2_1",0.0301017472285241
"miR-30c_SNAI2_2_0",0.00178073665203726
"miR-30c_SNAI2_2_1",0.00330887831099223
"miR-30c_ZEB2_2_0",0.00711158025670808
"miR-30c_ZEB2_2_1",0.0132369279260473
"miR-34a_SNAI1_2_0",0.0114108247861067
"miR-34a_SNAI1_2_1",0.0242823885091736
"miR-34a_SNAI2_2_0",0.0276117512088936
"miR-34a_SNAI2_2_1",0.028110285580516
"miR-34a_TWIST2_2_0",0.00161092881423145
"miR-34a_TWIST2_2_1",0.193816857540604
"miR-34a_ZEB1_2_0",0.0137674263640285
"miR-34a_ZEB1_2_1",0.019677455208334
"miR-9_CDH1_2_0",0.000408459903792002
"miR-9_CDH1_2_1",0.000538312726842568
"miR-9_ZEB2_2_0",0.00558587300608414
