"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.910531443093677,-1,-1,-0.964091747133765,-1,-0.910531443093677,-1,-0.783956083797546,-1,-0.917551606600787,-0.925779110342989,1,0.917551606600787,0.910129707932657,0.932999388686176,0.909929938749293,0.0834603740515113,0.244528894244702,0.282245109389005,0.0312631059622054
"FOXC2",-1,1,0.910531443093677,1,1,0.964091747133765,1,0.910531443093677,1,0.783956083797546,1,0.917551606600787,0.925779110342989,-1,-0.917551606600787,-0.910129707932657,-0.932999388686176,-0.909929938749293,-0.0834603740515113,-0.244528894244702,-0.282245109389005,-0.0312631059622054
"GSC",-0.910531443093677,0.910531443093677,1,0.910531443093677,0.910531443093677,0.87462237078484,0.910531443093677,1,0.910531443093677,0.694492924136818,0.910531443093677,0.992979239670549,0.983149115921527,-0.910531443093677,-0.992979239670549,-0.999598864202295,-0.976328185841548,-0.999398193623802,-0.152875609440608,-0.169099956059595,-0.357673416389079,-0.0573261074095134
"KLF8",-1,1,0.910531443093677,1,1,0.964091747133765,1,0.910531443093677,1,0.783956083797546,1,0.917551606600787,0.925779110342989,-1,-0.917551606600787,-0.910129707932657,-0.932999388686176,-0.909929938749293,-0.0834603740515113,-0.244528894244702,-0.282245109389005,-0.0312631059622054
"SNAI1",-1,1,0.910531443093677,1,1,0.964091747133765,1,0.910531443093677,1,0.783956083797546,1,0.917551606600787,0.925779110342989,-1,-0.917551606600787,-0.910129707932657,-0.932999388686176,-0.909929938749293,-0.0834603740515113,-0.244528894244702,-0.282245109389005,-0.0312631059622054
"SNAI2",-0.964091747133765,0.964091747133765,0.87462237078484,0.964091747133765,0.964091747133765,1,0.964091747133765,0.87462237078484,0.964091747133765,0.819864633551716,0.964091747133765,0.881642932484049,0.891073356729847,-0.964091747133765,-0.881642932484049,-0.874622009442592,-0.898293974895206,-0.874823211306436,-0.0788470304159526,-0.280436794644421,-0.318153159891773,-0.0298571665139289
"TCF3",-1,1,0.910531443093677,1,1,0.964091747133765,1,0.910531443093677,1,0.783956083797546,1,0.917551606600787,0.925779110342989,-1,-0.917551606600787,-0.910129707932657,-0.932999388686176,-0.909929938749293,-0.0834603740515113,-0.244528894244702,-0.282245109389005,-0.0312631059622054
"TGF-beta",-0.910531443093677,0.910531443093677,1,0.910531443093677,0.910531443093677,0.87462237078484,0.910531443093677,1,0.910531443093677,0.694492924136818,0.910531443093677,0.992979239670549,0.983149115921527,-0.910531443093677,-0.992979239670549,-0.999598864202295,-0.976328185841548,-0.999398193623802,-0.152875609440608,-0.169099956059595,-0.357673416389079,-0.0573261074095134
"TWIST1",-1,1,0.910531443093677,1,1,0.964091747133765,1,0.910531443093677,1,0.783956083797546,1,0.917551606600787,0.925779110342989,-1,-0.917551606600787,-0.910129707932657,-0.932999388686176,-0.909929938749293,-0.0834603740515113,-0.244528894244702,-0.282245109389005,-0.0312631059622054
"TWIST2",-0.783956083797546,0.783956083797546,0.694492924136818,0.783956083797546,0.783956083797546,0.819864633551716,0.783956083797546,0.694492924136818,0.783956083797546,1,0.783956083797546,0.701510768585694,0.711346990030974,-0.783956083797546,-0.701510768585694,-0.694892729543603,-0.71816433963734,-0.695095484486198,-0.0595798794142488,-0.146037639763988,-0.498294772996032,-0.0162459439167076
"VIM",-1,1,0.910531443093677,1,1,0.964091747133765,1,0.910531443093677,1,0.783956083797546,1,0.917551606600787,0.925779110342989,-1,-0.917551606600787,-0.910129707932657,-0.932999388686176,-0.909929938749293,-0.0834603740515113,-0.244528894244702,-0.282245109389005,-0.0312631059622054
"ZEB1",-0.917551606600787,0.917551606600787,0.992979239670549,0.917551606600787,0.917551606600787,0.881642932484049,0.917551606600787,0.992979239670549,0.917551606600787,0.701510768585694,0.917551606600787,1,0.97612921528332,-0.917551606600787,-1,-0.992577719400077,-0.983350078475264,-0.992377629386234,-0.145851214891385,-0.162079709273629,-0.364693663377406,-0.0503128589943239
"ZEB2",-0.925779110342989,0.925779110342989,0.983149115921527,0.925779110342989,0.925779110342989,0.891073356729847,0.925779110342989,0.983149115921527,0.925779110342989,0.711346990030974,0.925779110342989,0.97612921528332,1,-0.925779110342989,-0.97612921528332,-0.983550774622577,-0.992778376511299,-0.983750784563601,-0.137632188475656,-0.185950299519446,-0.342428317430641,-0.0677515252962949
"miR-101",1,-1,-0.910531443093677,-1,-1,-0.964091747133765,-1,-0.910531443093677,-1,-0.783956083797546,-1,-0.917551606600787,-0.925779110342989,1,0.917551606600787,0.910129707932657,0.932999388686176,0.909929938749293,0.0834603740515113,0.244528894244702,0.282245109389005,0.0312631059622054
"miR-141",0.917551606600787,-0.917551606600787,-0.992979239670549,-0.917551606600787,-0.917551606600787,-0.881642932484049,-0.917551606600787,-0.992979239670549,-0.917551606600787,-0.701510768585694,-0.917551606600787,-1,-0.97612921528332,0.917551606600787,1,0.992577719400077,0.983350078475264,0.992377629386234,0.145851214891385,0.162079709273629,0.364693663377406,0.0503128589943239
"miR-200a",0.910129707932657,-0.910129707932657,-0.999598864202295,-0.910129707932657,-0.910129707932657,-0.874622009442592,-0.910129707932657,-0.999598864202295,-0.910129707932657,-0.694892729543603,-0.910129707932657,-0.992577719400077,-0.983550774622577,0.910129707932657,0.992577719400077,1,0.976328319674874,0.999398355954842,0.153275509780047,0.169501509482082,0.358074222461751,0.0577305823783095
"miR-200b",0.932999388686176,-0.932999388686176,-0.976328185841548,-0.932999388686176,-0.932999388686176,-0.898293974895206,-0.932999388686176,-0.976328185841548,-0.932999388686176,-0.71816433963734,-0.932999388686176,-0.983350078475264,-0.992778376511299,0.932999388686176,0.983350078475264,0.976328319674874,1,0.976528786694121,0.130407761947485,0.178729021350838,0.349247993752615,0.0605359045350731
"miR-200c",0.909929938749293,-0.909929938749293,-0.999398193623802,-0.909929938749293,-0.909929938749293,-0.874823211306436,-0.909929938749293,-0.999398193623802,-0.909929938749293,-0.695095484486198,-0.909929938749293,-0.992377629386234,-0.983750784563601,0.909929938749293,0.992377629386234,0.999398355954842,0.976528786694121,1,0.153478091888714,0.169701611925576,0.358275456410491,0.0579263229238229
"miR-205",0.0834603740515113,-0.0834603740515113,-0.152875609440608,-0.0834603740515113,-0.0834603740515113,-0.0788470304159526,-0.0834603740515113,-0.152875609440608,-0.0834603740515113,-0.0595798794142488,-0.0834603740515113,-0.145851214891385,-0.137632188475656,0.0834603740515113,0.145851214891385,0.153275509780047,0.130407761947485,0.153478091888714,1,-0.00240288650604893,0.0770337696885652,-0.0033900793324985
"miR-30c",0.244528894244702,-0.244528894244702,-0.169099956059595,-0.244528894244702,-0.244528894244702,-0.280436794644421,-0.244528894244702,-0.169099956059595,-0.244528894244702,-0.146037639763988,-0.244528894244702,-0.162079709273629,-0.185950299519446,0.244528894244702,0.162079709273629,0.169501509482082,0.178729021350838,0.169701611925576,-0.00240288650604893,1,-0.09689268951545,0.0100152509368301
"miR-34a",0.282245109389005,-0.282245109389005,-0.357673416389079,-0.282245109389005,-0.282245109389005,-0.318153159891773,-0.282245109389005,-0.357673416389079,-0.282245109389005,-0.498294772996032,-0.282245109389005,-0.364693663377406,-0.342428317430641,0.282245109389005,0.364693663377406,0.358074222461751,0.349247993752615,0.358275456410491,0.0770337696885652,-0.09689268951545,1,0.00801591013174139
"miR-9",0.0312631059622054,-0.0312631059622054,-0.0573261074095134,-0.0312631059622054,-0.0312631059622054,-0.0298571665139289,-0.0312631059622054,-0.0573261074095134,-0.0312631059622054,-0.0162459439167076,-0.0312631059622054,-0.0503128589943239,-0.0677515252962949,0.0312631059622054,0.0503128589943239,0.0577305823783095,0.0605359045350731,0.0579263229238229,-0.0033900793324985,0.0100152509368301,0.00801591013174139,1
