"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.899586738081759,-1,-1,-1,-1,-0.899586738081759,-1,-1,-0.948686794632841,-0.911013524273476,-0.905795764846016,1,0.911013524273476,0.899586738081759,0.917222413560017,0.899586738081759,0.055956366879993,0.230715138716372,0.971135167397971,0.0215733330780874
"FOXC2",-1,1,0.899586738081759,1,1,1,1,0.899586738081759,1,1,0.948686794632841,0.911013524273476,0.905795764846016,-1,-0.911013524273476,-0.899586738081759,-0.917222413560017,-0.899586738081759,-0.055956366879993,-0.230715138716372,-0.971135167397971,-0.0215733330780874
"GSC",-0.899586738081759,0.899586738081759,1,0.899586738081759,0.899586738081759,0.899586738081759,0.899586738081759,1,0.899586738081759,0.899586738081759,0.950893888493634,0.988574710130367,0.993786704208412,-0.899586738081759,-0.988574710130367,-1,-0.982361170217047,-1,-0.148742918603918,-0.191622307518146,-0.928447064570924,-0.0518827183518331
"KLF8",-1,1,0.899586738081759,1,1,1,1,0.899586738081759,1,1,0.948686794632841,0.911013524273476,0.905795764846016,-1,-0.911013524273476,-0.899586738081759,-0.917222413560017,-0.899586738081759,-0.055956366879993,-0.230715138716372,-0.971135167397971,-0.0215733330780874
"SNAI1",-1,1,0.899586738081759,1,1,1,1,0.899586738081759,1,1,0.948686794632841,0.911013524273476,0.905795764846016,-1,-0.911013524273476,-0.899586738081759,-0.917222413560017,-0.899586738081759,-0.055956366879993,-0.230715138716372,-0.971135167397971,-0.0215733330780874
"SNAI2",-1,1,0.899586738081759,1,1,1,1,0.899586738081759,1,1,0.948686794632841,0.911013524273476,0.905795764846016,-1,-0.911013524273476,-0.899586738081759,-0.917222413560017,-0.899586738081759,-0.055956366879993,-0.230715138716372,-0.971135167397971,-0.0215733330780874
"TCF3",-1,1,0.899586738081759,1,1,1,1,0.899586738081759,1,1,0.948686794632841,0.911013524273476,0.905795764846016,-1,-0.911013524273476,-0.899586738081759,-0.917222413560017,-0.899586738081759,-0.055956366879993,-0.230715138716372,-0.971135167397971,-0.0215733330780874
"TGF-beta",-0.899586738081759,0.899586738081759,1,0.899586738081759,0.899586738081759,0.899586738081759,0.899586738081759,1,0.899586738081759,0.899586738081759,0.950893888493634,0.988574710130367,0.993786704208412,-0.899586738081759,-0.988574710130367,-1,-0.982361170217047,-1,-0.148742918603918,-0.191622307518146,-0.928447064570924,-0.0518827183518331
"TWIST1",-1,1,0.899586738081759,1,1,1,1,0.899586738081759,1,1,0.948686794632841,0.911013524273476,0.905795764846016,-1,-0.911013524273476,-0.899586738081759,-0.917222413560017,-0.899586738081759,-0.055956366879993,-0.230715138716372,-0.971135167397971,-0.0215733330780874
"TWIST2",-1,1,0.899586738081759,1,1,1,1,0.899586738081759,1,1,0.948686794632841,0.911013524273476,0.905795764846016,-1,-0.911013524273476,-0.899586738081759,-0.917222413560017,-0.899586738081759,-0.055956366879993,-0.230715138716372,-0.971135167397971,-0.0215733330780874
