"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.893449188919872,-1,-1,-1,-1,-0.893449188919872,-1,-1,-1,-0.907875775450577,-0.900859311826927,1,0.907875775450577,0.893449188919872,0.915285567654027,0.893449188919872,0.0593267369290671,0.228072320519693,0.96915744704364,0.018048703465345
"FOXC2",-1,1,0.893449188919871,1,1,1,1,0.893449188919871,1,1,1,0.907875775450577,0.900859311826927,-1,-0.907875775450577,-0.893449188919871,-0.915285567654027,-0.893449188919871,-0.0593267369290671,-0.228072320519693,-0.96915744704364,-0.018048703465345
"GSC",-0.893449188919872,0.893449188919871,1,0.893449188919871,0.893449188919871,0.893449188919871,0.893449188919871,1,0.893449188919871,0.893449188919871,0.893449188919871,0.985580806159482,0.992589436711226,-0.893449188919872,-0.985580806159482,-1,-0.978169965956105,-1,-0.15745298417679,-0.188030155059921,-0.924291874962732,-0.0588991435245165
"KLF8",-1,1,0.893449188919871,1,1,1,1,0.893449188919871,1,1,1,0.907875775450577,0.900859311826927,-1,-0.907875775450577,-0.893449188919871,-0.915285567654027,-0.893449188919871,-0.0593267369290671,-0.228072320519693,-0.96915744704364,-0.018048703465345
"SNAI1",-1,1,0.893449188919871,1,1,1,1,0.893449188919871,1,1,1,0.907875775450577,0.900859311826927,-1,-0.907875775450577,-0.893449188919871,-0.915285567654027,-0.893449188919871,-0.0593267369290671,-0.228072320519693,-0.96915744704364,-0.018048703465345
"SNAI2",-1,1,0.893449188919871,1,1,1,1,0.893449188919871,1,1,1,0.907875775450577,0.900859311826927,-1,-0.907875775450577,-0.893449188919871,-0.915285567654027,-0.893449188919871,-0.0593267369290671,-0.228072320519693,-0.96915744704364,-0.018048703465345
"TCF3",-1,1,0.893449188919871,1,1,1,1,0.893449188919871,1,1,1,0.907875775450577,0.900859311826927,-1,-0.907875775450577,-0.893449188919871,-0.915285567654027,-0.893449188919871,-0.0593267369290671,-0.228072320519693,-0.96915744704364,-0.018048703465345
"TGF-beta",-0.893449188919872,0.893449188919871,1,0.893449188919871,0.893449188919871,0.893449188919871,0.893449188919871,1,0.893449188919871,0.893449188919871,0.893449188919871,0.985580806159482,0.992589436711226,-0.893449188919872,-0.985580806159482,-1,-0.978169965956105,-1,-0.15745298417679,-0.188030155059921,-0.924291874962732,-0.0588991435245165
"TWIST1",-1,1,0.893449188919871,1,1,1,1,0.893449188919871,1,1,1,0.907875775450577,0.900859311826927,-1,-0.907875775450577,-0.893449188919871,-0.915285567654027,-0.893449188919871,-0.0593267369290671,-0.228072320519693,-0.96915744704364,-0.018048703465345
"TWIST2",-1,1,0.893449188919871,1,1,1,1,0.893449188919871,1,1,1,0.907875775450577,0.900859311826927,-1,-0.907875775450577,-0.893449188919871,-0.915285567654027,-0.893449188919871,-0.0593267369290671,-0.228072320519693,-0.96915744704364,-0.018048703465345
