"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.883409041928899,-0.134399137702229,-1,-1,-1,-0.883409041928899,-1,-0.998193797793418,-1,-0.891437290731579,-0.889831640971043,0.134399137702229,0.891437290731579,0.880604424000787,0.902068940721545,0.879599522161273,0.0679191555407434,0.241318160917536,0.972704349318418,0.0237904587970538
"FOXC2",-1,1,0.883409041928899,0.134399137702229,1,1,1,0.883409041928899,1,0.998193797793418,1,0.891437290731579,0.889831640971043,-0.134399137702229,-0.891437290731579,-0.880604424000787,-0.902068940721545,-0.879599522161273,-0.0679191555407434,-0.241318160917536,-0.972704349318417,-0.0237904587970538
"GSC",-0.883409041928899,0.883409041928899,1,0.117311167703206,0.883409041928899,0.883409041928899,0.883409041928899,1,0.883409041928899,0.881599535859161,0.883409041928899,0.988359257283677,0.988760662204929,-0.117311167703206,-0.988359257283677,-0.997190486671418,-0.981335167161833,-0.996186833593178,-0.159660014415187,-0.163676107478516,-0.907086225946703,-0.0524836143914783
"KLF8",-0.134399137702229,0.134399137702229,0.117311167703206,1,0.134399137702229,0.134399137702229,0.134399137702229,0.117311167703206,0.134399137702229,0.136202554247642,0.134399137702229,0.124135109089216,0.124937925722864,-1,-0.124135109089216,-0.120117771197118,-0.127551260048113,-0.121122098655091,0.0197558425069841,0.000879648446795535,-0.110709912783092,0.000907711036298135
"SNAI1",-1,1,0.883409041928899,0.134399137702229,1,1,1,0.883409041928899,1,0.998193797793418,1,0.891437290731579,0.889831640971043,-0.134399137702229,-0.891437290731579,-0.880604424000787,-0.902068940721545,-0.879599522161273,-0.0679191555407434,-0.241318160917536,-0.972704349318417,-0.0237904587970538
"SNAI2",-1,1,0.883409041928899,0.134399137702229,1,1,1,0.883409041928899,1,0.998193797793418,1,0.891437290731579,0.889831640971043,-0.134399137702229,-0.891437290731579,-0.880604424000787,-0.902068940721545,-0.879599522161273,-0.0679191555407434,-0.241318160917536,-0.972704349318417,-0.0237904587970538
"TCF3",-1,1,0.883409041928899,0.134399137702229,1,1,1,0.883409041928899,1,0.998193797793418,1,0.891437290731579,0.889831640971043,-0.134399137702229,-0.891437290731579,-0.880604424000787,-0.902068940721545,-0.879599522161273,-0.0679191555407434,-0.241318160917536,-0.972704349318417,-0.0237904587970538
"TGF-beta",-0.883409041928899,0.883409041928899,1,0.117311167703206,0.883409041928899,0.883409041928899,0.883409041928899,1,0.883409041928899,0.881599535859161,0.883409041928899,0.988359257283677,0.988760662204929,-0.117311167703206,-0.988359257283677,-0.997190486671418,-0.981335167161833,-0.996186833593178,-0.159660014415187,-0.163676107478516,-0.907086225946703,-0.0524836143914783
"TWIST1",-1,1,0.883409041928899,0.134399137702229,1,1,1,0.883409041928899,1,0.998193797793418,1,0.891437290731579,0.889831640971043,-0.134399137702229,-0.891437290731579,-0.880604424000787,-0.902068940721545,-0.879599522161273,-0.0679191555407434,-0.241318160917536,-0.972704349318417,-0.0237904587970538
"TWIST2",-0.998193797793418,0.998193797793418,0.881599535859161,0.136202554247642,0.998193797793418,0.998193797793418,0.998193797793418,0.881599535859161,0.998193797793418,1,0.998193797793418,0.89324045582612,0.888022112392656,-0.136202554247642,-0.89324045582612,-0.879597266037261,-0.900259972760254,-0.880599544379411,-0.0697272710314047,-0.239514380176335,-0.974510272626015,-0.023187593852254
