"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-0.994982746589203,0.934571495664042,-0.994982746589203,-0.994982746589203,-0.976521065328088,-0.994982746589203,-0.934571495664042,-0.994982746589203,-0.968892069597218,-0.989362858784629,-0.939387070559909,-0.940189917496307,0.994982746589203,0.939387070559909,0.933767817507177,0.935374347839862,0.933370593837834,0.0298679447514794,0.260199449803103,0.939588880114068,-0.00672192060165912
"FOXC2",-0.994982746589203,1,-0.929550913278851,1,1,0.971500534744922,1,0.929550913278851,1,0.963872330666399,0.984344500508053,0.9343673567169,0.935170208666188,-1,-0.9343673567169,-0.928747649747365,-0.930353770467593,-0.928348740145803,-0.024860943239852,-0.261201693200543,-0.938582818131983,0.00170398534666713
"GSC",0.934571495664042,-0.929550913278851,1,-0.929550913278851,-0.929550913278851,-0.958050081422409,-0.929550913278851,-1,-0.929550913278851,-0.965677733677081,-0.945206628459317,-0.99518314423255,-0.987957377139692,0.929550913278851,0.99518314423255,0.99438002161646,0.999197131750156,0.994782024170079,0.0756631800746858,0.227279941729476,0.99096776761492,0.0306108078857901
"KLF8",-0.994982746589203,1,-0.929550913278851,1,1,0.971500534744922,1,0.929550913278851,1,0.963872330666399,0.984344500508053,0.9343673567169,0.935170208666188,-1,-0.9343673567169,-0.928747649747365,-0.930353770467593,-0.928348740145803,-0.024860943239852,-0.261201693200543,-0.938582818131983,0.00170398534666713
"SNAI1",-0.994982746589203,1,-0.929550913278851,1,1,0.971500534744922,1,0.929550913278851,1,0.963872330666399,0.984344500508053,0.9343673567169,0.935170208666188,-1,-0.9343673567169,-0.928747649747365,-0.930353770467593,-0.928348740145803,-0.024860943239852,-0.261201693200543,-0.938582818131983,0.00170398534666713
"SNAI2",-0.976521065328088,0.971500534744922,-0.958050081422409,0.971500534744922,0.971500534744922,1,0.971500534744922,0.958050081422409,0.971500534744922,0.992373098503552,0.98715627704475,0.953233652224798,0.947613601417349,-0.971500534744922,-0.953233652224798,-0.952430314141519,-0.958852951063009,-0.952831393467304,-0.0381305123251436,-0.250762933412193,-0.94901794465551,-0.00150795434545251
"TCF3",-0.994982746589203,1,-0.929550913278851,1,1,0.971500534744922,1,0.929550913278851,1,0.963872330666399,0.984344500508053,0.9343673567169,0.935170208666188,-1,-0.9343673567169,-0.928747649747365,-0.930353770467593,-0.928348740145803,-0.024860943239852,-0.261201693200543,-0.938582818131983,0.00170398534666713
"TGF-beta",-0.934571495664042,0.929550913278851,-1,0.929550913278851,0.929550913278851,0.958050081422409,0.929550913278851,1,0.929550913278851,0.965677733677081,0.945206628459317,0.99518314423255,0.987957377139692,-0.929550913278851,-0.99518314423255,-0.99438002161646,-0.999197131750156,-0.994782024170079,-0.0756631800746858,-0.227279941729476,-0.99096776761492,-0.0306108078857901
"TWIST1",-0.994982746589203,1,-0.929550913278851,1,1,0.971500534744922,1,0.929550913278851,1,0.963872330666399,0.984344500508053,0.9343673567169,0.935170208666188,-1,-0.9343673567169,-0.928747649747365,-0.930353770467593,-0.928348740145803,-0.024860943239852,-0.261201693200543,-0.938582818131983,0.00170398534666713
"TWIST2",-0.968892069597218,0.963872330666399,-0.965677733677081,0.963872330666399,0.963872330666399,0.992373098503552,0.963872330666399,0.965677733677081,0.963872330666399,1,0.979527968273652,0.960860642324667,0.953634911035091,-0.963872330666399,-0.960860642324667,-0.960057656178773,-0.964874869405406,-0.960460131409892,-0.0413331617331698,-0.243136627526227,-0.95664548325666,-0.00431762541489808
