"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-0.972088484780287,-0.844780057915231,-0.972088484780287,-0.972088484780287,-0.981527382057014,-0.982329385800262,-0.844780057915231,-0.982329385800262,-0.982329385800262,-0.97831330130139,-0.858235780067818,-0.857230546326765,0.972088484780287,0.858235780067818,0.846186668424872,0.869880878344106,0.846988643650383,0.0453881652403944,0.270112159307509,0.933947111907202,-0.00882516030374215
"FOXC2",-0.972088484780287,1,0.872690821514308,1,1,0.95642807816162,0.954418107622275,0.872690821514308,0.954418107622275,0.954418107622275,0.993775106381133,0.879318674521753,0.876707322193773,-1,-0.879318674521753,-0.870081029722253,-0.885341685294963,-0.870481823324655,-0.0435844471095202,-0.249033735161449,-0.955028964344328,-0.00905376550692801
"GSC",-0.844780057915231,0.872690821514308,1,0.872690821514308,0.872690821514308,0.829121586148156,0.827110158664257,1,0.827110158664257,0.827110158664257,0.866466191763152,0.985341704883793,0.987550167995512,-0.872690821514308,-0.985341704883793,-0.997389714159819,-0.974899405506725,-0.997791168565504,-0.161264722185796,-0.190811526081079,-0.90964171892124,-0.0468199040546597
"KLF8",-0.972088484780287,1,0.872690821514308,1,1,0.95642807816162,0.954418107622275,0.872690821514308,0.954418107622275,0.954418107622275,0.993775106381133,0.879318674521753,0.876707322193773,-1,-0.879318674521753,-0.870081029722253,-0.885341685294963,-0.870481823324655,-0.0435844471095202,-0.249033735161449,-0.955028964344328,-0.00905376550692801
"SNAI1",-0.972088484780287,1,0.872690821514308,1,1,0.95642807816162,0.954418107622275,0.872690821514308,0.954418107622275,0.954418107622275,0.993775106381133,0.879318674521753,0.876707322193773,-1,-0.879318674521753,-0.870081029722253,-0.885341685294963,-0.870481823324655,-0.0435844471095202,-0.249033735161449,-0.955028964344328,-0.00905376550692801
"SNAI2",-0.981527382057014,0.95642807816162,0.829121586148156,0.95642807816162,0.95642807816162,1,0.997992692937785,0.829121586148156,0.997992692937785,0.997992692937785,0.962652574834778,0.839767598810109,0.841572696756549,-0.95642807816162,-0.839767598810109,-0.829324308061548,-0.854222711902154,-0.829723425650068,-0.0385513695128526,-0.288567956147232,-0.915482253929277,-0.00963269031311243
"TCF3",-0.982329385800262,0.954418107622275,0.827110158664257,0.954418107622275,0.954418107622275,0.997992692937785,1,0.827110158664257,1,1,0.960642846835144,0.841771049183473,0.839560782973739,-0.954418107622275,-0.841771049183473,-0.82972180403851,-0.852211041309505,-0.829318672661283,-0.0405664521896307,-0.28657429484776,-0.917483064778156,-0.00884225492680028
"TGF-beta",-0.844780057915231,0.872690821514308,1,0.872690821514308,0.872690821514308,0.829121586148156,0.827110158664257,1,0.827110158664257,0.827110158664257,0.866466191763152,0.985341704883793,0.987550167995512,-0.872690821514308,-0.985341704883793,-0.997389714159819,-0.974899405506725,-0.997791168565504,-0.161264722185796,-0.190811526081079,-0.90964171892124,-0.0468199040546597
"TWIST1",-0.982329385800262,0.954418107622275,0.827110158664257,0.954418107622275,0.954418107622275,0.997992692937785,1,0.827110158664257,1,1,0.960642846835144,0.841771049183473,0.839560782973739,-0.954418107622275,-0.841771049183473,-0.82972180403851,-0.852211041309505,-0.829318672661283,-0.0405664521896307,-0.28657429484776,-0.917483064778156,-0.00884225492680028
"TWIST2",-0.982329385800262,0.954418107622275,0.827110158664257,0.954418107622275,0.954418107622275,0.997992692937785,1,0.827110158664257,1,1,0.960642846835144,0.841771049183473,0.839560782973739,-0.954418107622275,-0.841771049183473,-0.82972180403851,-0.852211041309505,-0.829318672661283,-0.0405664521896307,-0.28657429484776,-0.917483064778156,-0.00884225492680028
