"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.807578705039719,-1,-1,-1,-1,-0.807578705039719,-1,-1,-1,-0.868308849699477,-0.839241982560672,1,0.868308849699477,0.815788882165754,0.807578705039719,0.815596593820784,0.0535848577530162,0.218897578293448,0.946689075391195,0.0157978571786645
"FOXC2",-1,1,0.807578705039719,1,1,1,1,0.807578705039719,1,1,1,0.868308849699477,0.839241982560672,-1,-0.868308849699477,-0.815788882165754,-0.807578705039719,-0.815596593820784,-0.0535848577530162,-0.218897578293448,-0.946689075391195,-0.0157978571786644
"GSC",-0.807578705039719,0.807578705039719,1,0.807578705039719,0.807578705039719,0.807578705039719,0.807578705039719,1,0.807578705039719,0.807578705039719,0.807578705039719,0.939266412663021,0.968331742680156,-0.807578705039719,-0.939266412663021,-0.991784188386515,-1,-0.99198227873072,-0.190255142686258,-0.171182137094181,-0.860892535977997,-0.076352725663238
"KLF8",-1,1,0.807578705039719,1,1,1,1,0.807578705039719,1,1,1,0.868308849699477,0.839241982560672,-1,-0.868308849699477,-0.815788882165754,-0.807578705039719,-0.815596593820784,-0.0535848577530162,-0.218897578293448,-0.946689075391195,-0.0157978571786644
"SNAI1",-1,1,0.807578705039719,1,1,1,1,0.807578705039719,1,1,1,0.868308849699477,0.839241982560672,-1,-0.868308849699477,-0.815788882165754,-0.807578705039719,-0.815596593820784,-0.0535848577530162,-0.218897578293448,-0.946689075391195,-0.0157978571786644
"SNAI2",-1,1,0.807578705039719,1,1,1,1,0.807578705039719,1,1,1,0.868308849699477,0.839241982560672,-1,-0.868308849699477,-0.815788882165754,-0.807578705039719,-0.815596593820784,-0.0535848577530162,-0.218897578293448,-0.946689075391195,-0.0157978571786644
"TCF3",-1,1,0.807578705039719,1,1,1,1,0.807578705039719,1,1,1,0.868308849699477,0.839241982560672,-1,-0.868308849699477,-0.815788882165754,-0.807578705039719,-0.815596593820784,-0.0535848577530162,-0.218897578293448,-0.946689075391195,-0.0157978571786644
"TGF-beta",-0.807578705039719,0.807578705039719,1,0.807578705039719,0.807578705039719,0.807578705039719,0.807578705039719,1,0.807578705039719,0.807578705039719,0.807578705039719,0.939266412663021,0.968331742680156,-0.807578705039719,-0.939266412663021,-0.991784188386515,-1,-0.99198227873072,-0.190255142686258,-0.171182137094181,-0.860892535977997,-0.076352725663238
"TWIST1",-1,1,0.807578705039719,1,1,1,1,0.807578705039719,1,1,1,0.868308849699477,0.839241982560672,-1,-0.868308849699477,-0.815788882165754,-0.807578705039719,-0.815596593820784,-0.0535848577530162,-0.218897578293448,-0.946689075391195,-0.0157978571786644
"TWIST2",-1,1,0.807578705039719,1,1,1,1,0.807578705039719,1,1,1,0.868308849699477,0.839241982560672,-1,-0.868308849699477,-0.815788882165754,-0.807578705039719,-0.815596593820784,-0.0535848577530162,-0.218897578293448,-0.946689075391195,-0.0157978571786644
"VIM",-1,1,0.807578705039719,1,1,1,1,0.807578705039719,1,1,1,0.868308849699477,0.839241982560672,-1,-0.868308849699477,-0.815788882165754,-0.807578705039719,-0.815596593820784,-0.0535848577530162,-0.218897578293448,-0.946689075391195,-0.0157978571786644
"ZEB1",-0.868308849699477,0.868308849699477,0.939266412663021,0.868308849699477,0.868308849699477,0.868308849699477,0.868308849699477,0.939266412663021,0.868308849699477,0.868308849699477,0.868308849699477,1,0.907594656766803,-0.868308849699477,-1,-0.938663834528586,-0.939266412663021,-0.937662859615,-0.160802279362486,-0.134904807720522,-0.921627329134786,-0.0292410638640186
"ZEB2",-0.839241982560672,0.839241982560672,0.968331742680156,0.839241982560672,0.839241982560672,0.839241982560672,0.839241982560672,0.968331742680156,0.839241982560672,0.839241982560672,0.839241982560672,0.907594656766803,1,-0.839241982560672,-0.907594656766803,-0.968930792819192,-0.968331742680156,-0.969935300463557,-0.176643725360507,-0.202856528334757,-0.84004712000806,-0.0959866722620774
"miR-101",1,-1,-0.807578705039719,-1,-1,-1,-1,-0.807578705039719,-1,-1,-1,-0.868308849699477,-0.839241982560672,1,0.868308849699477,0.815788882165754,0.807578705039719,0.815596593820784,0.0535848577530162,0.218897578293448,0.946689075391195,0.0157978571786645
"miR-141",0.868308849699477,-0.868308849699477,-0.939266412663021,-0.868308849699477,-0.868308849699477,-0.868308849699477,-0.868308849699477,-0.939266412663021,-0.868308849699477,-0.868308849699477,-0.868308849699477,-1,-0.907594656766803,0.868308849699477,1,0.938663834528586,0.939266412663021,0.937662859615,0.160802279362486,0.134904807720522,0.921627329134786,0.0292410638640186
"miR-200a",0.815788882165754,-0.815788882165754,-0.991784188386515,-0.815788882165754,-0.815788882165754,-0.815788882165754,-0.815788882165754,-0.991784188386515,-0.815788882165754,-0.815788882165754,-0.815788882165754,-0.938663834528586,-0.968930792819192,0.815788882165754,0.938663834528586,1,0.991784188386515,0.983766390932889,0.182057877237861,0.171788189619677,0.860292310147041,0.0729343676711864
"miR-200b",0.807578705039719,-0.807578705039719,-1,-0.807578705039719,-0.807578705039719,-0.807578705039719,-0.807578705039719,-1,-0.807578705039719,-0.807578705039719,-0.807578705039719,-0.939266412663021,-0.968331742680156,0.807578705039719,0.939266412663021,0.991784188386515,1,0.99198227873072,0.190255142686258,0.171182137094181,0.860892535977997,0.0763527256632381
"miR-200c",0.815596593820784,-0.815596593820784,-0.99198227873072,-0.815596593820784,-0.815596593820784,-0.815596593820784,-0.815596593820784,-0.99198227873072,-0.815596593820784,-0.815596593820784,-0.815596593820784,-0.937662859615,-0.969935300463557,0.815596593820784,0.937662859615,0.983766390932889,0.99198227873072,1,0.182237150815799,0.17278567468003,0.859288991724141,0.0739473889881363
"miR-205",0.0535848577530162,-0.0535848577530162,-0.190255142686258,-0.0535848577530162,-0.0535848577530162,-0.0535848577530162,-0.0535848577530162,-0.190255142686258,-0.0535848577530162,-0.0535848577530162,-0.0535848577530162,-0.160802279362486,-0.176643725360507,0.0535848577530162,0.160802279362486,0.182057877237861,0.190255142686258,0.182237150815799,1,0.00359570645731138,0.0824131520285829,0.00545815459850219
"miR-30c",0.218897578293448,-0.218897578293448,-0.171182137094181,-0.218897578293448,-0.218897578293448,-0.218897578293448,-0.218897578293448,-0.171182137094181,-0.218897578293448,-0.218897578293448,-0.218897578293448,-0.134904807720522,-0.202856528334757,0.218897578293448,0.134904807720522,0.171788189619677,0.171182137094181,0.17278567468003,0.00359570645731138,1,0.16556975554371,-0.00720866777450783
"miR-34a",0.946689075391195,-0.946689075391195,-0.860892535977997,-0.946689075391195,-0.946689075391195,-0.946689075391195,-0.946689075391195,-0.860892535977997,-0.946689075391195,-0.946689075391195,-0.946689075391195,-0.921627329134786,-0.84004712000806,0.946689075391195,0.921627329134786,0.860292310147041,0.860892535977997,0.859288991724141,0.0824131520285829,0.16556975554371,1,0.0178228665690942
"miR-9",0.0157978571786645,-0.0157978571786644,-0.076352725663238,-0.0157978571786644,-0.0157978571786644,-0.0157978571786644,-0.0157978571786644,-0.076352725663238,-0.0157978571786644,-0.0157978571786644,-0.0157978571786644,-0.0292410638640186,-0.0959866722620774,0.0157978571786645,0.0292410638640186,0.0729343676711864,0.0763527256632381,0.0739473889881363,0.00545815459850219,-0.00720866777450783,0.0178228665690942,1
