"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.934928152178622,-1,-1,-1,-1,-0.934928152178622,-1,-1,-1,-0.934928152178622,-0.95434939999567,1,0.934928152178622,0.934928152178622,0.95434939999567,0.934928152178622,0.0555593305398552,0.213326704289374,0.972770066206503,0.0101320562499753
"FOXC2",-1,1,0.934928152178622,1,1,1,1,0.934928152178622,1,1,1,0.934928152178622,0.95434939999567,-1,-0.934928152178622,-0.934928152178622,-0.95434939999567,-0.934928152178622,-0.0555593305398552,-0.213326704289374,-0.972770066206503,-0.0101320562499753
"GSC",-0.934928152178622,0.934928152178622,1,0.934928152178622,0.934928152178622,0.934928152178622,0.934928152178622,1,0.934928152178622,0.934928152178622,0.934928152178622,1,0.980578907739128,-0.934928152178622,-1,-1,-0.980578907739128,-1,-0.120630908992293,-0.182689804847221,-0.962157846231873,-0.0407739110662647
"KLF8",-1,1,0.934928152178622,1,1,1,1,0.934928152178622,1,1,1,0.934928152178622,0.95434939999567,-1,-0.934928152178622,-0.934928152178622,-0.95434939999567,-0.934928152178622,-0.0555593305398552,-0.213326704289374,-0.972770066206503,-0.0101320562499753
"SNAI1",-1,1,0.934928152178622,1,1,1,1,0.934928152178622,1,1,1,0.934928152178622,0.95434939999567,-1,-0.934928152178622,-0.934928152178622,-0.95434939999567,-0.934928152178622,-0.0555593305398552,-0.213326704289374,-0.972770066206503,-0.0101320562499753
"SNAI2",-1,1,0.934928152178622,1,1,1,1,0.934928152178622,1,1,1,0.934928152178622,0.95434939999567,-1,-0.934928152178622,-0.934928152178622,-0.95434939999567,-0.934928152178622,-0.0555593305398552,-0.213326704289374,-0.972770066206503,-0.0101320562499753
"TCF3",-1,1,0.934928152178622,1,1,1,1,0.934928152178622,1,1,1,0.934928152178622,0.95434939999567,-1,-0.934928152178622,-0.934928152178622,-0.95434939999567,-0.934928152178622,-0.0555593305398552,-0.213326704289374,-0.972770066206503,-0.0101320562499753
"TGF-beta",-0.934928152178622,0.934928152178622,1,0.934928152178622,0.934928152178622,0.934928152178622,0.934928152178622,1,0.934928152178622,0.934928152178622,0.934928152178622,1,0.980578907739128,-0.934928152178622,-1,-1,-0.980578907739128,-1,-0.120630908992293,-0.182689804847221,-0.962157846231873,-0.0407739110662647
"TWIST1",-1,1,0.934928152178622,1,1,1,1,0.934928152178622,1,1,1,0.934928152178622,0.95434939999567,-1,-0.934928152178622,-0.934928152178622,-0.95434939999567,-0.934928152178622,-0.0555593305398552,-0.213326704289374,-0.972770066206503,-0.0101320562499753
"TWIST2",-1,1,0.934928152178622,1,1,1,1,0.934928152178622,1,1,1,0.934928152178622,0.95434939999567,-1,-0.934928152178622,-0.934928152178622,-0.95434939999567,-0.934928152178622,-0.0555593305398552,-0.213326704289374,-0.972770066206503,-0.0101320562499753
"VIM",-1,1,0.934928152178622,1,1,1,1,0.934928152178622,1,1,1,0.934928152178622,0.95434939999567,-1,-0.934928152178622,-0.934928152178622,-0.95434939999567,-0.934928152178622,-0.0555593305398552,-0.213326704289374,-0.972770066206503,-0.0101320562499753
"ZEB1",-0.934928152178622,0.934928152178622,1,0.934928152178622,0.934928152178622,0.934928152178622,0.934928152178622,1,0.934928152178622,0.934928152178622,0.934928152178622,1,0.980578907739128,-0.934928152178622,-1,-1,-0.980578907739128,-1,-0.120630908992293,-0.182689804847221,-0.962157846231873,-0.0407739110662647
"ZEB2",-0.95434939999567,0.95434939999567,0.980578907739128,0.95434939999567,0.95434939999567,0.95434939999567,0.95434939999567,0.980578907739128,0.95434939999567,0.95434939999567,0.95434939999567,0.980578907739128,1,-0.95434939999567,-0.980578907739128,-0.980578907739128,-1,-0.980578907739128,-0.101209749368995,-0.202114254642589,-0.94273669726638,-0.0453718575830935
"miR-101",1,-1,-0.934928152178622,-1,-1,-1,-1,-0.934928152178622,-1,-1,-1,-0.934928152178622,-0.95434939999567,1,0.934928152178622,0.934928152178622,0.95434939999567,0.934928152178622,0.0555593305398552,0.213326704289374,0.972770066206503,0.0101320562499753
"miR-141",0.934928152178622,-0.934928152178622,-1,-0.934928152178622,-0.934928152178622,-0.934928152178622,-0.934928152178622,-1,-0.934928152178622,-0.934928152178622,-0.934928152178622,-1,-0.980578907739128,0.934928152178622,1,1,0.980578907739128,1,0.120630908992293,0.182689804847221,0.962157846231872,0.0407739110662647
"miR-200a",0.934928152178622,-0.934928152178622,-1,-0.934928152178622,-0.934928152178622,-0.934928152178622,-0.934928152178622,-1,-0.934928152178622,-0.934928152178622,-0.934928152178622,-1,-0.980578907739128,0.934928152178622,1,1,0.980578907739128,1,0.120630908992293,0.182689804847221,0.962157846231872,0.0407739110662647
"miR-200b",0.95434939999567,-0.95434939999567,-0.980578907739128,-0.95434939999567,-0.95434939999567,-0.95434939999567,-0.95434939999567,-0.980578907739128,-0.95434939999567,-0.95434939999567,-0.95434939999567,-0.980578907739128,-1,0.95434939999567,0.980578907739128,0.980578907739128,1,0.980578907739128,0.101209749368995,0.202114254642589,0.94273669726638,0.0453718575830935
