"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.905482256539958,-1,-1,-1,-1,-0.905482256539958,-1,-1,-1,-0.905482256539958,-0.913090856654409,1,0.905482256539958,0.905482256539958,0.913090856654409,0.905482256539958,0.0518809891623047,0.210481163378,0.96855892837563,0.0071938531426254
"FOXC2",-1,1,0.905482256539958,1,1,1,1,0.905482256539958,1,1,1,0.905482256539958,0.913090856654409,-1,-0.905482256539958,-0.905482256539958,-0.913090856654409,-0.905482256539958,-0.0518809891623047,-0.210481163378,-0.96855892837563,-0.0071938531426254
"GSC",-0.905482256539958,0.905482256539958,1,0.905482256539958,0.905482256539958,0.905482256539958,0.905482256539958,1,0.905482256539958,0.905482256539958,0.905482256539958,1,0.992389422254844,-0.905482256539958,-1,-1,-0.992389422254844,-1,-0.139994935421067,-0.160428576491539,-0.936916015640357,-0.026039337949507
"KLF8",-1,1,0.905482256539958,1,1,1,1,0.905482256539958,1,1,1,0.905482256539958,0.913090856654409,-1,-0.905482256539958,-0.905482256539958,-0.913090856654409,-0.905482256539958,-0.0518809891623047,-0.210481163378,-0.96855892837563,-0.0071938531426254
"SNAI1",-1,1,0.905482256539958,1,1,1,1,0.905482256539958,1,1,1,0.905482256539958,0.913090856654409,-1,-0.905482256539958,-0.905482256539958,-0.913090856654409,-0.905482256539958,-0.0518809891623047,-0.210481163378,-0.96855892837563,-0.0071938531426254
"SNAI2",-1,1,0.905482256539958,1,1,1,1,0.905482256539958,1,1,1,0.905482256539958,0.913090856654409,-1,-0.905482256539958,-0.905482256539958,-0.913090856654409,-0.905482256539958,-0.0518809891623047,-0.210481163378,-0.96855892837563,-0.0071938531426254
"TCF3",-1,1,0.905482256539958,1,1,1,1,0.905482256539958,1,1,1,0.905482256539958,0.913090856654409,-1,-0.905482256539958,-0.905482256539958,-0.913090856654409,-0.905482256539958,-0.0518809891623047,-0.210481163378,-0.96855892837563,-0.0071938531426254
"TGF-beta",-0.905482256539958,0.905482256539958,1,0.905482256539958,0.905482256539958,0.905482256539958,0.905482256539958,1,0.905482256539958,0.905482256539958,0.905482256539958,1,0.992389422254844,-0.905482256539958,-1,-1,-0.992389422254844,-1,-0.139994935421067,-0.160428576491539,-0.936916015640357,-0.026039337949507
"TWIST1",-1,1,0.905482256539958,1,1,1,1,0.905482256539958,1,1,1,0.905482256539958,0.913090856654409,-1,-0.905482256539958,-0.905482256539958,-0.913090856654409,-0.905482256539958,-0.0518809891623047,-0.210481163378,-0.96855892837563,-0.0071938531426254
"TWIST2",-1,1,0.905482256539958,1,1,1,1,0.905482256539958,1,1,1,0.905482256539958,0.913090856654409,-1,-0.905482256539958,-0.905482256539958,-0.913090856654409,-0.905482256539958,-0.0518809891623047,-0.210481163378,-0.96855892837563,-0.0071938531426254
