"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.894632888153518,-1,-1,-1,-1,-0.894632888153518,-1,-1,-1,-0.906453281545457,-0.904847637542665,1,0.906453281545457,0.894632888153518,0.91666749265126,0.894632888153518,0.0637028138625165,0.220536404965691,0.967147528857669,0.0214296037353887
"FOXC2",-1,1,0.894632888153518,1,1,1,1,0.894632888153518,1,1,1,0.906453281545457,0.904847637542665,-1,-0.906453281545457,-0.894632888153518,-0.91666749265126,-0.894632888153518,-0.0637028138625165,-0.220536404965691,-0.967147528857669,-0.0214296037353887
"GSC",-0.894632888153518,0.894632888153518,1,0.894632888153518,0.894632888153518,0.894632888153518,0.894632888153518,1,0.894632888153518,0.894632888153518,0.894632888153518,0.988181263444207,0.989784129829524,-0.894632888153518,-0.988181263444207,-1,-0.977964791129754,-1,-0.161859259437329,-0.180887489157454,-0.927484484245716,-0.0550866342620807
"KLF8",-1,1,0.894632888153518,1,1,1,1,0.894632888153518,1,1,1,0.906453281545457,0.904847637542665,-1,-0.906453281545457,-0.894632888153518,-0.91666749265126,-0.894632888153518,-0.0637028138625165,-0.220536404965691,-0.967147528857669,-0.0214296037353887
"SNAI1",-1,1,0.894632888153518,1,1,1,1,0.894632888153518,1,1,1,0.906453281545457,0.904847637542665,-1,-0.906453281545457,-0.894632888153518,-0.91666749265126,-0.894632888153518,-0.0637028138625165,-0.220536404965691,-0.967147528857669,-0.0214296037353887
"SNAI2",-1,1,0.894632888153518,1,1,1,1,0.894632888153518,1,1,1,0.906453281545457,0.904847637542665,-1,-0.906453281545457,-0.894632888153518,-0.91666749265126,-0.894632888153518,-0.0637028138625165,-0.220536404965691,-0.967147528857669,-0.0214296037353887
"TCF3",-1,1,0.894632888153518,1,1,1,1,0.894632888153518,1,1,1,0.906453281545457,0.904847637542665,-1,-0.906453281545457,-0.894632888153518,-0.91666749265126,-0.894632888153518,-0.0637028138625165,-0.220536404965691,-0.967147528857669,-0.0214296037353887
"TGF-beta",-0.894632888153518,0.894632888153518,1,0.894632888153518,0.894632888153518,0.894632888153518,0.894632888153518,1,0.894632888153518,0.894632888153518,0.894632888153518,0.988181263444207,0.989784129829524,-0.894632888153518,-0.988181263444207,-1,-0.977964791129754,-1,-0.161859259437329,-0.180887489157454,-0.927484484245716,-0.0550866342620807
"TWIST1",-1,1,0.894632888153518,1,1,1,1,0.894632888153518,1,1,1,0.906453281545457,0.904847637542665,-1,-0.906453281545457,-0.894632888153518,-0.91666749265126,-0.894632888153518,-0.0637028138625165,-0.220536404965691,-0.967147528857669,-0.0214296037353887
"TWIST2",-1,1,0.894632888153518,1,1,1,1,0.894632888153518,1,1,1,0.906453281545457,0.904847637542665,-1,-0.906453281545457,-0.894632888153518,-0.91666749265126,-0.894632888153518,-0.0637028138625165,-0.220536404965691,-0.967147528857669,-0.0214296037353887
"VIM",-1,1,0.894632888153518,1,1,1,1,0.894632888153518,1,1,1,0.906453281545457,0.904847637542665,-1,-0.906453281545457,-0.894632888153518,-0.91666749265126,-0.894632888153518,-0.0637028138625165,-0.220536404965691,-0.967147528857669,-0.0214296037353887
"ZEB1",-0.906453281545457,0.906453281545457,0.988181263444207,0.906453281545457,0.906453281545457,0.906453281545457,0.906453281545457,0.988181263444207,0.906453281545457,0.906453281545457,0.906453281545457,1,0.97796598171964,-0.906453281545457,-1,-0.988181263444207,-0.989784144586863,-0.988181263444207,-0.150040159411324,-0.169073139751272,-0.939304357588602,-0.0432686477504554
"ZEB2",-0.904847637542665,0.904847637542665,0.989784129829524,0.904847637542665,0.904847637542665,0.904847637542665,0.904847637542665,0.989784129829524,0.904847637542665,0.904847637542665,0.904847637542665,0.97796598171964,1,-0.904847637542665,-0.97796598171964,-0.989784129829524,-0.988181234988598,-0.989784129829524,-0.151643336790626,-0.191096062361009,-0.917267281417761,-0.0600931413192991
"miR-101",1,-1,-0.894632888153518,-1,-1,-1,-1,-0.894632888153518,-1,-1,-1,-0.906453281545457,-0.904847637542665,1,0.906453281545457,0.894632888153518,0.91666749265126,0.894632888153518,0.0637028138625165,0.220536404965691,0.967147528857669,0.0214296037353887
"miR-141",0.906453281545457,-0.906453281545457,-0.988181263444207,-0.906453281545457,-0.906453281545457,-0.906453281545457,-0.906453281545457,-0.988181263444207,-0.906453281545457,-0.906453281545457,-0.906453281545457,-1,-0.97796598171964,0.906453281545457,1,0.988181263444207,0.989784144586863,0.988181263444207,0.150040159411324,0.169073139751272,0.939304357588602,0.0432686477504554
"miR-200a",0.894632888153518,-0.894632888153518,-1,-0.894632888153518,-0.894632888153518,-0.894632888153518,-0.894632888153518,-1,-0.894632888153518,-0.894632888153518,-0.894632888153518,-0.988181263444207,-0.989784129829524,0.894632888153518,0.988181263444207,1,0.977964791129754,1,0.161859259437329,0.180887489157454,0.927484484245716,0.0550866342620808
"miR-200b",0.91666749265126,-0.91666749265126,-0.977964791129754,-0.91666749265126,-0.91666749265126,-0.91666749265126,-0.91666749265126,-0.977964791129754,-0.91666749265126,-0.91666749265126,-0.91666749265126,-0.989784144586863,-0.988181234988598,0.91666749265126,0.989784144586863,0.977964791129754,1,0.977964791129754,0.13982413911959,0.179281582960623,0.929086617610077,0.0482751058562103
"miR-200c",0.894632888153518,-0.894632888153518,-1,-0.894632888153518,-0.894632888153518,-0.894632888153518,-0.894632888153518,-1,-0.894632888153518,-0.894632888153518,-0.894632888153518,-0.988181263444207,-0.989784129829524,0.894632888153518,0.988181263444207,1,0.977964791129754,1,0.161859259437329,0.180887489157454,0.927484484245716,0.0550866342620808
"miR-205",0.0637028138625165,-0.0637028138625165,-0.161859259437329,-0.0637028138625165,-0.0637028138625165,-0.0637028138625165,-0.0637028138625165,-0.161859259437329,-0.0637028138625165,-0.0637028138625165,-0.0637028138625165,-0.150040159411324,-0.151643336790626,0.0637028138625165,0.150040159411324,0.161859259437329,0.13982413911959,0.161859259437329,1,0.00581118605723883,0.0893436088272723,-0.00781218916196616
"miR-30c",0.220536404965691,-0.220536404965691,-0.180887489157454,-0.220536404965691,-0.220536404965691,-0.220536404965691,-0.220536404965691,-0.180887489157454,-0.220536404965691,-0.220536404965691,-0.220536404965691,-0.169073139751272,-0.191096062361009,0.220536404965691,0.169073139751272,0.180887489157454,0.179281582960623,0.180887489157454,0.00581118605723883,1,0.187688879904595,0.00920159797318108
"miR-34a",0.967147528857669,-0.967147528857669,-0.927484484245716,-0.967147528857669,-0.967147528857669,-0.967147528857669,-0.967147528857669,-0.927484484245716,-0.967147528857669,-0.967147528857669,-0.967147528857669,-0.939304357588602,-0.917267281417761,0.967147528857669,0.939304357588602,0.927484484245716,0.929086617610077,0.927484484245716,0.0893436088272723,0.187688879904595,1,0.0294436933846606
"miR-9",0.0214296037353887,-0.0214296037353887,-0.0550866342620807,-0.0214296037353887,-0.0214296037353887,-0.0214296037353887,-0.0214296037353887,-0.0550866342620807,-0.0214296037353887,-0.0214296037353887,-0.0214296037353887,-0.0432686477504554,-0.0600931413192991,0.0214296037353887,0.0432686477504554,0.0550866342620808,0.0482751058562103,0.0550866342620808,-0.00781218916196616,0.00920159797318108,0.0294436933846606,1
