states,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'1000000000000111111111',0.07963333333333333,0.0029803057263009486,0.036585365853658534,0.07106666666666667,0.000731816613336673,0.036585365853658534,0.0766,0.002328089345364562,0.036585365853658534
'0111111111111000000100',0.05046666666666667,0.0015173075568988062,0.07317073170731707,0.056933333333333336,0.0008178562764256873,0.07317073170731707,0.05193333333333333,0.004124991582482993,0.07317073170731707
'1000000000000111111110',0.07753333333333334,0.005277204647243548,0.036585365853658534,0.06886666666666667,0.00221710521977545,0.036585365853658534,0.06963333333333334,0.00047842333648024494,0.036585365853658534
'1000000000000111110111',0.0647,0.0021416504538945363,0.06097560975609756,0.06903333333333334,0.0015456030825826187,0.06097560975609756,0.050666666666666665,0.0010143416036468623,0.06097560975609756
'1000000000000111110011',0.038566666666666666,0.0009392668535736899,0.0975609756097561,0.0526,0.0018184242262647811,0.0975609756097561,0.031900000000000005,0.0004546060565661939,0.0975609756097561
'0111111111111000000000',0.08376666666666666,4.714045207910452e-5,0.036585365853658534,0.07216666666666667,0.0008653836657164804,0.036585365853658534,0.07466666666666667,0.003335998934185811,0.036585365853658534
'0111111111111000000101',0.044000000000000004,0.0007257180352359085,0.07317073170731707,0.053866666666666674,0.001751824445796121,0.07317073170731707,0.043166666666666666,0.0020038851153585495,0.07317073170731707
'1000000000000111111011',0.05363333333333333,0.0011813363431112912,0.07317073170731707,0.05503333333333333,0.0020270394394014354,0.07317073170731707,0.0525,0.0017663521732655674,0.07317073170731707
'0111111111111000000001',0.07896666666666666,0.0005734883511361744,0.036585365853658534,0.06946666666666668,0.0014839886193034663,0.036585365853658534,0.0716,0.0015769168230019821,0.036585365853658534
'1000000000000111110010',0.036066666666666664,0.002510422717835032,0.0975609756097561,0.05273333333333333,0.0007408703590297621,0.0975609756097561,0.019933333333333334,0.0006944222218666543,0.0975609756097561
'0111111111111000001001',0.05636666666666667,0.0013912424503139472,0.06097560975609756,0.06136666666666666,0.0017326921891156007,0.06097560975609756,0.04446666666666666,0.00047842333648024494,0.06097560975609756
'0101111011100011111001',0.007333333333333333,0.00033993463423951883,0.2682926829268293,,,,0.02236666666666667,0.0014727148022916344,0.2682926829268293
'0111111111111000001101',0.03596666666666667,0.002691137718925254,0.0975609756097561,0.0504,0.00016329931618554421,0.0975609756097561,0.018966666666666663,0.0008956685895029596,0.0975609756097561
'1010000100011100000111',0.005066666666666666,0.0006944222218666554,0.2926829268292683,,,,0.018233333333333334,0.0011469767022723504,0.2926829268292683
'1010000100011100000011',0.0028666666666666667,0.00016996731711975941,0.3048780487804878,,,,0.009966666666666667,0.001007747763855398,0.3048780487804878
'0101111011100011111101',0.0034333333333333334,0.00030912061651652346,0.2804878048780488,,,,0.011633333333333334,0.0016213848676020412,0.2804878048780488
'1000000000000111111010',0.045066666666666665,0.001195361405136074,0.07317073170731707,0.0532,0.0027067816067549056,0.07317073170731707,0.042699999999999995,0.0006683312551921159,0.07317073170731707
'0101111011100011111100',0.0026333333333333334,0.0002624669291337271,0.3048780487804878,,,,0.0113,0.0005099019513592784,0.3048780487804878
'1000000000000111110110',0.055600000000000004,0.00187794213613377,0.06097560975609756,0.06313333333333333,0.00036817870057290794,0.06097560975609756,0.044533333333333334,0.0021761331658599276,0.06097560975609756
'0111111111111000001100',0.038433333333333326,0.002389328124994323,0.0975609756097561,0.05196666666666666,0.00023570226039551604,0.0975609756097561,0.03153333333333334,0.0019703355608175544,0.0975609756097561
'1010000100011100000010',0.0034000000000000002,0.0002160246899469287,0.2804878048780488,,,,0.011933333333333332,0.0006649979114420007,0.2804878048780488
'1010000100011100000110',0.006933333333333333,0.00037712361663282514,0.2682926829268293,,,,0.0213,0.001157583690279023,0.2682926829268293
'0101111011110001010101',0.004433333333333333,0.0002624669291337269,0.2926829268292683,0.0030000000000000005,0.0002943920288775948,0.2926829268292683,0.0028000000000000004,0.00021602468994692865,0.2926829268292683
'0101111011100011111000',0.0058,0.0005354126134736336,0.2926829268292683,,,,0.0191,0.0004898979485566355,0.2926829268292683
'0111111111111000001000',0.06483333333333334,0.0017594190960528858,0.06097560975609756,0.06896666666666666,0.0017594190960528895,0.06097560975609756,0.051866666666666665,0.001968643074697786,0.06097560975609756
'1010000100001110100010',0.004433333333333333,0.0004921607686744467,0.2926829268292683,0.0026999999999999997,0.0002943920288775949,0.2926829268292683,0.0010333333333333334,0.0004109609335312651,0.2926829268292683
'1010000100001110101010',0.0046,0.0009273618495495705,0.2926829268292683,0.0031999999999999997,8.164965809277265e-5,0.2926829268292683,0.003533333333333333,0.0006128258770283412,0.2926829268292683
'0101111011110001011101',0.004133333333333333,0.000329983164553722,0.2926829268292683,0.0028666666666666667,0.00041899350299921784,0.2926829268292683,0.0008666666666666666,0.0002494438257849294,0.2926829268292683
'0101111011110001011001',0.0048,0.0007788880963698615,0.2804878048780488,0.006233333333333334,0.0007586537784494029,0.2804878048780488,0.0016,0.00021602468994692865,0.2804878048780488
'1000000000001110100010',0.0018333333333333333,0.00012472191289246477,0.23170731707317074,,,,0.0007666666666666667,0.00024944382578492944,0.23170731707317074
'0101111011110001011100',0.0024000000000000002,0.0004242640687119286,0.3170731707317073,0.0028666666666666667,0.000262466929133727,0.3170731707317073,0.0006333333333333333,4.714045207910318e-5,0.3170731707317073
'0111111111110001011101',0.0013666666666666664,9.428090415820639e-5,0.23170731707317074,,,,0.0007333333333333332,0.00012472191289246472,0.23170731707317074
'1010000100001110100011',0.0029,0.00028284271247461896,0.3170731707317073,0.0028666666666666667,0.0005436502143433363,0.3170731707317073,0.00046666666666666666,0.00020548046676563257,0.3170731707317073
'1010000100001110100110',0.0041,0.0008485281374238572,0.2804878048780488,0.005466666666666667,0.00016996731711975955,0.2804878048780488,0.0009666666666666666,0.00020548046676563248,0.2804878048780488
'0101111011100011110010',0.001,0.00021602468994692865,0.34146341463414637,,,,,,
'0101111011100011111010',0.0039000000000000003,0.00040824829046386325,0.3170731707317073,,,,,,
'1010000100011100000100',0.0055000000000000005,0.0011224972160321825,0.2926829268292683,,,,,,
'0101111011100011111011',0.005166666666666667,0.00044969125210773465,0.2926829268292683,,,,,,
'1010000100011100001100',0.0018000000000000002,2.168404344971009e-19,0.3170731707317073,,,,,,
'1010000100011100000101',0.0029,0.00035590260840104364,0.3170731707317073,,,,,,
'0101111011100011110011',0.0018000000000000002,0.0005099019513592785,0.3170731707317073,,,,,,
'0101111011101011011010',0.00046666666666666666,4.714045207910316e-5,0.35365853658536583,,,,,,
'1010000100011100001101',0.0010666666666666667,0.0002867441755680876,0.34146341463414637,,,,,,
'1010000100010100100101',0.0003333333333333333,0.00020548046676563254,0.35365853658536583,,,,,,
'1000000000001110110010',,,,,,,0.005966666666666666,0.0007408703590297621,0.21951219512195122
'0101111011100011110101',,,,,,,0.004566666666666667,0.0005792715732327588,0.3048780487804878
