"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.884637674982216,-1,-1,-1,-1,-0.884637674982216,-1,-1,-1,-0.976367081153693,-0.898658984731082,1,0.976367081153693,0.887641630518278,0.908273508005372,0.888642792267361,0.0488843282361341,0.21650091601911,0.976367081153693,0.019212050028881
"FOXC2",-1,1,0.884637674982216,1,1,1,1,0.884637674982216,1,1,1,0.976367081153693,0.898658984731082,-1,-0.976367081153693,-0.887641630518278,-0.908273508005372,-0.888642792267361,-0.0488843282361341,-0.21650091601911,-0.976367081153693,-0.019212050028881
"GSC",-0.884637674982216,0.884637674982216,1,0.884637674982216,0.884637674982216,0.884637674982216,0.884637674982216,1,0.884637674982216,0.884637674982216,0.884637674982216,0.908272713272287,0.985980596135074,-0.884637674982216,-0.908272713272287,-0.996995785186429,-0.976367490666689,-0.995994431081513,-0.139407518507913,-0.228117502485998,-0.908272713272287,-0.0893152082063313
"KLF8",-1,1,0.884637674982216,1,1,1,1,0.884637674982216,1,1,1,0.976367081153693,0.898658984731082,-1,-0.976367081153693,-0.887641630518278,-0.908273508005372,-0.888642792267361,-0.0488843282361341,-0.21650091601911,-0.976367081153693,-0.019212050028881
"SNAI1",-1,1,0.884637674982216,1,1,1,1,0.884637674982216,1,1,1,0.976367081153693,0.898658984731082,-1,-0.976367081153693,-0.887641630518278,-0.908273508005372,-0.888642792267361,-0.0488843282361341,-0.21650091601911,-0.976367081153693,-0.019212050028881
"SNAI2",-1,1,0.884637674982216,1,1,1,1,0.884637674982216,1,1,1,0.976367081153693,0.898658984731082,-1,-0.976367081153693,-0.887641630518278,-0.908273508005372,-0.888642792267361,-0.0488843282361341,-0.21650091601911,-0.976367081153693,-0.019212050028881
"TCF3",-1,1,0.884637674982216,1,1,1,1,0.884637674982216,1,1,1,0.976367081153693,0.898658984731082,-1,-0.976367081153693,-0.887641630518278,-0.908273508005372,-0.888642792267361,-0.0488843282361341,-0.21650091601911,-0.976367081153693,-0.019212050028881
"TGF-beta",-0.884637674982216,0.884637674982216,1,0.884637674982216,0.884637674982216,0.884637674982216,0.884637674982216,1,0.884637674982216,0.884637674982216,0.884637674982216,0.908272713272287,0.985980596135074,-0.884637674982216,-0.908272713272287,-0.996995785186429,-0.976367490666689,-0.995994431081513,-0.139407518507913,-0.228117502485998,-0.908272713272287,-0.0893152082063313
"TWIST1",-1,1,0.884637674982216,1,1,1,1,0.884637674982216,1,1,1,0.976367081153693,0.898658984731082,-1,-0.976367081153693,-0.887641630518278,-0.908273508005372,-0.888642792267361,-0.0488843282361341,-0.21650091601911,-0.976367081153693,-0.019212050028881
"TWIST2",-1,1,0.884637674982216,1,1,1,1,0.884637674982216,1,1,1,0.976367081153693,0.898658984731082,-1,-0.976367081153693,-0.887641630518278,-0.908273508005372,-0.888642792267361,-0.0488843282361341,-0.21650091601911,-0.976367081153693,-0.019212050028881
"VIM",-1,1,0.884637674982216,1,1,1,1,0.884637674982216,1,1,1,0.976367081153693,0.898658984731082,-1,-0.976367081153693,-0.887641630518278,-0.908273508005372,-0.888642792267361,-0.0488843282361341,-0.21650091601911,-0.976367081153693,-0.019212050028881
"ZEB1",-0.976367081153693,0.976367081153693,0.908272713272287,0.976367081153693,0.976367081153693,0.976367081153693,0.976367081153693,0.908272713272287,0.976367081153693,0.976367081153693,0.976367081153693,1,0.894255284462274,-0.976367081153693,-1,-0.911276460173781,-0.88464311812325,-0.9122774026671,-0.0725225282618087,-0.192867519495615,-1,-0.0204095365250893
"ZEB2",-0.898658984731082,0.898658984731082,0.985980596135074,0.898658984731082,0.898658984731082,0.898658984731082,0.898658984731082,0.985980596135074,0.898658984731082,0.898658984731082,0.898658984731082,0.894255284462274,1,-0.898658984731082,-0.894255284462274,-0.982976539322786,-0.990386582435228,-0.981975338479413,-0.125384587013709,-0.242137497445292,-0.894255284462274,-0.0977297615777708
"miR-101",1,-1,-0.884637674982216,-1,-1,-1,-1,-0.884637674982216,-1,-1,-1,-0.976367081153693,-0.898658984731082,1,0.976367081153693,0.887641630518278,0.908273508005372,0.888642792267361,0.0488843282361341,0.21650091601911,0.976367081153693,0.019212050028881
"miR-141",0.976367081153693,-0.976367081153693,-0.908272713272287,-0.976367081153693,-0.976367081153693,-0.976367081153693,-0.976367081153693,-0.908272713272287,-0.976367081153693,-0.976367081153693,-0.976367081153693,-1,-0.894255284462274,0.976367081153693,1,0.911276460173781,0.88464311812325,0.9122774026671,0.0725225282618087,0.192867519495615,1,0.0204095365250893
"miR-200a",0.887641630518278,-0.887641630518278,-0.996995785186429,-0.887641630518278,-0.887641630518278,-0.887641630518278,-0.887641630518278,-0.996995785186429,-0.887641630518278,-0.887641630518278,-0.887641630518278,-0.911276460173781,-0.982976539322786,0.887641630518278,0.911276460173781,1,0.973363510512995,0.992990129695123,0.136404086377376,0.225113220935417,0.911276460173781,0.0863103008738272
"miR-200b",0.908273508005372,-0.908273508005372,-0.976367490666689,-0.908273508005372,-0.908273508005372,-0.908273508005372,-0.908273508005372,-0.976367490666689,-0.908273508005372,-0.908273508005372,-0.908273508005372,-0.88464311812325,-0.990386582435228,0.908273508005372,0.88464311812325,0.973363510512995,1,0.972362384335949,0.11576950544137,0.251751183594412,0.88464311812325,0.0881175902958765
"miR-200c",0.888642792267361,-0.888642792267361,-0.995994431081513,-0.888642792267361,-0.888642792267361,-0.888642792267361,-0.888642792267361,-0.995994431081513,-0.888642792267361,-0.888642792267361,-0.888642792267361,-0.9122774026671,-0.981975338479413,0.888642792267361,0.9122774026671,0.992990129695123,0.972362384335949,1,0.135403484412277,0.224111761097012,0.9122774026671,0.0853082216954517
"miR-205",0.0488843282361341,-0.0488843282361341,-0.139407518507913,-0.0488843282361341,-0.0488843282361341,-0.0488843282361341,-0.0488843282361341,-0.139407518507913,-0.0488843282361341,-0.0488843282361341,-0.0488843282361341,-0.0725225282618087,-0.125384587013709,0.0488843282361341,0.0725225282618087,0.136404086377376,0.11576950544137,0.135403484412277,1,0.00360868242644453,0.0725225282618087,-0.00539464434525451
"miR-30c",0.21650091601911,-0.21650091601911,-0.228117502485998,-0.21650091601911,-0.21650091601911,-0.21650091601911,-0.21650091601911,-0.228117502485998,-0.21650091601911,-0.21650091601911,-0.21650091601911,-0.192867519495615,-0.242137497445292,0.21650091601911,0.192867519495615,0.225113220935417,0.251751183594412,0.224111761097012,0.00360868242644453,1,0.192867519495615,-0.00801488190418261
"miR-34a",0.976367081153693,-0.976367081153693,-0.908272713272287,-0.976367081153693,-0.976367081153693,-0.976367081153693,-0.976367081153693,-0.908272713272287,-0.976367081153693,-0.976367081153693,-0.976367081153693,-1,-0.894255284462274,0.976367081153693,1,0.911276460173781,0.88464311812325,0.9122774026671,0.0725225282618087,0.192867519495615,1,0.0204095365250893
"miR-9",0.019212050028881,-0.019212050028881,-0.0893152082063313,-0.019212050028881,-0.019212050028881,-0.019212050028881,-0.019212050028881,-0.0893152082063313,-0.019212050028881,-0.019212050028881,-0.019212050028881,-0.0204095365250893,-0.0977297615777708,0.019212050028881,0.0204095365250893,0.0863103008738272,0.0881175902958765,0.0853082216954517,-0.00539464434525451,-0.00801488190418261,0.0204095365250893,1
