"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.894847334114726,-1,-1,-1,-1,-0.894847334114726,-1,-1,-1,-0.935906250097189,-0.899854209962137,1,0.935906250097189,0.887637916905963,0.948123358075797,0.887637916905963,0.0399605855763603,0.216805429332237,0.974161005407351,0.0273247765505098
"FOXC2",-1,1,0.894847334114726,1,1,1,1,0.894847334114726,1,1,1,0.935906250097189,0.899854209962137,-1,-0.935906250097189,-0.887637916905963,-0.948123358075797,-0.887637916905963,-0.0399605855763603,-0.216805429332237,-0.974161005407351,-0.0273247765505098
"GSC",-0.894847334114726,0.894847334114726,1,0.894847334114726,0.894847334114726,0.894847334114726,0.894847334114726,1,0.894847334114726,0.894847334114726,0.894847334114726,0.958938872460824,0.980570873031682,-0.894847334114726,-0.958938872460824,-0.992789263654584,-0.946721265108289,-0.992789263654584,-0.12628947057489,-0.206613249449482,-0.920688306604573,-0.0832243321373634
"KLF8",-1,1,0.894847334114726,1,1,1,1,0.894847334114726,1,1,1,0.935906250097189,0.899854209962137,-1,-0.935906250097189,-0.887637916905963,-0.948123358075797,-0.887637916905963,-0.0399605855763603,-0.216805429332237,-0.974161005407351,-0.0273247765505098
"SNAI1",-1,1,0.894847334114726,1,1,1,1,0.894847334114726,1,1,1,0.935906250097189,0.899854209962137,-1,-0.935906250097189,-0.887637916905963,-0.948123358075797,-0.887637916905963,-0.0399605855763603,-0.216805429332237,-0.974161005407351,-0.0273247765505098
"SNAI2",-1,1,0.894847334114726,1,1,1,1,0.894847334114726,1,1,1,0.935906250097189,0.899854209962137,-1,-0.935906250097189,-0.887637916905963,-0.948123358075797,-0.887637916905963,-0.0399605855763603,-0.216805429332237,-0.974161005407351,-0.0273247765505098
"TCF3",-1,1,0.894847334114726,1,1,1,1,0.894847334114726,1,1,1,0.935906250097189,0.899854209962137,-1,-0.935906250097189,-0.887637916905963,-0.948123358075797,-0.887637916905963,-0.0399605855763603,-0.216805429332237,-0.974161005407351,-0.0273247765505098
"TGF-beta",-0.894847334114726,0.894847334114726,1,0.894847334114726,0.894847334114726,0.894847334114726,0.894847334114726,1,0.894847334114726,0.894847334114726,0.894847334114726,0.958938872460824,0.980570873031682,-0.894847334114726,-0.958938872460824,-0.992789263654584,-0.946721265108289,-0.992789263654584,-0.12628947057489,-0.206613249449482,-0.920688306604573,-0.0832243321373634
"TWIST1",-1,1,0.894847334114726,1,1,1,1,0.894847334114726,1,1,1,0.935906250097189,0.899854209962137,-1,-0.935906250097189,-0.887637916905963,-0.948123358075797,-0.887637916905963,-0.0399605855763603,-0.216805429332237,-0.974161005407351,-0.0273247765505098
"TWIST2",-1,1,0.894847334114726,1,1,1,1,0.894847334114726,1,1,1,0.935906250097189,0.899854209962137,-1,-0.935906250097189,-0.887637916905963,-0.948123358075797,-0.887637916905963,-0.0399605855763603,-0.216805429332237,-0.974161005407351,-0.0273247765505098
