"","CDH1","FOXC2","GSC","KLF8","SNAI1","SNAI2","TCF3","TGF.beta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR.101","miR.141","miR.200a","miR.200b","miR.200c","miR.205","miR.30c","miR.34a","miR.9"
"CDH1",1,-1,-0.911814827494612,-1,-1,-0.999799597387356,-1,-0.911814827494612,-1,-0.995991548469767,-1,-0.907806352133951,-0.915822885876457,1,0.907806352133951,0.907806352133951,0.915622652380454,0.908006555925735,0.0678308628156909,0.217164219603295,0.969135162744398,0.0177458435261841
"FOXC2",-1,1,0.911814827494612,1,1,0.999799597387356,1,0.911814827494612,1,0.995991548469767,1,0.907806352133951,0.915822885876457,-1,-0.907806352133951,-0.907806352133951,-0.915622652380454,-0.908006555925735,-0.0678308628156909,-0.217164219603295,-0.969135162744398,-0.0177458435261841
"GSC",-0.911814827494612,0.911814827494612,1,0.911814827494612,0.911814827494612,0.91161404919939,0.911814827494612,1,0.911814827494612,0.907806352133951,0.911814827494612,0.99599150080877,0.995991588072608,-0.911814827494612,-0.99599150080877,-0.99599150080877,-0.995791099653784,-0.996191949218666,-0.148795969057798,-0.169869271050289,-0.934661999758753,-0.038995528054152
"KLF8",-1,1,0.911814827494612,1,1,0.999799597387356,1,0.911814827494612,1,0.995991548469767,1,0.907806352133951,0.915822885876457,-1,-0.907806352133951,-0.907806352133951,-0.915622652380454,-0.908006555925735,-0.0678308628156909,-0.217164219603295,-0.969135162744398,-0.0177458435261841
"SNAI1",-1,1,0.911814827494612,1,1,0.999799597387356,1,0.911814827494612,1,0.995991548469767,1,0.907806352133951,0.915822885876457,-1,-0.907806352133951,-0.907806352133951,-0.915622652380454,-0.908006555925735,-0.0678308628156909,-0.217164219603295,-0.969135162744398,-0.0177458435261841
"SNAI2",-0.999799597387356,0.999799597387356,0.91161404919939,0.999799597387356,0.999799597387356,1,0.999799597387356,0.91161404919939,0.999799597387356,0.996191988836442,0.999799597387356,0.908006419201078,0.915622190682101,-0.999799597387356,-0.908006419201078,-0.908006419201078,-0.915822764149942,-0.907805815682917,-0.0680304637621451,-0.217365234776886,-0.969335426783004,-0.0175460139703429
"TCF3",-1,1,0.911814827494612,1,1,0.999799597387356,1,0.911814827494612,1,0.995991548469767,1,0.907806352133951,0.915822885876457,-1,-0.907806352133951,-0.907806352133951,-0.915622652380454,-0.908006555925735,-0.0678308628156909,-0.217164219603295,-0.969135162744398,-0.0177458435261841
"TGF-beta",-0.911814827494612,0.911814827494612,1,0.911814827494612,0.911814827494612,0.91161404919939,0.911814827494612,1,0.911814827494612,0.907806352133951,0.911814827494612,0.99599150080877,0.995991588072608,-0.911814827494612,-0.99599150080877,-0.99599150080877,-0.995791099653784,-0.996191949218666,-0.148795969057798,-0.169869271050289,-0.934661999758753,-0.038995528054152
"TWIST1",-1,1,0.911814827494612,1,1,0.999799597387356,1,0.911814827494612,1,0.995991548469767,1,0.907806352133951,0.915822885876457,-1,-0.907806352133951,-0.907806352133951,-0.915622652380454,-0.908006555925735,-0.0678308628156909,-0.217164219603295,-0.969135162744398,-0.0177458435261841
"TWIST2",-0.995991548469767,0.995991548469767,0.907806352133951,0.995991548469767,0.995991548469767,0.996191988836442,0.995991548469767,0.907806352133951,0.995991548469767,1,0.995991548469767,0.911814827494612,0.911814417439545,-0.995991548469767,-0.911814827494612,-0.911814827494612,-0.912015027744008,-0.911614180562181,-0.071839334633964,-0.21435830792783,-0.973143624901662,-0.0157416177610675
"VIM",-1,1,0.911814827494612,1,1,0.999799597387356,1,0.911814827494612,1,0.995991548469767,1,0.907806352133951,0.915822885876457,-1,-0.907806352133951,-0.907806352133951,-0.915622652380454,-0.908006555925735,-0.0678308628156909,-0.217164219603295,-0.969135162744398,-0.0177458435261841
"ZEB1",-0.907806352133951,0.907806352133951,0.99599150080877,0.907806352133951,0.907806352133951,0.908006419201078,0.907806352133951,0.99599150080877,0.907806352133951,0.911814827494612,0.907806352133951,1,0.991983095805168,-0.907806352133951,-1,-1,-0.992183453569845,-0.999799595302606,-0.152804464706619,-0.167063342693551,-0.938670485746507,-0.0369912903738215
"ZEB2",-0.915822885876457,0.915822885876457,0.995991588072608,0.915822885876457,0.915822885876457,0.915622190682101,0.915822885876457,0.995991588072608,0.915822885876457,0.911814417439545,0.915822885876457,0.991983095805168,1,-0.915822885876457,-0.991983095805168,-0.991983095805168,-0.999799595648725,-0.992183467071154,-0.14478895059827,-0.173876515909783,-0.930653392532549,-0.0422010705454431
"miR-101",1,-1,-0.911814827494612,-1,-1,-0.999799597387356,-1,-0.911814827494612,-1,-0.995991548469767,-1,-0.907806352133951,-0.915822885876457,1,0.907806352133951,0.907806352133951,0.915622652380454,0.908006555925735,0.0678308628156909,0.217164219603295,0.969135162744398,0.0177458435261841
"miR-141",0.907806352133951,-0.907806352133951,-0.99599150080877,-0.907806352133951,-0.907806352133951,-0.908006419201078,-0.907806352133951,-0.99599150080877,-0.907806352133951,-0.911814827494612,-0.907806352133951,-1,-0.991983095805168,0.907806352133951,1,1,0.992183453569844,0.999799595302605,0.152804464706619,0.167063342693551,0.938670485746507,0.0369912903738215
"miR-200a",0.907806352133951,-0.907806352133951,-0.99599150080877,-0.907806352133951,-0.907806352133951,-0.908006419201078,-0.907806352133951,-0.99599150080877,-0.907806352133951,-0.911814827494612,-0.907806352133951,-1,-0.991983095805168,0.907806352133951,1,1,0.992183453569844,0.999799595302605,0.152804464706619,0.167063342693551,0.938670485746507,0.0369912903738215
"miR-200b",0.915622652380454,-0.915622652380454,-0.995791099653784,-0.915622652380454,-0.915622652380454,-0.915822764149942,-0.915622652380454,-0.995791099653784,-0.915622652380454,-0.912015027744008,-0.915622652380454,-0.992183453569845,-0.999799595648725,0.915622652380454,0.992183453569844,0.992183453569844,1,0.991983015787168,0.144988633701509,0.174077547804645,0.930853858581804,0.0420012650049923
"miR-200c",0.908006555925735,-0.908006555925735,-0.996191949218666,-0.908006555925735,-0.908006555925735,-0.907805815682917,-0.908006555925735,-0.996191949218666,-0.908006555925735,-0.911614180562181,-0.908006555925735,-0.999799595302606,-0.992183467071154,0.908006555925735,0.999799595302605,0.999799595302605,0.991983015787168,1,0.152604768703699,0.166862309835034,0.938469975227982,0.0371910988230646
