states,flag,Avg0,SD0,frust0
'0110',1,0.2997,0.0029799328851502676,0.0
'1001',1,0.2934666666666666,0.0038473656210740214,0.0
'0011',1,0.20496666666666666,0.005018189137749012,0.42857142857142855
'1100',1,0.20186666666666664,0.0031668421004036394,0.42857142857142855
