"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.983133494108368,-0.996988600045975,0.998393739061407,-0.0013490407768571,-0.99136649597312,-1,0.995984847506607,1
"GRHL2",1,1,-0.983133494108368,-0.996988600045975,0.998393739061407,-0.0013490407768571,-0.99136649597312,-1,0.995984847506607,1
"Iext",-0.983133494108368,-0.983133494108368,1,0.986145384814403,-0.984739712596133,0.00135166505122733,0.991768538648033,0.983133494108368,-0.987149476492986,-0.983133494108368
"KEAP1",-0.996988600045975,-0.996988600045975,0.986145384814403,1,-0.99859462235512,0.00195798188460737,0.99197032225282,0.996988600045975,-0.997791271109491,-0.996988600045975
"NRF2",0.998393739061407,0.998393739061407,-0.984739712596133,-0.99859462235512,1,-0.000950080192001158,-0.991366955763986,-0.998393739061407,0.996386022094524,0.998393739061407
"OVOL2",-0.0013490407768571,-0.0013490407768571,0.00135166505122733,0.00195798188460737,-0.000950080192001158,1,0.00114169048566303,0.0013490407768571,-0.00336485073919747,-0.0013490407768571
"SNAIL",-0.99136649597312,-0.99136649597312,0.991768538648033,0.99197032225282,-0.991366955763986,0.00114169048566303,1,0.99136649597312,-0.992974696246925,-0.99136649597312
"ZEB",-1,-1,0.983133494108368,0.996988600045975,-0.998393739061407,0.0013490407768571,0.99136649597312,1,-0.995984847506607,-1
"miR200",0.995984847506607,0.995984847506607,-0.987149476492986,-0.997791271109491,0.996386022094524,-0.00336485073919747,-0.992974696246925,-0.995984847506607,1,0.995984847506607
"miR34",1,1,-0.983133494108368,-0.996988600045975,0.998393739061407,-0.0013490407768571,-0.99136649597312,-1,0.995984847506607,1
