"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0250235696865322,0.213667536931172,-1,1,0.213667536931172,-1,-0.213667536931172,0.41236168306901
"GRHL2",1,1,-0.0250235696865322,0.213667536931172,-1,1,0.213667536931172,-1,-0.213667536931172,0.41236168306901
"Iext",-0.0250235696865322,-0.0250235696865322,1,0.761302639007334,0.0250235696865322,-0.0250235696865322,0.761302639007334,0.0250235696865322,-0.761302639007334,-0.13526033441969
"KEAP1",0.213667536931172,0.213667536931172,0.761302639007334,1,-0.213667536931172,0.213667536931172,1,-0.213667536931172,-1,-0.373964613707379
"NRF2",-1,-1,0.0250235696865322,-0.213667536931172,1,-1,-0.213667536931172,1,0.213667536931172,-0.41236168306901
"OVOL2",1,1,-0.0250235696865322,0.213667536931172,-1,1,0.213667536931172,-1,-0.213667536931172,0.41236168306901
"SNAIL",0.213667536931172,0.213667536931172,0.761302639007334,1,-0.213667536931172,0.213667536931172,1,-0.213667536931172,-1,-0.373964613707379
"ZEB",-1,-1,0.0250235696865322,-0.213667536931172,1,-1,-0.213667536931172,1,0.213667536931172,-0.41236168306901
"miR200",-0.213667536931172,-0.213667536931172,-0.761302639007334,-1,0.213667536931172,-0.213667536931172,-1,0.213667536931172,1,0.373964613707379
"miR34",0.41236168306901,0.41236168306901,-0.13526033441969,-0.373964613707379,-0.41236168306901,0.41236168306901,-0.373964613707379,-0.41236168306901,0.373964613707379,1
