"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0798724946384014,1,-1,1,-0.0798724946384014,-1,-1,1
"GRHL2",1,1,-0.0798724946384014,1,-1,1,-0.0798724946384014,-1,-1,1
"Iext",-0.0798724946384014,-0.0798724946384014,1,-0.0798724946384014,0.0798724946384013,-0.0798724946384014,1,0.0798724946384013,0.0798724946384013,-0.0798724946384014
"KEAP1",1,1,-0.0798724946384014,1,-1,1,-0.0798724946384014,-1,-1,1
"NRF2",-1,-1,0.0798724946384013,-1,1,-1,0.0798724946384013,1,1,-1
"OVOL2",1,1,-0.0798724946384014,1,-1,1,-0.0798724946384014,-1,-1,1
"SNAIL",-0.0798724946384014,-0.0798724946384014,1,-0.0798724946384014,0.0798724946384013,-0.0798724946384014,1,0.0798724946384013,0.0798724946384013,-0.0798724946384014
"ZEB",-1,-1,0.0798724946384013,-1,1,-1,0.0798724946384013,1,1,-1
"miR200",-1,-1,0.0798724946384013,-1,1,-1,0.0798724946384013,1,1,-1
"miR34",1,1,-0.0798724946384014,1,-1,1,-0.0798724946384014,-1,-1,1
