"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0315523139591252,-0.505557284494019,0.506358827610551,0.00991380995760559,-0.0315523139591252,-1,0.511769131039305,0.0315523139591252
"GRHL2",1,1,-0.0315523139591252,-0.505557284494019,0.506358827610551,0.00991380995760559,-0.0315523139591252,-1,0.511769131039305,0.0315523139591252
"Iext",-0.0315523139591252,-0.0315523139591252,1,0.526002635746888,-0.525198379900214,0.00411101097419493,1,0.0315523139591252,-0.519777862109356,-1
"KEAP1",-0.505557284494019,-0.505557284494019,0.526002635746888,1,-0.83138086678903,0.0527684039745694,0.526002635746888,0.505557284494019,-0.781918513242607,-0.526002635746888
"NRF2",0.506358827610551,0.506358827610551,-0.525198379900214,-0.83138086678903,1,-0.0211275411834182,-0.525198379900214,-0.506358827610551,0.65855712755958,0.525198379900214
"OVOL2",0.00991380995760559,0.00991380995760559,0.00411101097419493,0.0527684039745694,-0.0211275411834182,1,0.00411101097419493,-0.00991380995760559,-0.159108499377636,-0.00411101097419493
"SNAIL",-0.0315523139591252,-0.0315523139591252,1,0.526002635746888,-0.525198379900214,0.00411101097419493,1,0.0315523139591252,-0.519777862109356,-1
"ZEB",-1,-1,0.0315523139591252,0.505557284494019,-0.506358827610551,-0.00991380995760559,0.0315523139591252,1,-0.511769131039305,-0.0315523139591252
"miR200",0.511769131039305,0.511769131039305,-0.519777862109356,-0.781918513242607,0.65855712755958,-0.159108499377636,-0.519777862109356,-0.511769131039305,1,0.519777862109356
"miR34",0.0315523139591252,0.0315523139591252,-1,-0.526002635746888,0.525198379900214,-0.00411101097419493,-1,-0.0315523139591252,0.519777862109356,1
