"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0110464815981694,-0.0317876254477561,0.0317876254477561,1,-0.0317876254477561,-1,0.0317876254477561,0.0317876254477561
"GRHL2",1,1,-0.0110464815981694,-0.0317876254477561,0.0317876254477561,1,-0.0317876254477561,-1,0.0317876254477561,0.0317876254477561
"Iext",-0.0110464815981694,-0.0110464815981694,1,0.38429309480055,-0.384293094800551,-0.0110464815981694,0.38429309480055,0.0110464815981694,-0.384293094800551,-0.384293094800551
"KEAP1",-0.0317876254477561,-0.0317876254477561,0.38429309480055,1,-1,-0.0317876254477561,1,0.0317876254477561,-1,-1
"NRF2",0.0317876254477561,0.0317876254477561,-0.384293094800551,-1,1,0.0317876254477561,-1,-0.0317876254477561,1,1
"OVOL2",1,1,-0.0110464815981694,-0.0317876254477561,0.0317876254477561,1,-0.0317876254477561,-1,0.0317876254477561,0.0317876254477561
"SNAIL",-0.0317876254477561,-0.0317876254477561,0.38429309480055,1,-1,-0.0317876254477561,1,0.0317876254477561,-1,-1
"ZEB",-1,-1,0.0110464815981694,0.0317876254477561,-0.0317876254477561,-1,0.0317876254477561,1,-0.0317876254477561,-0.0317876254477561
"miR200",0.0317876254477561,0.0317876254477561,-0.384293094800551,-1,1,0.0317876254477561,-1,-0.0317876254477561,1,1
"miR34",0.0317876254477561,0.0317876254477561,-0.384293094800551,-1,1,0.0317876254477561,-1,-0.0317876254477561,1,1
