"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,0.000889002144740911,0.498548567055471,-1,1,0.499948666390847,-1,-0.494739756645309,-0.49794340017187
"GRHL2",1,1,0.000889002144740911,0.498548567055471,-1,1,0.499948666390847,-1,-0.494739756645309,-0.49794340017187
"Iext",0.000889002144740911,0.000889002144740911,1,0.50233840407961,-0.000889002144740964,0.000889002144740911,0.500950881136759,-0.000889002144740964,-0.50615345011662,-0.502947982024593
"KEAP1",0.498548567055471,0.498548567055471,0.50233840407961,1,-0.498548567055471,0.498548567055471,0.560845956411735,-0.498548567055471,-0.782735797497629,-0.617708522783449
"NRF2",-1,-1,-0.000889002144740964,-0.498548567055471,1,-1,-0.499948666390847,1,0.494739756645309,0.49794340017187
"OVOL2",1,1,0.000889002144740911,0.498548567055471,-1,1,0.499948666390847,-1,-0.494739756645309,-0.49794340017187
"SNAIL",0.499948666390847,0.499948666390847,0.500950881136759,0.560845956411735,-0.499948666390847,0.499948666390847,1,-0.499948666390847,-0.671572459581871,-0.668769006484507
"ZEB",-1,-1,-0.000889002144740964,-0.498548567055471,1,-1,-0.499948666390847,1,0.494739756645309,0.49794340017187
"miR200",-0.494739756645309,-0.494739756645309,-0.50615345011662,-0.782735797497629,0.494739756645309,-0.494739756645309,-0.671572459581871,0.494739756645309,1,0.667965998925832
"miR34",-0.49794340017187,-0.49794340017187,-0.502947982024593,-0.617708522783449,0.49794340017187,-0.49794340017187,-0.668769006484507,0.49794340017187,0.667965998925832,1
