"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.083295360179861,1,-1,1,0.458235504026974,-1,-1,1
"GRHL2",1,1,-0.083295360179861,1,-1,1,0.458235504026974,-1,-1,1
"Iext",-0.083295360179861,-0.083295360179861,1,-0.083295360179861,0.083295360179861,-0.083295360179861,0.458457659545603,0.083295360179861,0.083295360179861,-0.083295360179861
"KEAP1",1,1,-0.083295360179861,1,-1,1,0.458235504026974,-1,-1,1
"NRF2",-1,-1,0.083295360179861,-1,1,-1,-0.458235504026974,1,1,-1
"OVOL2",1,1,-0.083295360179861,1,-1,1,0.458235504026974,-1,-1,1
"SNAIL",0.458235504026974,0.458235504026974,0.458457659545603,0.458235504026974,-0.458235504026974,0.458235504026974,1,-0.458235504026974,-0.458235504026974,0.458235504026974
"ZEB",-1,-1,0.083295360179861,-1,1,-1,-0.458235504026974,1,1,-1
"miR200",-1,-1,0.083295360179861,-1,1,-1,-0.458235504026974,1,1,-1
"miR34",1,1,-0.083295360179861,1,-1,1,0.458235504026974,-1,-1,1
