"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,0.0071747185755234,1,-1,1,1,-1,-1,-1
"GRHL2",1,1,0.0071747185755234,1,-1,1,1,-1,-1,-1
"Iext",0.0071747185755234,0.0071747185755234,1,0.0071747185755234,-0.00717471857552338,0.0071747185755234,0.0071747185755234,-0.00717471857552338,-0.00717471857552338,-0.00717471857552338
"KEAP1",1,1,0.0071747185755234,1,-1,1,1,-1,-1,-1
"NRF2",-1,-1,-0.00717471857552338,-1,1,-1,-1,1,1,1
"OVOL2",1,1,0.0071747185755234,1,-1,1,1,-1,-1,-1
"SNAIL",1,1,0.0071747185755234,1,-1,1,1,-1,-1,-1
"ZEB",-1,-1,-0.00717471857552338,-1,1,-1,-1,1,1,1
"miR200",-1,-1,-0.00717471857552338,-1,1,-1,-1,1,1,1
"miR34",-1,-1,-0.00717471857552338,-1,1,-1,-1,1,1,1
