"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0414697594693724,-0.0414697594693724,0.0414697594693724,1,-0.0414697594693724,-1,0.0414697594693724,0.0414697594693724
"GRHL2",1,1,-0.0414697594693724,-0.0414697594693724,0.0414697594693724,1,-0.0414697594693724,-1,0.0414697594693724,0.0414697594693724
"Iext",-0.0414697594693724,-0.0414697594693724,1,1,-1,-0.0414697594693724,1,0.0414697594693724,-1,-1
"KEAP1",-0.0414697594693724,-0.0414697594693724,1,1,-1,-0.0414697594693724,1,0.0414697594693724,-1,-1
"NRF2",0.0414697594693724,0.0414697594693724,-1,-1,1,0.0414697594693724,-1,-0.0414697594693724,1,1
"OVOL2",1,1,-0.0414697594693724,-0.0414697594693724,0.0414697594693724,1,-0.0414697594693724,-1,0.0414697594693724,0.0414697594693724
"SNAIL",-0.0414697594693724,-0.0414697594693724,1,1,-1,-0.0414697594693724,1,0.0414697594693724,-1,-1
"ZEB",-1,-1,0.0414697594693724,0.0414697594693724,-0.0414697594693724,-1,0.0414697594693724,1,-0.0414697594693724,-0.0414697594693724
"miR200",0.0414697594693724,0.0414697594693724,-1,-1,1,0.0414697594693724,-1,-0.0414697594693724,1,1
"miR34",0.0414697594693724,0.0414697594693724,-1,-1,1,0.0414697594693724,-1,-0.0414697594693724,1,1
