"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0109804156967616,-1,1,0.000210488068232063,-1,-1,1,1
"GRHL2",1,1,-0.0109804156967616,-1,1,0.000210488068232063,-1,-1,1,1
"Iext",-0.0109804156967616,-0.0109804156967616,1,0.0109804156967616,-0.0109804156967616,-0.00420772011604944,0.0109804156967616,0.0109804156967616,-0.0109804156967616,-0.0109804156967616
"KEAP1",-1,-1,0.0109804156967616,1,-1,-0.000210488068232063,1,1,-1,-1
"NRF2",1,1,-0.0109804156967616,-1,1,0.000210488068232063,-1,-1,1,1
"OVOL2",0.000210488068232063,0.000210488068232063,-0.00420772011604944,-0.000210488068232063,0.000210488068232063,1,-0.000210488068232063,-0.000210488068232063,0.000210488068232063,0.000210488068232063
"SNAIL",-1,-1,0.0109804156967616,1,-1,-0.000210488068232063,1,1,-1,-1
"ZEB",-1,-1,0.0109804156967616,1,-1,-0.000210488068232063,1,1,-1,-1
"miR200",1,1,-0.0109804156967616,-1,1,0.000210488068232063,-1,-1,1,1
"miR34",1,1,-0.0109804156967616,-1,1,0.000210488068232063,-1,-1,1,1
