"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0245289474669633,-0.0245289474669633,-1,1,-0.0245289474669633,-1,0.0245289474669633,0.0245289474669633
"GRHL2",1,1,-0.0245289474669633,-0.0245289474669633,-1,1,-0.0245289474669633,-1,0.0245289474669633,0.0245289474669633
"Iext",-0.0245289474669633,-0.0245289474669633,1,1,0.0245289474669633,-0.0245289474669633,1,0.0245289474669633,-1,-1
"KEAP1",-0.0245289474669633,-0.0245289474669633,1,1,0.0245289474669633,-0.0245289474669633,1,0.0245289474669633,-1,-1
"NRF2",-1,-1,0.0245289474669633,0.0245289474669633,1,-1,0.0245289474669633,1,-0.0245289474669633,-0.0245289474669633
"OVOL2",1,1,-0.0245289474669633,-0.0245289474669633,-1,1,-0.0245289474669633,-1,0.0245289474669633,0.0245289474669633
"SNAIL",-0.0245289474669633,-0.0245289474669633,1,1,0.0245289474669633,-0.0245289474669633,1,0.0245289474669633,-1,-1
"ZEB",-1,-1,0.0245289474669633,0.0245289474669633,1,-1,0.0245289474669633,1,-0.0245289474669633,-0.0245289474669633
"miR200",0.0245289474669633,0.0245289474669633,-1,-1,-0.0245289474669633,0.0245289474669633,-1,-0.0245289474669633,1,1
"miR34",0.0245289474669633,0.0245289474669633,-1,-1,-0.0245289474669633,0.0245289474669633,-1,-0.0245289474669633,1,1
