"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00300016726731702,-0.252850680917211,0.252850680917211,1,-0.252850680917211,-1,0.252850680917211,0.252850680917211
"GRHL2",1,1,-0.00300016726731702,-0.252850680917211,0.252850680917211,1,-0.252850680917211,-1,0.252850680917211,0.252850680917211
"Iext",-0.00300016726731702,-0.00300016726731702,1,0.00879739749159844,-0.00879739749159844,-0.00300016726731702,0.00879739749159844,0.003000167267317,-0.00879739749159844,-0.00879739749159844
"KEAP1",-0.252850680917211,-0.252850680917211,0.00879739749159844,1,-1,-0.252850680917211,1,0.252850680917211,-1,-1
"NRF2",0.252850680917211,0.252850680917211,-0.00879739749159844,-1,1,0.252850680917211,-1,-0.252850680917211,1,1
"OVOL2",1,1,-0.00300016726731702,-0.252850680917211,0.252850680917211,1,-0.252850680917211,-1,0.252850680917211,0.252850680917211
"SNAIL",-0.252850680917211,-0.252850680917211,0.00879739749159844,1,-1,-0.252850680917211,1,0.252850680917211,-1,-1
"ZEB",-1,-1,0.003000167267317,0.252850680917211,-0.252850680917211,-1,0.252850680917211,1,-0.252850680917211,-0.252850680917211
"miR200",0.252850680917211,0.252850680917211,-0.00879739749159844,-1,1,0.252850680917211,-1,-0.252850680917211,1,1
"miR34",0.252850680917211,0.252850680917211,-0.00879739749159844,-1,1,0.252850680917211,-1,-0.252850680917211,1,1
