"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,0.00522677051478843,1,-1,1,-0.0070774850233944,-1,-1,1
"GRHL2",1,1,0.00522677051478843,1,-1,1,-0.0070774850233944,-1,-1,1
"Iext",0.00522677051478843,0.00522677051478843,1,0.00522677051478843,-0.00522677051478843,0.00522677051478843,-0.00388539365604081,-0.00522677051478843,-0.00522677051478843,0.00522677051478843
"KEAP1",1,1,0.00522677051478843,1,-1,1,-0.0070774850233944,-1,-1,1
"NRF2",-1,-1,-0.00522677051478843,-1,1,-1,0.0070774850233944,1,1,-1
"OVOL2",1,1,0.00522677051478843,1,-1,1,-0.0070774850233944,-1,-1,1
"SNAIL",-0.0070774850233944,-0.0070774850233944,-0.00388539365604081,-0.0070774850233944,0.0070774850233944,-0.0070774850233944,1,0.0070774850233944,0.0070774850233944,-0.0070774850233944
"ZEB",-1,-1,-0.00522677051478843,-1,1,-1,0.0070774850233944,1,1,-1
"miR200",-1,-1,-0.00522677051478843,-1,1,-1,0.0070774850233944,1,1,-1
"miR34",1,1,0.00522677051478843,1,-1,1,-0.0070774850233944,-1,-1,1
