"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0840201964626937,1,-1,1,0.196392706206556,-1,-1,-0.196392706206556
"GRHL2",1,1,-0.0840201964626937,1,-1,1,0.196392706206556,-1,-1,-0.196392706206556
"Iext",-0.0840201964626937,-0.0840201964626937,1,-0.0840201964626937,0.0840201964626937,-0.0840201964626937,0.719587759377244,0.0840201964626937,0.0840201964626937,-0.719587759377244
"KEAP1",1,1,-0.0840201964626937,1,-1,1,0.196392706206556,-1,-1,-0.196392706206556
"NRF2",-1,-1,0.0840201964626937,-1,1,-1,-0.196392706206556,1,1,0.196392706206556
"OVOL2",1,1,-0.0840201964626937,1,-1,1,0.196392706206556,-1,-1,-0.196392706206556
"SNAIL",0.196392706206556,0.196392706206556,0.719587759377244,0.196392706206556,-0.196392706206556,0.196392706206556,1,-0.196392706206556,-0.196392706206556,-1
"ZEB",-1,-1,0.0840201964626937,-1,1,-1,-0.196392706206556,1,1,0.196392706206556
"miR200",-1,-1,0.0840201964626937,-1,1,-1,-0.196392706206556,1,1,0.196392706206556
"miR34",-0.196392706206556,-0.196392706206556,-0.719587759377244,-0.196392706206556,0.196392706206556,-0.196392706206556,-1,0.196392706206556,0.196392706206556,1
