"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,0.00200593726687685,1,-1,1,0.00339087034792239,-1,-1,1
"GRHL2",1,1,0.00200593726687685,1,-1,1,0.00339087034792239,-1,-1,1
"Iext",0.00200593726687685,0.00200593726687685,1,0.00200593726687685,-0.00200593726687685,0.00200593726687685,0.00102156456843318,-0.00200593726687685,-0.00200593726687685,0.00200593726687685
"KEAP1",1,1,0.00200593726687685,1,-1,1,0.00339087034792239,-1,-1,1
"NRF2",-1,-1,-0.00200593726687685,-1,1,-1,-0.00339087034792237,1,1,-1
"OVOL2",1,1,0.00200593726687685,1,-1,1,0.00339087034792239,-1,-1,1
"SNAIL",0.00339087034792239,0.00339087034792239,0.00102156456843318,0.00339087034792239,-0.00339087034792237,0.00339087034792239,1,-0.00339087034792237,-0.00339087034792237,0.00339087034792239
"ZEB",-1,-1,-0.00200593726687685,-1,1,-1,-0.00339087034792237,1,1,-1
"miR200",-1,-1,-0.00200593726687685,-1,1,-1,-0.00339087034792237,1,1,-1
"miR34",1,1,0.00200593726687685,1,-1,1,0.00339087034792239,-1,-1,1
