"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.039212339822996,1,-1,1,0.171034127305745,-1,-1,-0.171034127305745
"GRHL2",1,1,-0.039212339822996,1,-1,1,0.171034127305745,-1,-1,-0.171034127305745
"Iext",-0.039212339822996,-0.039212339822996,1,-0.039212339822996,0.039212339822996,-0.039212339822996,0.789759762621201,0.039212339822996,0.039212339822996,-0.789759762621201
"KEAP1",1,1,-0.039212339822996,1,-1,1,0.171034127305745,-1,-1,-0.171034127305745
"NRF2",-1,-1,0.039212339822996,-1,1,-1,-0.171034127305745,1,1,0.171034127305745
"OVOL2",1,1,-0.039212339822996,1,-1,1,0.171034127305745,-1,-1,-0.171034127305745
"SNAIL",0.171034127305745,0.171034127305745,0.789759762621201,0.171034127305745,-0.171034127305745,0.171034127305745,1,-0.171034127305745,-0.171034127305745,-1
"ZEB",-1,-1,0.039212339822996,-1,1,-1,-0.171034127305745,1,1,0.171034127305745
"miR200",-1,-1,0.039212339822996,-1,1,-1,-0.171034127305745,1,1,0.171034127305745
"miR34",-0.171034127305745,-0.171034127305745,-0.789759762621201,-0.171034127305745,0.171034127305745,-0.171034127305745,-1,0.171034127305745,0.171034127305745,1
