"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.277521689336272,-1,1,0.00111661694781512,-1,-1,1,1
"GRHL2",1,1,-0.277521689336272,-1,1,0.00111661694781512,-1,-1,1,1
"Iext",-0.277521689336272,-0.277521689336272,1,0.277521689336272,-0.277521689336272,-0.0061413612288512,0.277521689336272,0.277521689336272,-0.277521689336272,-0.277521689336272
"KEAP1",-1,-1,0.277521689336272,1,-1,-0.00111661694781512,1,1,-1,-1
"NRF2",1,1,-0.277521689336272,-1,1,0.00111661694781512,-1,-1,1,1
"OVOL2",0.00111661694781512,0.00111661694781512,-0.0061413612288512,-0.00111661694781512,0.00111661694781512,1,-0.00111661694781512,-0.00111661694781512,0.00111661694781512,0.00111661694781512
"SNAIL",-1,-1,0.277521689336272,1,-1,-0.00111661694781512,1,1,-1,-1
"ZEB",-1,-1,0.277521689336272,1,-1,-0.00111661694781512,1,1,-1,-1
"miR200",1,1,-0.277521689336272,-1,1,0.00111661694781512,-1,-1,1,1
"miR34",1,1,-0.277521689336272,-1,1,0.00111661694781512,-1,-1,1,1
