"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00702266435207762,-1,-1,1,0.00240321584986384,-1,1,1
"GRHL2",1,1,-0.00702266435207762,-1,-1,1,0.00240321584986384,-1,1,1
"Iext",-0.00702266435207762,-0.00702266435207762,1,0.00702266435207757,0.00702266435207757,-0.00702266435207762,0.00480601612462304,0.00702266435207757,-0.00702266435207762,-0.00702266435207762
"KEAP1",-1,-1,0.00702266435207757,1,1,-1,-0.00240321584986385,1,-1,-1
"NRF2",-1,-1,0.00702266435207757,1,1,-1,-0.00240321584986385,1,-1,-1
"OVOL2",1,1,-0.00702266435207762,-1,-1,1,0.00240321584986384,-1,1,1
"SNAIL",0.00240321584986384,0.00240321584986384,0.00480601612462304,-0.00240321584986385,-0.00240321584986385,0.00240321584986384,1,-0.00240321584986385,0.00240321584986384,0.00240321584986384
"ZEB",-1,-1,0.00702266435207757,1,1,-1,-0.00240321584986385,1,-1,-1
"miR200",1,1,-0.00702266435207762,-1,-1,1,0.00240321584986384,-1,1,1
"miR34",1,1,-0.00702266435207762,-1,-1,1,0.00240321584986384,-1,1,1
