"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00450097803511722,-1,1,0.00669919686346638,-0.37500199122803,-1,1,0.37500199122803
"GRHL2",1,1,-0.00450097803511722,-1,1,0.00669919686346638,-0.37500199122803,-1,1,0.37500199122803
"Iext",-0.00450097803511722,-0.00450097803511722,1,0.00450097803511722,-0.00450097803511722,0.00610190211757504,0.629493733650276,0.00450097803511722,-0.00450097803511722,-0.629493733650276
"KEAP1",-1,-1,0.00450097803511722,1,-1,-0.00669919686346642,0.37500199122803,1,-1,-0.37500199122803
"NRF2",1,1,-0.00450097803511722,-1,1,0.00669919686346638,-0.37500199122803,-1,1,0.37500199122803
"OVOL2",0.00669919686346638,0.00669919686346638,0.00610190211757504,-0.00669919686346642,0.00669919686346638,1,0.000503026121593302,-0.00669919686346642,0.00669919686346638,-0.000503026121593333
"SNAIL",-0.37500199122803,-0.37500199122803,0.629493733650276,0.37500199122803,-0.37500199122803,0.000503026121593302,1,0.37500199122803,-0.37500199122803,-1
"ZEB",-1,-1,0.00450097803511722,1,-1,-0.00669919686346642,0.37500199122803,1,-1,-0.37500199122803
"miR200",1,1,-0.00450097803511722,-1,1,0.00669919686346638,-0.37500199122803,-1,1,0.37500199122803
"miR34",0.37500199122803,0.37500199122803,-0.629493733650276,-0.37500199122803,0.37500199122803,-0.000503026121593333,-1,-0.37500199122803,0.37500199122803,1
