"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.018823736464466,-0.085133916976225,0.085133916976225,1,-0.085133916976225,-1,0.085133916976225,0.085133916976225
"GRHL2",1,1,-0.018823736464466,-0.085133916976225,0.085133916976225,1,-0.085133916976225,-1,0.085133916976225,0.085133916976225
"Iext",-0.018823736464466,-0.018823736464466,1,0.499661109647042,-0.499661109647042,-0.018823736464466,0.499661109647042,0.0188237364644659,-0.499661109647042,-0.499661109647042
"KEAP1",-0.085133916976225,-0.085133916976225,0.499661109647042,1,-1,-0.085133916976225,1,0.085133916976225,-1,-1
"NRF2",0.085133916976225,0.085133916976225,-0.499661109647042,-1,1,0.085133916976225,-1,-0.085133916976225,1,1
"OVOL2",1,1,-0.018823736464466,-0.085133916976225,0.085133916976225,1,-0.085133916976225,-1,0.085133916976225,0.085133916976225
"SNAIL",-0.085133916976225,-0.085133916976225,0.499661109647042,1,-1,-0.085133916976225,1,0.085133916976225,-1,-1
"ZEB",-1,-1,0.0188237364644659,0.085133916976225,-0.085133916976225,-1,0.085133916976225,1,-0.085133916976225,-0.085133916976225
"miR200",0.085133916976225,0.085133916976225,-0.499661109647042,-1,1,0.085133916976225,-1,-0.085133916976225,1,1
"miR34",0.085133916976225,0.085133916976225,-0.499661109647042,-1,1,0.085133916976225,-1,-0.085133916976225,1,1
