"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00529632533609339,1,-1,1,-0.506051885502033,-1,-1,1
"GRHL2",1,1,-0.00529632533609339,1,-1,1,-0.506051885502033,-1,-1,1
"Iext",-0.00529632533609339,-0.00529632533609339,1,-0.00529632533609339,0.00529632533609339,-0.00529632533609339,0.49924958100238,0.00529632533609339,0.00529632533609339,-0.00529632533609339
"KEAP1",1,1,-0.00529632533609339,1,-1,1,-0.506051885502033,-1,-1,1
"NRF2",-1,-1,0.00529632533609339,-1,1,-1,0.506051885502033,1,1,-1
"OVOL2",1,1,-0.00529632533609339,1,-1,1,-0.506051885502033,-1,-1,1
"SNAIL",-0.506051885502033,-0.506051885502033,0.49924958100238,-0.506051885502033,0.506051885502033,-0.506051885502033,1,0.506051885502033,0.506051885502033,-0.506051885502033
"ZEB",-1,-1,0.00529632533609339,-1,1,-1,0.506051885502033,1,1,-1
"miR200",-1,-1,0.00529632533609339,-1,1,-1,0.506051885502033,1,1,-1
"miR34",1,1,-0.00529632533609339,1,-1,1,-0.506051885502033,-1,-1,1
