"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,0.932026652149588,-0.497040183440314,-0.479281858915074,-0.93570082935399,0.0257054812373104,0.185986887315948,-0.931619642989436,0.42906606987557,-0.14086055944805
"GRHL2",0.932026652149588,1,-0.498468957263302,-0.479487614574985,-0.895896676007151,0.0255026752741325,0.171083130488683,-0.924475679155901,0.435804178483972,-0.132898376201355
"Iext",-0.497040183440314,-0.498468957263302,1,0.387027941647602,0.487446471373358,-0.00775285191943254,0.250056710741546,0.5041863235439,-0.384171290518748,-0.240865962085379
"KEAP1",-0.479281858915074,-0.479487614574985,0.387027941647602,1,0.420694332065879,0.050888503609024,0.0456413924118174,0.526422919059653,-0.681949148221275,-0.12263371388842
"NRF2",-0.93570082935399,-0.895896676007151,0.487446471373358,0.420694332065879,1,-0.0108027973964573,-0.228652793994959,0.867319690833087,-0.368845152692407,0.18842343982361
"OVOL2",0.0257054812373104,0.0255026752741325,-0.00775285191943254,0.050888503609024,-0.0108027973964573,1,-0.00524489267433093,-0.0605997486081016,-0.167657521841197,-0.00187451324097379
"SNAIL",0.185986887315948,0.171083130488683,0.250056710741546,0.0456413924118174,-0.228652793994959,-0.00524489267433093,1,-0.1302769067828,-0.16444810687371,-0.481706168976533
"ZEB",-0.931619642989436,-0.924475679155901,0.5041863235439,0.526422919059653,0.867319690833087,-0.0605997486081016,-0.1302769067828,1,-0.495803127979609,0.0871861287434708
"miR200",0.42906606987557,0.435804178483972,-0.384171290518748,-0.681949148221275,-0.368845152692407,-0.167657521841197,-0.16444810687371,-0.495803127979609,1,0.18918005365147
"miR34",-0.14086055944805,-0.132898376201355,-0.240865962085379,-0.12263371388842,0.18842343982361,-0.00187451324097379,-0.481706168976533,0.0871861287434708,0.18918005365147,1
