"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,0.00270355055791446,-0.248515534543376,-1,-0.000110496940428149,0.503953586974601,-1,0.257336631318862,1
"GRHL2",1,1,0.00270355055791446,-0.248515534543376,-1,-0.000110496940428149,0.503953586974601,-1,0.257336631318862,1
"Iext",0.00270355055791446,0.00270355055791446,1,0.258345138948149,-0.00270355055791446,-0.0141266411109413,0.49875148354307,-0.00270355055791446,-0.255534854557664,0.00270355055791446
"KEAP1",-0.248515534543376,-0.248515534543376,0.258345138948149,1,0.248515534543376,0.0800631456921763,0.0363878034298918,0.248515534543376,-0.607737644201925,-0.248515534543376
"NRF2",-1,-1,-0.00270355055791446,0.248515534543376,1,0.000110496940428149,-0.503953586974601,1,-0.257336631318862,-1
"OVOL2",-0.000110496940428149,-0.000110496940428149,-0.0141266411109413,0.0800631456921763,0.000110496940428149,1,-0.00773739054152944,0.000110496940428149,-0.248328641755285,-0.000110496940428149
"SNAIL",0.503953586974601,0.503953586974601,0.49875148354307,0.0363878034298918,-0.503953586974601,-0.00773739054152944,1,-0.503953586974601,-0.0812425450891622,0.503953586974601
"ZEB",-1,-1,-0.00270355055791446,0.248515534543376,1,0.000110496940428149,-0.503953586974601,1,-0.257336631318862,-1
"miR200",0.257336631318862,0.257336631318862,-0.255534854557664,-0.607737644201925,-0.257336631318862,-0.248328641755285,-0.0812425450891622,-0.257336631318862,1,0.257336631318862
"miR34",1,1,0.00270355055791446,-0.248515534543376,-1,-0.000110496940428149,0.503953586974601,-1,0.257336631318862,1
