"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.148495240378482,-0.148495240378482,-1,1,-0.148495240378482,-1,0.148495240378482,1
"GRHL2",1,1,-0.148495240378482,-0.148495240378482,-1,1,-0.148495240378482,-1,0.148495240378482,1
"Iext",-0.148495240378482,-0.148495240378482,1,1,0.148495240378482,-0.148495240378482,1,0.148495240378482,-1,-0.148495240378482
"KEAP1",-0.148495240378482,-0.148495240378482,1,1,0.148495240378482,-0.148495240378482,1,0.148495240378482,-1,-0.148495240378482
"NRF2",-1,-1,0.148495240378482,0.148495240378482,1,-1,0.148495240378482,1,-0.148495240378482,-1
"OVOL2",1,1,-0.148495240378482,-0.148495240378482,-1,1,-0.148495240378482,-1,0.148495240378482,1
"SNAIL",-0.148495240378482,-0.148495240378482,1,1,0.148495240378482,-0.148495240378482,1,0.148495240378482,-1,-0.148495240378482
"ZEB",-1,-1,0.148495240378482,0.148495240378482,1,-1,0.148495240378482,1,-0.148495240378482,-1
"miR200",0.148495240378482,0.148495240378482,-1,-1,-0.148495240378482,0.148495240378482,-1,-0.148495240378482,1,0.148495240378482
"miR34",1,1,-0.148495240378482,-0.148495240378482,-1,1,-0.148495240378482,-1,0.148495240378482,1
