"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,0.00280445961238024,-1,1,-0.00140286993515716,-1,-1,1,1
"GRHL2",1,1,0.00280445961238024,-1,1,-0.00140286993515716,-1,-1,1,1
"Iext",0.00280445961238024,0.00280445961238024,1,-0.00280445961238024,0.00280445961238024,0.00400104129674781,-0.00280445961238024,-0.00280445961238024,0.00280445961238024,0.00280445961238024
"KEAP1",-1,-1,-0.00280445961238024,1,-1,0.00140286993515719,1,1,-1,-1
"NRF2",1,1,0.00280445961238024,-1,1,-0.00140286993515716,-1,-1,1,1
"OVOL2",-0.00140286993515716,-0.00140286993515716,0.00400104129674781,0.00140286993515719,-0.00140286993515716,1,0.00140286993515719,0.00140286993515719,-0.00140286993515716,-0.00140286993515716
"SNAIL",-1,-1,-0.00280445961238024,1,-1,0.00140286993515719,1,1,-1,-1
"ZEB",-1,-1,-0.00280445961238024,1,-1,0.00140286993515719,1,1,-1,-1
"miR200",1,1,0.00280445961238024,-1,1,-0.00140286993515716,-1,-1,1,1
"miR34",1,1,0.00280445961238024,-1,1,-0.00140286993515716,-1,-1,1,1
