"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-1,-0.00201686262982407,-1,-0.000986203681430144,-1,-1,-0.00437513362674363,1
"GRHL2",1,1,-1,-0.00201686262982407,-1,-0.000986203681430144,-1,-1,-0.00437513362674363,1
"Iext",-1,-1,1,0.00201686262982407,1,0.000986203681430144,1,1,0.00437513362674363,-1
"KEAP1",-0.00201686262982407,-0.00201686262982407,0.00201686262982407,1,0.00201686262982407,0.1132749182239,0.00201686262982407,0.00201686262982407,-0.561332673346941,-0.00201686262982407
"NRF2",-1,-1,1,0.00201686262982407,1,0.000986203681430144,1,1,0.00437513362674363,-1
"OVOL2",-0.000986203681430144,-0.000986203681430144,0.000986203681430144,0.1132749182239,0.000986203681430144,1,0.000986203681430144,0.000986203681430144,-0.337017796298693,-0.000986203681430144
"SNAIL",-1,-1,1,0.00201686262982407,1,0.000986203681430144,1,1,0.00437513362674363,-1
"ZEB",-1,-1,1,0.00201686262982407,1,0.000986203681430144,1,1,0.00437513362674363,-1
"miR200",-0.00437513362674363,-0.00437513362674363,0.00437513362674363,-0.561332673346941,0.00437513362674363,-0.337017796298693,0.00437513362674363,0.00437513362674363,1,-0.00437513362674363
"miR34",1,1,-1,-0.00201686262982407,-1,-0.000986203681430144,-1,-1,-0.00437513362674363,1
